,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,9490.0,2459.0,1920.0,548.0,348.0,492.0,473.0,285.0,403.0,502.0,773.0,751.0,2183.0,1376.0,905.0,7369.0,3295.0,2111.0,737.0,3205.0
folA_1_56_B_MM11,2904.0,8450.0,2317.0,454.0,255.0,381.0,303.0,298.0,846.0,787.0,601.0,680.0,2092.0,1794.0,809.0,8222.0,3879.0,1574.0,667.0,3148.0
folA_1_56_B_MM14,1974.0,2653.0,6797.0,421.0,308.0,288.0,307.0,350.0,1357.0,568.0,658.0,684.0,1854.0,1254.0,802.0,6037.0,3287.0,1795.0,635.0,3037.0
folA_1_56_B_MM2,380.0,261.0,107.0,1488.0,232.0,252.0,279.0,161.0,102.0,210.0,43.0,141.0,295.0,574.0,232.0,2033.0,1216.0,546.0,175.0,1614.0
folA_1_56_B_MM3,255.0,217.0,115.0,197.0,1068.0,183.0,226.0,78.0,61.0,147.0,75.0,87.0,232.0,415.0,358.0,2483.0,931.0,436.0,94.0,1072.0
folA_1_56_B_MM6,468.0,428.0,296.0,301.0,249.0,1664.0,450.0,250.0,104.0,252.0,119.0,118.0,449.0,1436.0,306.0,3854.0,1874.0,645.0,180.0,1817.0
folA_1_56_B_MM9,724.0,249.0,205.0,356.0,219.0,402.0,1711.0,180.0,166.0,246.0,120.0,108.0,320.0,806.0,454.0,3714.0,1571.0,719.0,261.0,3179.0
folA_1_56_C,243.0,191.0,68.0,157.0,93.0,154.0,119.0,790.0,69.0,127.0,45.0,37.0,121.0,417.0,60.0,1321.0,782.0,490.0,61.0,769.0
folA_3_242_B_MM3,662.0,1633.0,1558.0,353.0,200.0,376.0,237.0,230.0,4097.0,667.0,861.0,451.0,2131.0,1496.0,686.0,7730.0,3114.0,2002.0,363.0,2705.0
folA_3_242_C,398.0,493.0,527.0,340.0,147.0,244.0,205.0,191.0,889.0,2482.0,157.0,312.0,771.0,638.0,464.0,5136.0,3063.0,1145.0,599.0,2888.0
negC_rand_42,694.0,486.0,430.0,164.0,49.0,124.0,96.0,76.0,296.0,201.0,3356.0,187.0,494.0,271.0,285.0,1137.0,953.0,603.0,171.0,931.0
thyA_1_60_B_MM12,1126.0,1049.0,663.0,224.0,143.0,148.0,142.0,151.0,380.0,314.0,155.0,2363.0,766.0,502.0,141.0,1920.0,1068.0,738.0,150.0,1014.0
thyA_1_60_B_MM13,2524.0,1924.0,1998.0,290.0,261.0,358.0,427.0,205.0,1004.0,688.0,671.0,1213.0,7991.0,1154.0,817.0,6394.0,4769.0,1921.0,830.0,2386.0
thyA_1_60_B_MM2,1312.0,1359.0,1087.0,924.0,787.0,1041.0,649.0,904.0,744.0,1375.0,280.0,284.0,1215.0,3662.0,658.0,2788.0,1639.0,1298.0,608.0,1425.0
thyA_1_60_C,669.0,980.0,653.0,614.0,823.0,532.0,482.0,379.0,198.0,883.0,221.0,273.0,513.0,528.0,1700.0,1606.0,1180.0,580.0,231.0,990.0
thyA_3_233_B_MM4,5014.0,4386.0,4684.0,2199.0,2295.0,2748.0,3283.0,2409.0,1983.0,4116.0,1129.0,1255.0,4076.0,2606.0,1607.0,21426.0,6620.0,4586.0,1251.0,6255.0
thyA_3_233_B_MM5,3622.0,3133.0,2496.0,1611.0,1065.0,1396.0,1710.0,971.0,1387.0,3243.0,691.0,971.0,2717.0,1977.0,544.0,6395.0,12443.0,2751.0,1088.0,3816.0
thyA_3_233_B_MM6,1841.0,1394.0,1071.0,703.0,416.0,580.0,567.0,693.0,412.0,1567.0,427.0,606.0,1527.0,1082.0,650.0,4227.0,3309.0,7792.0,934.0,2428.0
thyA_3_233_B_MM7,887.0,492.0,496.0,240.0,137.0,252.0,217.0,173.0,355.0,432.0,199.0,344.0,674.0,319.0,238.0,2690.0,1143.0,511.0,2413.0,1048.0
thyA_3_233_C,3991.0,2669.0,2582.0,2597.0,2200.0,1932.0,2348.0,1623.0,1785.0,3512.0,1143.0,1129.0,2957.0,1803.0,1167.0,11430.0,5625.0,3457.0,1036.0,17743.0
