,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,10409.0,2546.0,1838.0,1210.0,718.0,866.0,750.0,830.0,522.0,966.0,562.0,1514.0,2244.0,1906.0,903.0,8435.0,4149.0,3274.0,832.0,4906.0
folA_1_56_B_MM11,3725.0,12062.0,2605.0,1049.0,520.0,717.0,562.0,612.0,1299.0,1257.0,813.0,1459.0,3171.0,2386.0,1344.0,13088.0,5828.0,2962.0,989.0,5831.0
folA_1_56_B_MM14,2559.0,3564.0,8681.0,736.0,463.0,635.0,438.0,453.0,1169.0,1008.0,582.0,1340.0,2214.0,1617.0,862.0,10112.0,6355.0,3232.0,1290.0,6244.0
folA_1_56_B_MM2,553.0,555.0,298.0,3490.0,357.0,646.0,503.0,386.0,179.0,394.0,153.0,251.0,468.0,860.0,448.0,4488.0,2087.0,997.0,416.0,3120.0
folA_1_56_B_MM3,503.0,237.0,183.0,588.0,2059.0,446.0,295.0,233.0,121.0,251.0,79.0,135.0,337.0,651.0,496.0,3388.0,1417.0,778.0,137.0,1918.0
folA_1_56_B_MM6,1115.0,768.0,474.0,867.0,606.0,3466.0,825.0,438.0,166.0,638.0,154.0,414.0,812.0,1481.0,653.0,6759.0,2500.0,1130.0,480.0,5081.0
folA_1_56_B_MM9,1199.0,476.0,291.0,1133.0,550.0,906.0,3526.0,513.0,296.0,574.0,150.0,319.0,657.0,1309.0,614.0,6608.0,2431.0,1539.0,477.0,3642.0
folA_1_56_C,385.0,308.0,240.0,458.0,211.0,249.0,235.0,1825.0,99.0,239.0,46.0,152.0,251.0,509.0,200.0,2918.0,1322.0,691.0,153.0,1659.0
folA_3_242_B_MM3,1213.0,2562.0,2919.0,783.0,465.0,597.0,535.0,376.0,8454.0,1445.0,846.0,1856.0,3200.0,1580.0,1382.0,11258.0,6055.0,3657.0,783.0,7738.0
folA_3_242_C,777.0,834.0,917.0,909.0,379.0,560.0,456.0,331.0,1411.0,5391.0,296.0,580.0,963.0,1652.0,582.0,10344.0,5584.0,2396.0,717.0,5058.0
negC_rand_42,790.0,741.0,709.0,205.0,140.0,121.0,158.0,157.0,158.0,251.0,2819.0,318.0,666.0,479.0,202.0,2258.0,1273.0,1117.0,359.0,1284.0
thyA_1_60_B_MM12,1210.0,1393.0,860.0,399.0,284.0,362.0,248.0,164.0,441.0,576.0,476.0,3374.0,2072.0,777.0,744.0,3779.0,1576.0,1807.0,308.0,2364.0
thyA_1_60_B_MM13,2916.0,2873.0,2489.0,995.0,573.0,978.0,884.0,535.0,1821.0,1316.0,836.0,1742.0,11950.0,1951.0,948.0,11481.0,6111.0,4162.0,1414.0,5581.0
thyA_1_60_B_MM2,1614.0,1773.0,981.0,2137.0,1277.0,1546.0,735.0,1022.0,877.0,1544.0,508.0,721.0,1511.0,5462.0,1196.0,5370.0,4138.0,2138.0,563.0,2611.0
thyA_1_60_C,954.0,1739.0,777.0,1506.0,608.0,1121.0,490.0,836.0,569.0,1293.0,178.0,249.0,528.0,1155.0,3356.0,3360.0,2049.0,750.0,223.0,1654.0
thyA_3_233_B_MM4,6392.0,6530.0,5492.0,7301.0,4170.0,5417.0,3882.0,3896.0,2382.0,6532.0,894.0,2837.0,6333.0,4007.0,2149.0,42393.0,11900.0,6435.0,2769.0,14241.0
thyA_3_233_B_MM5,3778.0,4604.0,3924.0,4177.0,2201.0,3282.0,2233.0,2446.0,1546.0,5345.0,413.0,1226.0,5593.0,2440.0,752.0,14555.0,20501.0,5662.0,2246.0,8139.0
thyA_3_233_B_MM6,3110.0,1985.0,1497.0,2415.0,942.0,2018.0,1073.0,1351.0,1127.0,2862.0,713.0,1060.0,3016.0,1744.0,768.0,11123.0,6325.0,12045.0,1504.0,3928.0
thyA_3_233_B_MM7,1175.0,1278.0,644.0,774.0,371.0,492.0,508.0,504.0,764.0,1150.0,173.0,466.0,1269.0,1159.0,472.0,3409.0,2792.0,1061.0,3843.0,1971.0
thyA_3_233_C,4031.0,4562.0,5031.0,6201.0,3783.0,3601.0,3610.0,3948.0,3141.0,4737.0,1641.0,1691.0,5391.0,2507.0,3180.0,20865.0,12464.0,8220.0,2345.0,26254.0
