,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,5814.0,1781.0,1348.0,821.0,691.0,650.0,659.0,817.0,364.0,690.0,572.0,1160.0,1803.0,1466.0,571.0,5770.0,4221.0,2553.0,674.0,3583.0
folA_1_56_B_MM11,2619.0,7400.0,2356.0,946.0,391.0,464.0,413.0,571.0,1476.0,962.0,617.0,1505.0,2713.0,1845.0,899.0,11277.0,6668.0,2771.0,946.0,5729.0
folA_1_56_B_MM14,1918.0,3035.0,5460.0,521.0,375.0,426.0,265.0,320.0,1196.0,870.0,594.0,1412.0,2081.0,1107.0,571.0,8971.0,6935.0,3263.0,1153.0,6150.0
folA_1_56_B_MM2,386.0,409.0,267.0,2176.0,467.0,625.0,391.0,381.0,140.0,331.0,99.0,156.0,271.0,840.0,490.0,4907.0,2197.0,913.0,295.0,2997.0
folA_1_56_B_MM3,359.0,151.0,164.0,497.0,1054.0,431.0,254.0,273.0,77.0,225.0,93.0,236.0,281.0,553.0,450.0,2962.0,1392.0,648.0,115.0,1861.0
folA_1_56_B_MM6,915.0,581.0,391.0,761.0,577.0,1816.0,744.0,589.0,118.0,468.0,112.0,404.0,618.0,1099.0,523.0,6136.0,2422.0,955.0,313.0,5510.0
folA_1_56_B_MM9,822.0,310.0,161.0,844.0,471.0,780.0,1971.0,406.0,225.0,523.0,102.0,205.0,409.0,1165.0,449.0,6156.0,2430.0,1109.0,373.0,3316.0
folA_1_56_C,395.0,275.0,208.0,589.0,271.0,252.0,200.0,1057.0,98.0,173.0,48.0,167.0,177.0,475.0,139.0,2788.0,1894.0,827.0,93.0,1762.0
folA_3_242_B_MM3,1186.0,3141.0,2904.0,691.0,394.0,611.0,370.0,295.0,6261.0,1351.0,1059.0,1970.0,3108.0,1476.0,1559.0,10676.0,7434.0,3653.0,782.0,8386.0
folA_3_242_C,575.0,773.0,650.0,886.0,356.0,523.0,341.0,284.0,1520.0,3489.0,195.0,492.0,756.0,1398.0,561.0,10196.0,6911.0,2167.0,604.0,5049.0
negC_rand_42,644.0,631.0,559.0,172.0,85.0,86.0,95.0,127.0,167.0,212.0,1416.0,432.0,626.0,416.0,140.0,2193.0,1651.0,1105.0,314.0,1355.0
thyA_1_60_B_MM12,914.0,1242.0,907.0,336.0,294.0,301.0,183.0,156.0,409.0,460.0,423.0,1959.0,2130.0,472.0,736.0,3682.0,1768.0,1879.0,218.0,2256.0
thyA_1_60_B_MM13,2161.0,2871.0,2337.0,837.0,432.0,800.0,785.0,360.0,1808.0,959.0,923.0,1728.0,8034.0,1593.0,546.0,9994.0,6121.0,4152.0,1056.0,4781.0
thyA_1_60_B_MM2,1070.0,1559.0,760.0,1951.0,1073.0,1126.0,551.0,915.0,694.0,1336.0,496.0,515.0,1241.0,2869.0,884.0,4177.0,3553.0,1773.0,334.0,1986.0
thyA_1_60_C,743.0,1575.0,793.0,1350.0,524.0,904.0,387.0,688.0,501.0,1003.0,175.0,191.0,402.0,922.0,1827.0,2262.0,1783.0,522.0,121.0,1402.0
thyA_3_233_B_MM4,5140.0,6388.0,5511.0,7435.0,3798.0,4781.0,3470.0,3922.0,2710.0,6568.0,767.0,2825.0,5699.0,3549.0,1558.0,30292.0,12661.0,6286.0,2589.0,16143.0
thyA_3_233_B_MM5,3781.0,5585.0,5287.0,4875.0,2514.0,3701.0,2103.0,3001.0,1844.0,6530.0,423.0,1578.0,6855.0,2325.0,754.0,17120.0,17610.0,6772.0,2680.0,9479.0
thyA_3_233_B_MM6,2732.0,2034.0,1390.0,2541.0,978.0,1955.0,911.0,1459.0,1193.0,3020.0,821.0,1097.0,2856.0,1546.0,714.0,11913.0,7536.0,8637.0,1408.0,3858.0
thyA_3_233_B_MM7,1012.0,1357.0,571.0,844.0,242.0,364.0,500.0,548.0,947.0,1169.0,179.0,641.0,1324.0,918.0,399.0,3160.0,2738.0,714.0,2172.0,1841.0
thyA_3_233_C,3608.0,4393.0,5702.0,6629.0,3907.0,3475.0,3467.0,4265.0,3910.0,4663.0,1802.0,1802.0,5687.0,2369.0,3319.0,21766.0,15789.0,9187.0,2092.0,19214.0
