,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,10115.0,3069.0,2195.0,67.0,37.0,79.0,72.0,88.0,196.0,274.0,741.0,387.0,2188.0,1497.0,799.0,9271.0,3960.0,2326.0,828.0,4808.0
folA_1_56_B_MM11,3238.0,12052.0,3825.0,69.0,92.0,56.0,94.0,54.0,1077.0,345.0,916.0,254.0,2859.0,1939.0,1018.0,9432.0,5352.0,3186.0,919.0,4050.0
folA_1_56_B_MM14,2492.0,4273.0,11525.0,55.0,28.0,43.0,79.0,125.0,1089.0,355.0,909.0,305.0,3063.0,2346.0,743.0,10156.0,5446.0,2610.0,1219.0,4388.0
folA_1_56_B_MM2,53.0,45.0,32.0,287.0,8.0,24.0,25.0,23.0,9.0,28.0,3.0,13.0,29.0,134.0,43.0,305.0,131.0,51.0,23.0,172.0
folA_1_56_B_MM3,26.0,70.0,6.0,17.0,177.0,11.0,17.0,15.0,8.0,16.0,8.0,8.0,18.0,99.0,46.0,365.0,103.0,45.0,13.0,150.0
folA_1_56_B_MM6,54.0,56.0,31.0,44.0,36.0,303.0,36.0,22.0,15.0,33.0,18.0,21.0,79.0,248.0,107.0,778.0,273.0,114.0,24.0,356.0
folA_1_56_B_MM9,112.0,77.0,40.0,52.0,19.0,55.0,591.0,23.0,28.0,35.0,24.0,13.0,50.0,545.0,203.0,1637.0,411.0,99.0,44.0,1277.0
folA_1_56_C,27.0,20.0,6.0,9.0,9.0,7.0,21.0,182.0,5.0,9.0,1.0,2.0,13.0,65.0,68.0,184.0,62.0,48.0,6.0,163.0
folA_3_242_B_MM3,388.0,1743.0,2609.0,42.0,21.0,56.0,53.0,42.0,7642.0,348.0,674.0,270.0,2184.0,1565.0,832.0,10834.0,5739.0,3435.0,1221.0,6812.0
folA_3_242_C,175.0,246.0,255.0,44.0,35.0,24.0,33.0,26.0,514.0,2757.0,66.0,53.0,338.0,1701.0,718.0,8427.0,4235.0,1220.0,409.0,3506.0
negC_rand_42,664.0,809.0,665.0,28.0,6.0,17.0,36.0,15.0,346.0,135.0,3956.0,86.0,763.0,443.0,308.0,1698.0,929.0,837.0,312.0,1309.0
thyA_1_60_B_MM12,629.0,441.0,330.0,12.0,10.0,12.0,11.0,10.0,131.0,88.0,145.0,997.0,396.0,313.0,165.0,1062.0,478.0,512.0,47.0,696.0
thyA_1_60_B_MM13,2587.0,2766.0,2489.0,66.0,75.0,62.0,94.0,34.0,1358.0,424.0,1043.0,694.0,10918.0,1546.0,739.0,9980.0,5126.0,2870.0,1296.0,4263.0
thyA_1_60_B_MM2,1433.0,1803.0,1253.0,288.0,220.0,466.0,322.0,286.0,747.0,2206.0,307.0,116.0,1312.0,4914.0,945.0,3991.0,2427.0,1336.0,480.0,1643.0
thyA_1_60_C,636.0,1001.0,998.0,215.0,161.0,217.0,396.0,138.0,360.0,1137.0,339.0,99.0,666.0,955.0,2396.0,2526.0,1634.0,814.0,292.0,789.0
thyA_3_233_B_MM4,7295.0,5801.0,5853.0,446.0,376.0,693.0,1070.0,417.0,2434.0,7840.0,1761.0,616.0,7084.0,2360.0,1172.0,34427.0,10833.0,5199.0,2142.0,7219.0
thyA_3_233_B_MM5,4439.0,3978.0,3717.0,227.0,110.0,167.0,357.0,115.0,1292.0,3901.0,1141.0,368.0,4174.0,1872.0,1239.0,9850.0,17586.0,3883.0,1461.0,5565.0
thyA_3_233_B_MM6,2864.0,1719.0,1394.0,56.0,31.0,95.0,97.0,94.0,889.0,1306.0,554.0,225.0,2329.0,1267.0,575.0,6774.0,5860.0,10795.0,818.0,4074.0
thyA_3_233_B_MM7,1729.0,1344.0,877.0,26.0,15.0,33.0,36.0,75.0,711.0,394.0,318.0,131.0,1196.0,599.0,424.0,2260.0,1951.0,1233.0,4000.0,1652.0
thyA_3_233_C,4169.0,4393.0,4827.0,350.0,282.0,563.0,952.0,384.0,2955.0,6757.0,1596.0,371.0,4973.0,1654.0,1187.0,16564.0,8523.0,6201.0,3029.0,24613.0
