,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,672.0,198.0,128.0,14.0,17.0,10.0,11.0,16.0,5.0,14.0,26.0,41.0,168.0,99.0,38.0,494.0,259.0,173.0,55.0,259.0
folA_1_56_B_MM11,271.0,751.0,162.0,10.0,4.0,11.0,15.0,2.0,50.0,25.0,30.0,56.0,181.0,113.0,48.0,544.0,364.0,179.0,62.0,272.0
folA_1_56_B_MM14,162.0,194.0,731.0,10.0,8.0,6.0,22.0,5.0,63.0,18.0,42.0,44.0,150.0,87.0,26.0,495.0,298.0,159.0,76.0,248.0
folA_1_56_B_MM2,15.0,7.0,2.0,75.0,4.0,7.0,7.0,6.0,1.0,5.0,4.0,3.0,7.0,26.0,8.0,144.0,61.0,26.0,6.0,76.0
folA_1_56_B_MM3,6.0,8.0,4.0,6.0,44.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,15.0,11.0,100.0,25.0,8.0,4.0,32.0
folA_1_56_B_MM6,6.0,13.0,4.0,7.0,3.0,65.0,12.0,5.0,1.0,5.0,2.0,3.0,11.0,49.0,14.0,198.0,97.0,28.0,4.0,97.0
folA_1_56_B_MM9,21.0,14.0,8.0,6.0,4.0,10.0,98.0,4.0,1.0,6.0,0.0,5.0,14.0,53.0,20.0,204.0,75.0,21.0,16.0,146.0
folA_1_56_C,7.0,3.0,5.0,5.0,1.0,1.0,3.0,38.0,0.0,2.0,0.0,1.0,2.0,17.0,5.0,64.0,39.0,18.0,1.0,48.0
folA_3_242_B_MM3,35.0,106.0,113.0,15.0,8.0,10.0,5.0,13.0,352.0,39.0,41.0,41.0,134.0,86.0,31.0,586.0,315.0,194.0,53.0,316.0
folA_3_242_C,15.0,26.0,26.0,8.0,3.0,5.0,8.0,6.0,29.0,179.0,0.0,6.0,27.0,60.0,34.0,549.0,301.0,122.0,22.0,234.0
negC_rand_42,33.0,39.0,47.0,5.0,2.0,3.0,2.0,1.0,18.0,10.0,188.0,19.0,37.0,25.0,18.0,122.0,73.0,48.0,10.0,92.0
thyA_1_60_B_MM12,44.0,48.0,39.0,1.0,1.0,4.0,5.0,2.0,17.0,8.0,10.0,121.0,50.0,31.0,16.0,138.0,56.0,36.0,14.0,74.0
thyA_1_60_B_MM13,189.0,153.0,158.0,9.0,2.0,9.0,14.0,7.0,51.0,19.0,42.0,49.0,497.0,79.0,21.0,569.0,241.0,124.0,70.0,251.0
thyA_1_60_B_MM2,91.0,87.0,70.0,72.0,48.0,53.0,48.0,47.0,37.0,84.0,23.0,21.0,81.0,259.0,42.0,244.0,170.0,88.0,45.0,103.0
thyA_1_60_C,63.0,49.0,63.0,47.0,42.0,27.0,27.0,20.0,17.0,60.0,14.0,25.0,32.0,39.0,147.0,134.0,109.0,65.0,10.0,68.0
thyA_3_233_B_MM4,365.0,374.0,320.0,123.0,88.0,171.0,153.0,104.0,148.0,299.0,70.0,78.0,325.0,150.0,91.0,2338.0,700.0,356.0,141.0,527.0
thyA_3_233_B_MM5,235.0,282.0,195.0,78.0,41.0,72.0,56.0,28.0,80.0,180.0,46.0,49.0,220.0,97.0,46.0,696.0,1350.0,253.0,105.0,318.0
thyA_3_233_B_MM6,175.0,135.0,87.0,23.0,11.0,45.0,8.0,26.0,47.0,75.0,26.0,28.0,122.0,79.0,25.0,475.0,386.0,984.0,74.0,178.0
thyA_3_233_B_MM7,79.0,80.0,41.0,10.0,13.0,9.0,13.0,6.0,26.0,41.0,8.0,16.0,56.0,28.0,20.0,171.0,127.0,60.0,223.0,71.0
thyA_3_233_C,264.0,268.0,205.0,118.0,88.0,107.0,107.0,97.0,159.0,225.0,78.0,58.0,245.0,114.0,89.0,1041.0,523.0,342.0,125.0,1461.0
