,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,814.0,298.0,162.0,283.0,194.0,204.0,306.0,162.0,55.0,174.0,70.0,99.0,227.0,117.0,61.0,699.0,368.0,220.0,60.0,300.0
folA_1_56_B_MM11,319.0,727.0,122.0,194.0,145.0,197.0,183.0,180.0,66.0,150.0,43.0,102.0,155.0,106.0,37.0,634.0,317.0,192.0,55.0,213.0
folA_1_56_B_MM14,234.0,202.0,611.0,181.0,122.0,166.0,126.0,148.0,85.0,136.0,42.0,57.0,156.0,95.0,42.0,430.0,298.0,105.0,51.0,226.0
folA_1_56_B_MM2,190.0,148.0,77.0,538.0,103.0,115.0,131.0,124.0,35.0,100.0,59.0,53.0,134.0,40.0,21.0,331.0,187.0,103.0,65.0,180.0
folA_1_56_B_MM3,127.0,78.0,65.0,144.0,252.0,70.0,101.0,95.0,26.0,69.0,25.0,23.0,84.0,39.0,24.0,287.0,128.0,100.0,26.0,75.0
folA_1_56_B_MM6,221.0,154.0,97.0,209.0,133.0,375.0,172.0,142.0,42.0,96.0,38.0,56.0,140.0,91.0,19.0,354.0,269.0,96.0,39.0,202.0
folA_1_56_B_MM9,337.0,181.0,86.0,232.0,127.0,226.0,450.0,128.0,39.0,128.0,35.0,90.0,134.0,75.0,48.0,363.0,227.0,143.0,65.0,251.0
folA_1_56_C,131.0,79.0,50.0,89.0,46.0,64.0,59.0,240.0,36.0,47.0,14.0,40.0,58.0,25.0,6.0,162.0,135.0,74.0,11.0,74.0
folA_3_242_B_MM3,233.0,252.0,128.0,141.0,94.0,139.0,124.0,125.0,349.0,136.0,50.0,83.0,132.0,88.0,23.0,589.0,268.0,149.0,53.0,265.0
folA_3_242_C,190.0,156.0,104.0,253.0,99.0,162.0,132.0,105.0,101.0,395.0,54.0,91.0,103.0,68.0,27.0,508.0,235.0,124.0,41.0,183.0
negC_rand_42,72.0,39.0,34.0,54.0,22.0,50.0,36.0,59.0,27.0,60.0,267.0,18.0,23.0,14.0,12.0,141.0,69.0,58.0,14.0,81.0
thyA_1_60_B_MM12,90.0,115.0,57.0,59.0,31.0,91.0,50.0,41.0,39.0,61.0,17.0,120.0,49.0,29.0,30.0,172.0,111.0,80.0,4.0,94.0
thyA_1_60_B_MM13,229.0,148.0,110.0,155.0,81.0,154.0,128.0,105.0,56.0,97.0,34.0,89.0,391.0,76.0,26.0,306.0,200.0,83.0,33.0,198.0
thyA_1_60_B_MM2,111.0,117.0,64.0,128.0,67.0,90.0,66.0,130.0,42.0,69.0,16.0,15.0,71.0,128.0,68.0,219.0,194.0,63.0,17.0,121.0
thyA_1_60_C,60.0,59.0,44.0,80.0,71.0,77.0,58.0,53.0,25.0,59.0,17.0,22.0,25.0,55.0,105.0,141.0,109.0,49.0,9.0,80.0
thyA_3_233_B_MM4,568.0,361.0,336.0,336.0,238.0,361.0,367.0,316.0,198.0,271.0,124.0,128.0,264.0,178.0,106.0,1557.0,597.0,357.0,98.0,422.0
thyA_3_233_B_MM5,356.0,304.0,118.0,305.0,114.0,191.0,202.0,176.0,88.0,183.0,67.0,76.0,142.0,134.0,32.0,572.0,810.0,223.0,90.0,210.0
thyA_3_233_B_MM6,187.0,169.0,92.0,195.0,95.0,132.0,136.0,151.0,53.0,86.0,51.0,58.0,127.0,55.0,50.0,373.0,327.0,566.0,90.0,191.0
thyA_3_233_B_MM7,88.0,82.0,33.0,58.0,45.0,56.0,48.0,66.0,40.0,42.0,11.0,24.0,54.0,20.0,8.0,134.0,98.0,71.0,132.0,55.0
thyA_3_233_C,211.0,201.0,163.0,363.0,196.0,245.0,211.0,227.0,129.0,271.0,161.0,128.0,196.0,97.0,89.0,963.0,415.0,318.0,96.0,790.0
