,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,9425.0,1509.0,1232.0,63.0,42.0,101.0,96.0,43.0,128.0,159.0,190.0,218.0,841.0,635.0,354.0,6195.0,2419.0,1604.0,584.0,2564.0
folA_1_56_B_MM11,1768.0,8558.0,1465.0,84.0,54.0,64.0,63.0,38.0,352.0,281.0,152.0,176.0,903.0,907.0,404.0,6363.0,3122.0,1445.0,508.0,2823.0
folA_1_56_B_MM14,1344.0,1636.0,8222.0,60.0,52.0,59.0,89.0,52.0,531.0,258.0,180.0,231.0,849.0,633.0,367.0,5183.0,2775.0,1379.0,510.0,2503.0
folA_1_56_B_MM2,48.0,44.0,33.0,492.0,24.0,24.0,18.0,12.0,22.0,37.0,11.0,12.0,44.0,111.0,68.0,645.0,272.0,113.0,39.0,442.0
folA_1_56_B_MM3,44.0,33.0,27.0,10.0,336.0,10.0,10.0,9.0,17.0,20.0,10.0,11.0,32.0,110.0,46.0,645.0,211.0,75.0,22.0,344.0
folA_1_56_B_MM6,90.0,123.0,58.0,25.0,15.0,593.0,39.0,18.0,23.0,30.0,14.0,9.0,64.0,268.0,87.0,1491.0,502.0,137.0,34.0,605.0
folA_1_56_B_MM9,145.0,64.0,64.0,34.0,21.0,26.0,908.0,8.0,25.0,40.0,13.0,14.0,74.0,307.0,141.0,1814.0,614.0,211.0,76.0,1374.0
folA_1_56_C,39.0,25.0,13.0,16.0,13.0,12.0,21.0,332.0,11.0,15.0,3.0,6.0,19.0,92.0,19.0,416.0,192.0,76.0,11.0,207.0
folA_3_242_B_MM3,402.0,988.0,1183.0,72.0,39.0,52.0,85.0,41.0,4194.0,225.0,192.0,159.0,900.0,761.0,381.0,6279.0,2846.0,1649.0,404.0,2372.0
folA_3_242_C,237.0,228.0,303.0,43.0,16.0,44.0,66.0,27.0,191.0,2124.0,44.0,89.0,262.0,391.0,177.0,4550.0,2716.0,1021.0,399.0,2179.0
negC_rand_42,273.0,198.0,189.0,23.0,6.0,14.0,18.0,11.0,100.0,56.0,1312.0,52.0,159.0,103.0,95.0,820.0,540.0,377.0,107.0,637.0
thyA_1_60_B_MM12,513.0,420.0,230.0,23.0,15.0,20.0,29.0,17.0,100.0,99.0,38.0,1248.0,229.0,141.0,76.0,1471.0,572.0,362.0,86.0,945.0
thyA_1_60_B_MM13,1207.0,1038.0,1154.0,55.0,54.0,73.0,120.0,39.0,350.0,257.0,146.0,238.0,6252.0,600.0,323.0,5878.0,3407.0,1464.0,391.0,1957.0
thyA_1_60_B_MM2,821.0,824.0,709.0,262.0,204.0,310.0,307.0,212.0,294.0,643.0,77.0,87.0,447.0,3548.0,250.0,2642.0,1488.0,917.0,393.0,1205.0
thyA_1_60_C,415.0,520.0,425.0,149.0,165.0,141.0,212.0,90.0,95.0,340.0,49.0,73.0,225.0,206.0,1743.0,1456.0,889.0,573.0,166.0,786.0
thyA_3_233_B_MM4,4232.0,3659.0,4042.0,617.0,677.0,854.0,1424.0,614.0,1012.0,2582.0,398.0,587.0,2608.0,1711.0,904.0,32379.0,6875.0,4362.0,1437.0,5169.0
thyA_3_233_B_MM5,3035.0,2625.0,2360.0,331.0,208.0,331.0,609.0,201.0,717.0,1782.0,306.0,310.0,1657.0,1056.0,431.0,7126.0,17565.0,2594.0,952.0,3679.0
thyA_3_233_B_MM6,1475.0,1185.0,1051.0,121.0,111.0,128.0,163.0,127.0,297.0,779.0,174.0,185.0,892.0,598.0,367.0,4913.0,3197.0,10725.0,772.0,2247.0
thyA_3_233_B_MM7,666.0,440.0,449.0,42.0,29.0,47.0,65.0,35.0,194.0,263.0,70.0,119.0,346.0,233.0,141.0,2589.0,1070.0,577.0,3714.0,1014.0
thyA_3_233_C,3451.0,2306.0,2563.0,587.0,500.0,656.0,1222.0,435.0,1030.0,1850.0,302.0,382.0,1748.0,1209.0,604.0,11861.0,5670.0,3678.0,993.0,23234.0
