,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,586.0,216.0,93.0,7.0,5.0,6.0,9.0,6.0,6.0,13.0,31.0,27.0,168.0,98.0,46.0,507.0,366.0,178.0,63.0,137.0
folA_1_56_B_MM11,283.0,564.0,143.0,9.0,9.0,3.0,12.0,5.0,30.0,9.0,36.0,33.0,147.0,100.0,51.0,474.0,301.0,164.0,60.0,153.0
folA_1_56_B_MM14,147.0,171.0,469.0,7.0,2.0,2.0,4.0,10.0,45.0,8.0,24.0,18.0,123.0,94.0,40.0,373.0,297.0,153.0,36.0,135.0
folA_1_56_B_MM2,7.0,5.0,1.0,18.0,1.0,2.0,8.0,1.0,1.0,1.0,4.0,3.0,4.0,14.0,10.0,55.0,21.0,10.0,2.0,18.0
folA_1_56_B_MM3,6.0,1.0,2.0,1.0,10.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,7.0,7.0,29.0,11.0,3.0,2.0,18.0
folA_1_56_B_MM6,6.0,7.0,5.0,8.0,1.0,17.0,7.0,0.0,2.0,5.0,0.0,2.0,3.0,39.0,16.0,78.0,30.0,7.0,0.0,34.0
folA_1_56_B_MM9,16.0,2.0,1.0,2.0,5.0,4.0,45.0,0.0,3.0,3.0,2.0,3.0,3.0,64.0,14.0,158.0,52.0,12.0,9.0,98.0
folA_1_56_C,2.0,3.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,10.0,1.0,18.0,13.0,2.0,1.0,16.0
folA_3_242_B_MM3,19.0,113.0,88.0,6.0,0.0,1.0,1.0,1.0,220.0,18.0,20.0,15.0,115.0,65.0,26.0,416.0,220.0,127.0,43.0,188.0
folA_3_242_C,7.0,25.0,30.0,5.0,2.0,2.0,3.0,4.0,24.0,90.0,3.0,13.0,32.0,65.0,27.0,400.0,309.0,78.0,27.0,125.0
negC_rand_42,41.0,51.0,40.0,2.0,1.0,1.0,1.0,2.0,14.0,4.0,159.0,9.0,34.0,17.0,18.0,103.0,67.0,49.0,16.0,59.0
thyA_1_60_B_MM12,36.0,51.0,10.0,0.0,1.0,2.0,1.0,1.0,5.0,6.0,3.0,42.0,23.0,20.0,11.0,63.0,31.0,34.0,5.0,24.0
thyA_1_60_B_MM13,173.0,123.0,104.0,3.0,1.0,5.0,3.0,5.0,51.0,17.0,31.0,32.0,354.0,54.0,36.0,349.0,239.0,116.0,54.0,126.0
thyA_1_60_B_MM2,110.0,98.0,51.0,36.0,22.0,43.0,36.0,14.0,42.0,74.0,7.0,13.0,58.0,163.0,38.0,188.0,142.0,70.0,35.0,67.0
thyA_1_60_C,52.0,58.0,37.0,21.0,7.0,30.0,30.0,10.0,9.0,65.0,10.0,7.0,24.0,35.0,105.0,92.0,69.0,37.0,11.0,36.0
thyA_3_233_B_MM4,318.0,276.0,221.0,43.0,43.0,58.0,109.0,38.0,81.0,218.0,43.0,35.0,210.0,112.0,75.0,1359.0,580.0,260.0,102.0,233.0
thyA_3_233_B_MM5,261.0,230.0,162.0,17.0,12.0,29.0,22.0,13.0,52.0,194.0,46.0,19.0,169.0,80.0,40.0,444.0,954.0,188.0,82.0,175.0
thyA_3_233_B_MM6,144.0,101.0,46.0,11.0,5.0,7.0,12.0,1.0,31.0,58.0,16.0,20.0,81.0,51.0,37.0,336.0,282.0,586.0,71.0,133.0
thyA_3_233_B_MM7,73.0,63.0,52.0,1.0,0.0,4.0,2.0,3.0,11.0,18.0,13.0,18.0,44.0,26.0,8.0,112.0,112.0,61.0,173.0,44.0
thyA_3_233_C,211.0,202.0,168.0,59.0,30.0,35.0,75.0,27.0,98.0,168.0,63.0,27.0,213.0,77.0,63.0,691.0,449.0,235.0,106.0,850.0
