,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,10136.0,2938.0,2021.0,3452.0,2667.0,3344.0,2813.0,2857.0,1070.0,2628.0,1083.0,902.0,2474.0,1359.0,996.0,8956.0,4293.0,2547.0,796.0,3475.0
folA_1_56_B_MM11,3638.0,7006.0,2206.0,2786.0,1838.0,2798.0,1553.0,2044.0,1162.0,2949.0,676.0,1992.0,1751.0,1360.0,516.0,6959.0,3905.0,1392.0,496.0,3427.0
folA_1_56_B_MM14,2417.0,2765.0,4524.0,2871.0,1494.0,1961.0,1545.0,2175.0,1603.0,2228.0,729.0,802.0,1531.0,986.0,513.0,5822.0,3172.0,1755.0,625.0,2923.0
folA_1_56_B_MM2,3299.0,1937.0,1257.0,4902.0,1578.0,1764.0,2434.0,1281.0,680.0,1803.0,381.0,911.0,1766.0,622.0,301.0,4278.0,2401.0,1503.0,655.0,2583.0
folA_1_56_B_MM3,1958.0,1438.0,750.0,1502.0,2871.0,1531.0,1399.0,1040.0,661.0,1161.0,611.0,531.0,1576.0,411.0,349.0,4074.0,1803.0,843.0,342.0,1989.0
folA_1_56_B_MM6,3543.0,2156.0,1502.0,2546.0,1650.0,4856.0,3493.0,2189.0,674.0,1763.0,464.0,619.0,2324.0,1351.0,409.0,6915.0,3739.0,1562.0,526.0,2555.0
folA_1_56_B_MM9,3922.0,1370.0,1153.0,2747.0,1693.0,2757.0,5116.0,1540.0,1004.0,1894.0,492.0,726.0,1447.0,1181.0,670.0,4986.0,2435.0,1522.0,602.0,4057.0
folA_1_56_C,1852.0,1224.0,575.0,1487.0,927.0,910.0,987.0,2279.0,742.0,1156.0,454.0,399.0,835.0,499.0,26.0,2476.0,1474.0,1219.0,275.0,1024.0
folA_3_242_B_MM3,2266.0,2295.0,1561.0,2773.0,1485.0,2247.0,1529.0,1999.0,3250.0,2229.0,1159.0,536.0,2262.0,1295.0,479.0,7302.0,3495.0,2029.0,436.0,2348.0
folA_3_242_C,1979.0,1542.0,1381.0,2507.0,1543.0,1508.0,1534.0,2073.0,1052.0,3762.0,690.0,1063.0,1432.0,397.0,363.0,4499.0,3038.0,1391.0,604.0,2630.0
negC_rand_42,881.0,524.0,451.0,1036.0,308.0,607.0,391.0,524.0,422.0,636.0,3539.0,313.0,427.0,270.0,308.0,1391.0,822.0,614.0,194.0,1130.0
thyA_1_60_B_MM12,1939.0,1339.0,628.0,886.0,732.0,938.0,994.0,977.0,429.0,1088.0,130.0,2090.0,716.0,457.0,124.0,2211.0,1420.0,845.0,123.0,1394.0
thyA_1_60_B_MM13,2870.0,1555.0,1602.0,1669.0,1824.0,1940.0,1637.0,1722.0,898.0,1983.0,703.0,979.0,5534.0,883.0,565.0,5051.0,4480.0,1582.0,501.0,1886.0
thyA_1_60_B_MM2,1582.0,1085.0,949.0,1556.0,1028.0,1167.0,907.0,1353.0,768.0,1175.0,306.0,240.0,841.0,1871.0,415.0,2387.0,1572.0,1051.0,470.0,1337.0
thyA_1_60_C,810.0,699.0,524.0,820.0,855.0,742.0,527.0,436.0,206.0,766.0,235.0,300.0,290.0,328.0,946.0,1604.0,937.0,686.0,170.0,901.0
thyA_3_233_B_MM4,5759.0,4352.0,4370.0,4515.0,3491.0,4781.0,4394.0,3458.0,1882.0,3945.0,1082.0,1784.0,3009.0,2108.0,1424.0,14893.0,6687.0,4603.0,1278.0,5991.0
thyA_3_233_B_MM5,4348.0,3465.0,2598.0,3565.0,2298.0,3267.0,3069.0,1870.0,1648.0,3723.0,831.0,1807.0,2434.0,1475.0,517.0,6281.0,9247.0,2609.0,1594.0,4156.0
thyA_3_233_B_MM6,2257.0,1549.0,1111.0,1685.0,1485.0,1545.0,1554.0,2066.0,468.0,1632.0,457.0,786.0,1414.0,878.0,461.0,4283.0,3564.0,5433.0,844.0,2527.0
thyA_3_233_B_MM7,1098.0,502.0,506.0,570.0,488.0,908.0,810.0,771.0,444.0,636.0,210.0,530.0,666.0,318.0,197.0,2539.0,1320.0,538.0,1479.0,1241.0
thyA_3_233_C,4908.0,2430.0,2471.0,4722.0,3063.0,3223.0,3353.0,2869.0,2054.0,3016.0,1282.0,1463.0,2224.0,1547.0,1097.0,11835.0,6083.0,3057.0,847.0,11307.0
