,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,2052.0,911.0,591.0,36.0,28.0,48.0,43.0,34.0,26.0,48.0,136.0,203.0,707.0,20.0,17.0,220.0,329.0,735.0,263.0,55.0
folA_1_56_B_MM11,1108.0,2373.0,696.0,31.0,20.0,44.0,35.0,25.0,178.0,65.0,159.0,169.0,816.0,41.0,15.0,260.0,424.0,614.0,246.0,71.0
folA_1_56_B_MM14,709.0,835.0,2269.0,44.0,17.0,34.0,46.0,24.0,195.0,45.0,207.0,187.0,646.0,19.0,7.0,273.0,593.0,697.0,306.0,63.0
folA_1_56_B_MM2,24.0,32.0,20.0,141.0,23.0,30.0,41.0,10.0,9.0,18.0,8.0,10.0,25.0,6.0,0.0,40.0,20.0,23.0,7.0,15.0
folA_1_56_B_MM3,27.0,16.0,9.0,25.0,57.0,15.0,25.0,20.0,2.0,7.0,4.0,7.0,24.0,7.0,6.0,40.0,17.0,8.0,5.0,24.0
folA_1_56_B_MM6,48.0,38.0,29.0,46.0,21.0,102.0,27.0,21.0,3.0,17.0,4.0,11.0,31.0,18.0,0.0,66.0,26.0,34.0,7.0,27.0
folA_1_56_B_MM9,68.0,43.0,17.0,32.0,17.0,48.0,100.0,15.0,6.0,18.0,3.0,12.0,20.0,11.0,6.0,69.0,31.0,22.0,14.0,40.0
folA_1_56_C,16.0,16.0,5.0,14.0,2.0,7.0,10.0,59.0,4.0,13.0,0.0,3.0,4.0,4.0,0.0,22.0,14.0,20.0,4.0,7.0
folA_3_242_B_MM3,91.0,422.0,507.0,24.0,5.0,35.0,8.0,16.0,744.0,83.0,161.0,157.0,436.0,7.0,8.0,186.0,229.0,574.0,218.0,72.0
folA_3_242_C,28.0,68.0,48.0,48.0,12.0,30.0,28.0,18.0,111.0,182.0,15.0,38.0,79.0,14.0,5.0,146.0,123.0,148.0,65.0,38.0
negC_rand_42,195.0,189.0,175.0,13.0,2.0,5.0,12.0,2.0,62.0,22.0,608.0,54.0,151.0,7.0,1.0,42.0,47.0,209.0,68.0,10.0
thyA_1_60_B_MM12,224.0,210.0,145.0,15.0,12.0,10.0,13.0,10.0,81.0,30.0,55.0,293.0,188.0,6.0,6.0,72.0,93.0,154.0,33.0,22.0
thyA_1_60_B_MM13,691.0,669.0,603.0,35.0,24.0,24.0,28.0,22.0,217.0,63.0,172.0,174.0,1542.0,14.0,8.0,184.0,188.0,440.0,197.0,39.0
thyA_1_60_B_MM2,23.0,23.0,14.0,18.0,8.0,5.0,10.0,9.0,11.0,14.0,3.0,7.0,16.0,55.0,6.0,42.0,29.0,15.0,3.0,14.0
thyA_1_60_C,17.0,17.0,12.0,19.0,0.0,10.0,8.0,4.0,3.0,5.0,4.0,2.0,4.0,9.0,40.0,20.0,15.0,10.0,3.0,11.0
thyA_3_233_B_MM4,159.0,141.0,98.0,44.0,29.0,61.0,54.0,51.0,40.0,71.0,15.0,55.0,111.0,33.0,15.0,788.0,365.0,369.0,118.0,135.0
thyA_3_233_B_MM5,385.0,361.0,248.0,38.0,26.0,35.0,45.0,30.0,76.0,115.0,48.0,81.0,168.0,29.0,17.0,293.0,981.0,653.0,278.0,82.0
thyA_3_233_B_MM6,680.0,523.0,323.0,41.0,15.0,29.0,12.0,29.0,184.0,116.0,129.0,124.0,348.0,14.0,9.0,218.0,487.0,2272.0,260.0,58.0
thyA_3_233_B_MM7,314.0,337.0,170.0,9.0,3.0,10.0,10.0,25.0,140.0,45.0,57.0,57.0,173.0,9.0,4.0,65.0,182.0,206.0,605.0,27.0
thyA_3_233_C,97.0,74.0,73.0,29.0,24.0,21.0,31.0,17.0,48.0,46.0,24.0,28.0,68.0,15.0,11.0,286.0,276.0,442.0,106.0,361.0
