,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,7793.0,2091.0,1610.0,156.0,103.0,167.0,151.0,79.0,172.0,249.0,569.0,375.0,1852.0,1083.0,775.0,6611.0,2690.0,1880.0,625.0,2960.0
folA_1_56_B_MM11,2474.0,7372.0,1861.0,106.0,85.0,146.0,120.0,87.0,789.0,397.0,476.0,547.0,1855.0,1452.0,631.0,7151.0,3446.0,1703.0,703.0,3524.0
folA_1_56_B_MM14,1676.0,2246.0,5506.0,140.0,94.0,126.0,154.0,87.0,1264.0,273.0,759.0,362.0,1660.0,1069.0,712.0,6176.0,3118.0,1739.0,652.0,2805.0
folA_1_56_B_MM2,93.0,112.0,50.0,570.0,53.0,45.0,44.0,40.0,32.0,46.0,16.0,40.0,95.0,331.0,116.0,1119.0,456.0,276.0,79.0,684.0
folA_1_56_B_MM3,74.0,54.0,41.0,53.0,404.0,47.0,49.0,28.0,25.0,44.0,18.0,36.0,60.0,232.0,155.0,1262.0,364.0,195.0,28.0,644.0
folA_1_56_B_MM6,124.0,218.0,97.0,93.0,73.0,732.0,110.0,57.0,38.0,56.0,67.0,34.0,102.0,793.0,210.0,2308.0,848.0,228.0,74.0,1029.0
folA_1_56_B_MM9,240.0,87.0,74.0,92.0,49.0,97.0,832.0,55.0,56.0,74.0,30.0,43.0,91.0,587.0,382.0,2485.0,870.0,336.0,114.0,2073.0
folA_1_56_C,58.0,54.0,34.0,73.0,33.0,37.0,44.0,302.0,14.0,28.0,16.0,17.0,35.0,176.0,16.0,686.0,354.0,153.0,23.0,360.0
folA_3_242_B_MM3,357.0,1459.0,1621.0,132.0,67.0,109.0,112.0,95.0,3904.0,346.0,761.0,249.0,1998.0,1324.0,628.0,7785.0,3454.0,1999.0,404.0,3184.0
folA_3_242_C,206.0,238.0,248.0,120.0,40.0,78.0,84.0,75.0,684.0,1839.0,80.0,170.0,378.0,535.0,581.0,5193.0,3229.0,1138.0,425.0,3079.0
negC_rand_42,617.0,443.0,442.0,49.0,35.0,43.0,19.0,12.0,319.0,137.0,2932.0,110.0,397.0,206.0,289.0,1257.0,782.0,712.0,171.0,1074.0
thyA_1_60_B_MM12,691.0,708.0,360.0,41.0,26.0,42.0,50.0,57.0,198.0,142.0,107.0,1228.0,431.0,253.0,84.0,1076.0,637.0,383.0,77.0,721.0
thyA_1_60_B_MM13,1998.0,1681.0,1674.0,81.0,80.0,108.0,142.0,79.0,839.0,380.0,588.0,456.0,6752.0,1058.0,606.0,6720.0,4684.0,2075.0,508.0,2150.0
thyA_1_60_B_MM2,1302.0,1076.0,938.0,642.0,465.0,715.0,578.0,569.0,621.0,1299.0,237.0,156.0,966.0,3031.0,554.0,2818.0,1685.0,1119.0,539.0,1160.0
thyA_1_60_C,678.0,755.0,580.0,349.0,412.0,362.0,298.0,170.0,170.0,778.0,170.0,169.0,501.0,447.0,1399.0,1581.0,989.0,559.0,159.0,893.0
thyA_3_233_B_MM4,4430.0,4176.0,4703.0,1243.0,1226.0,1495.0,2064.0,1246.0,1829.0,4613.0,975.0,812.0,4016.0,2438.0,1418.0,20057.0,6641.0,4104.0,1215.0,6006.0
thyA_3_233_B_MM5,3398.0,3153.0,2553.0,711.0,487.0,573.0,966.0,424.0,1344.0,3330.0,710.0,543.0,2523.0,1460.0,497.0,6556.0,11458.0,2582.0,871.0,3635.0
thyA_3_233_B_MM6,1547.0,1749.0,1049.0,180.0,164.0,275.0,257.0,294.0,504.0,1335.0,464.0,365.0,1478.0,870.0,614.0,4421.0,3184.0,6742.0,823.0,2487.0
thyA_3_233_B_MM7,787.0,488.0,476.0,81.0,42.0,99.0,91.0,58.0,391.0,383.0,166.0,196.0,797.0,319.0,180.0,2626.0,1225.0,573.0,2014.0,1047.0
thyA_3_233_C,3836.0,2573.0,2676.0,1453.0,1042.0,1203.0,1935.0,843.0,1993.0,3558.0,1026.0,605.0,2709.0,1504.0,993.0,11305.0,5369.0,3364.0,1005.0,15112.0
