,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,37288.0,16551.0,9220.0,1547.0,757.0,1099.0,1267.0,579.0,828.0,877.0,3310.0,3967.0,13616.0,1859.0,667.0,15348.0,7885.0,16281.0,4103.0,3345.0
folA_1_56_B_MM11,17185.0,42654.0,13558.0,916.0,732.0,1038.0,648.0,475.0,3397.0,1794.0,5374.0,5294.0,10444.0,1149.0,383.0,11583.0,11545.0,8761.0,8487.0,2877.0
folA_1_56_B_MM14,11366.0,18008.0,30991.0,1216.0,810.0,634.0,984.0,804.0,6817.0,1859.0,4277.0,4498.0,11177.0,588.0,283.0,12710.0,14897.0,15113.0,5957.0,2409.0
folA_1_56_B_MM2,1209.0,670.0,388.0,2506.0,560.0,447.0,1003.0,564.0,399.0,367.0,251.0,214.0,648.0,266.0,100.0,2498.0,773.0,678.0,480.0,1109.0
folA_1_56_B_MM3,541.0,495.0,245.0,504.0,1025.0,465.0,489.0,406.0,241.0,313.0,247.0,54.0,458.0,167.0,173.0,2106.0,483.0,555.0,79.0,361.0
folA_1_56_B_MM6,932.0,896.0,978.0,945.0,664.0,1748.0,934.0,487.0,244.0,566.0,243.0,152.0,813.0,608.0,84.0,2655.0,1204.0,600.0,173.0,1422.0
folA_1_56_B_MM9,1595.0,823.0,561.0,958.0,607.0,1132.0,2316.0,474.0,236.0,530.0,181.0,228.0,606.0,369.0,281.0,3060.0,990.0,995.0,511.0,2099.0
folA_1_56_C,296.0,393.0,201.0,953.0,545.0,458.0,485.0,1095.0,83.0,463.0,57.0,258.0,418.0,370.0,8.0,1074.0,539.0,514.0,145.0,306.0
folA_3_242_B_MM3,1731.0,6430.0,7980.0,1003.0,485.0,787.0,326.0,599.0,9558.0,1476.0,3728.0,2113.0,9075.0,651.0,245.0,10433.0,5391.0,12665.0,2440.0,3107.0
folA_3_242_C,818.0,1567.0,942.0,1087.0,384.0,425.0,586.0,573.0,4139.0,3136.0,340.0,934.0,1815.0,388.0,161.0,4826.0,4297.0,2069.0,1250.0,1883.0
negC_rand_42,3857.0,3600.0,2346.0,307.0,79.0,161.0,97.0,286.0,989.0,536.0,15719.0,1445.0,2243.0,105.0,215.0,1100.0,1264.0,5770.0,820.0,789.0
thyA_1_60_B_MM12,8141.0,10985.0,4011.0,314.0,220.0,385.0,631.0,654.0,1292.0,592.0,939.0,10581.0,4923.0,343.0,76.0,3538.0,3767.0,5389.0,497.0,1456.0
thyA_1_60_B_MM13,17192.0,14396.0,12978.0,481.0,465.0,590.0,834.0,500.0,5855.0,1063.0,5031.0,10971.0,44920.0,548.0,297.0,7315.0,8325.0,11824.0,4306.0,1745.0
thyA_1_60_B_MM2,823.0,1175.0,421.0,734.0,351.0,374.0,372.0,981.0,362.0,485.0,122.0,236.0,506.0,1434.0,318.0,2066.0,718.0,843.0,334.0,712.0
thyA_1_60_C,613.0,510.0,345.0,194.0,362.0,283.0,93.0,273.0,147.0,417.0,260.0,142.0,157.0,249.0,566.0,955.0,469.0,344.0,235.0,577.0
thyA_3_233_B_MM4,7214.0,5632.0,5209.0,1607.0,1518.0,1560.0,2771.0,1668.0,2859.0,3223.0,1130.0,3017.0,4169.0,1369.0,889.0,25443.0,13004.0,19729.0,7595.0,6256.0
thyA_3_233_B_MM5,13081.0,11244.0,9433.0,1339.0,549.0,841.0,1133.0,458.0,2803.0,4415.0,1532.0,3021.0,4894.0,1335.0,82.0,9007.0,25227.0,14974.0,9413.0,2607.0
thyA_3_233_B_MM6,12639.0,16391.0,8341.0,662.0,275.0,555.0,664.0,800.0,2995.0,3541.0,3054.0,4585.0,8648.0,652.0,387.0,6958.0,12913.0,35982.0,9892.0,4741.0
thyA_3_233_B_MM7,5964.0,3628.0,3115.0,198.0,166.0,350.0,299.0,144.0,3520.0,1055.0,1078.0,2401.0,6747.0,106.0,82.0,4579.0,3122.0,4184.0,8878.0,1598.0
thyA_3_233_C,4249.0,2191.0,2305.0,1547.0,821.0,914.0,1211.0,448.0,1212.0,2201.0,1919.0,2059.0,1694.0,666.0,524.0,20107.0,7571.0,11602.0,5627.0,11857.0
