,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,9868.0,2841.0,1924.0,1322.0,728.0,985.0,778.0,1294.0,869.0,1008.0,998.0,1145.0,3096.0,2120.0,960.0,13354.0,5459.0,2975.0,924.0,8645.0
folA_1_56_B_MM11,3568.0,11254.0,4441.0,871.0,698.0,872.0,743.0,839.0,2328.0,1520.0,1351.0,1436.0,4145.0,2682.0,1599.0,17540.0,11526.0,4962.0,1301.0,10887.0
folA_1_56_B_MM14,2280.0,4806.0,10174.0,978.0,568.0,747.0,747.0,1072.0,1993.0,1467.0,1215.0,1416.0,3623.0,2853.0,1271.0,17169.0,10157.0,3536.0,1510.0,10383.0
folA_1_56_B_MM2,1129.0,599.0,331.0,3193.0,533.0,769.0,770.0,593.0,293.0,577.0,189.0,315.0,719.0,1626.0,531.0,9067.0,3442.0,1299.0,418.0,7119.0
folA_1_56_B_MM3,540.0,332.0,203.0,834.0,1886.0,413.0,541.0,554.0,177.0,341.0,79.0,197.0,632.0,1001.0,406.0,7507.0,2929.0,1223.0,332.0,3602.0
folA_1_56_B_MM6,1257.0,713.0,442.0,1079.0,655.0,2821.0,782.0,1008.0,302.0,804.0,141.0,393.0,902.0,1358.0,551.0,10820.0,5316.0,2090.0,411.0,7317.0
folA_1_56_B_MM9,1368.0,505.0,281.0,1527.0,710.0,944.0,2996.0,1091.0,215.0,663.0,209.0,339.0,640.0,1336.0,838.0,10400.0,4016.0,2104.0,636.0,7092.0
folA_1_56_C,654.0,388.0,182.0,697.0,279.0,563.0,320.0,2462.0,107.0,417.0,79.0,168.0,320.0,705.0,798.0,6203.0,3744.0,1239.0,334.0,3946.0
folA_3_242_B_MM3,1411.0,3487.0,4618.0,922.0,663.0,819.0,729.0,974.0,10083.0,2718.0,1532.0,2217.0,4168.0,3008.0,1585.0,23130.0,13742.0,6681.0,1971.0,15230.0
folA_3_242_C,995.0,914.0,890.0,984.0,473.0,707.0,527.0,692.0,1404.0,5409.0,450.0,659.0,1650.0,2308.0,1095.0,18852.0,11278.0,3591.0,902.0,8666.0
negC_rand_42,861.0,748.0,822.0,299.0,112.0,238.0,256.0,237.0,817.0,418.0,5457.0,486.0,1083.0,580.0,482.0,2845.0,1897.0,1263.0,318.0,2489.0
thyA_1_60_B_MM12,1660.0,2021.0,1522.0,358.0,230.0,280.0,244.0,335.0,779.0,724.0,567.0,3403.0,2035.0,1425.0,664.0,9034.0,5055.0,3119.0,538.0,3503.0
thyA_1_60_B_MM13,3103.0,3783.0,2971.0,825.0,683.0,727.0,822.0,894.0,2156.0,1796.0,1319.0,3467.0,11969.0,2326.0,1559.0,17103.0,8374.0,5034.0,1689.0,9484.0
thyA_1_60_B_MM2,1583.0,2370.0,1368.0,2004.0,1460.0,1673.0,1160.0,2081.0,1201.0,3064.0,549.0,589.0,2224.0,5047.0,1389.0,7540.0,4576.0,2300.0,611.0,3532.0
thyA_1_60_C,858.0,1162.0,1294.0,1391.0,1018.0,998.0,674.0,1192.0,687.0,1608.0,365.0,754.0,1262.0,1574.0,2537.0,4688.0,3622.0,1660.0,306.0,1792.0
thyA_3_233_B_MM4,9703.0,10291.0,10004.0,8541.0,6092.0,9700.0,6530.0,10693.0,5650.0,14921.0,3301.0,5053.0,12118.0,5102.0,2713.0,58918.0,26936.0,11445.0,4163.0,21821.0
thyA_3_233_B_MM5,6480.0,7246.0,6937.0,5894.0,2985.0,4571.0,3988.0,5668.0,2947.0,9593.0,2508.0,3495.0,8974.0,4906.0,3415.0,26428.0,29799.0,8581.0,3242.0,16427.0
thyA_3_233_B_MM6,3525.0,2828.0,2101.0,1870.0,1247.0,1831.0,1530.0,3086.0,1383.0,4147.0,1205.0,2173.0,4550.0,2699.0,1465.0,16285.0,14248.0,15214.0,1495.0,12953.0
thyA_3_233_B_MM7,1795.0,2005.0,1341.0,927.0,500.0,565.0,579.0,1187.0,1415.0,1342.0,495.0,998.0,1370.0,838.0,759.0,4167.0,4528.0,2514.0,4191.0,4202.0
thyA_3_233_C,5696.0,7352.0,8838.0,7187.0,5856.0,6493.0,4894.0,8619.0,5229.0,13032.0,3041.0,4325.0,8402.0,3039.0,2353.0,37180.0,19330.0,12955.0,5944.0,37974.0
