,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,20113.0,4262.0,3337.0,931.0,600.0,964.0,915.0,738.0,785.0,1154.0,1111.0,1332.0,4180.0,2689.0,1535.0,14841.0,6671.0,4409.0,1572.0,7569.0
folA_1_56_B_MM11,5449.0,17978.0,3963.0,898.0,512.0,821.0,732.0,621.0,1713.0,1554.0,898.0,1282.0,4387.0,3245.0,1437.0,15285.0,8166.0,3283.0,1234.0,7694.0
folA_1_56_B_MM14,3744.0,4648.0,15846.0,931.0,582.0,754.0,662.0,561.0,2639.0,1360.0,1106.0,1241.0,3775.0,2496.0,1465.0,12773.0,7502.0,3926.0,1413.0,6986.0
folA_1_56_B_MM2,841.0,671.0,421.0,4299.0,384.0,471.0,556.0,312.0,254.0,564.0,144.0,274.0,754.0,1280.0,542.0,5597.0,2938.0,1450.0,455.0,4332.0
folA_1_56_B_MM3,500.0,375.0,228.0,401.0,2588.0,284.0,328.0,233.0,202.0,320.0,126.0,212.0,540.0,826.0,527.0,5083.0,2077.0,865.0,229.0,2928.0
folA_1_56_B_MM6,1107.0,849.0,583.0,710.0,410.0,4693.0,807.0,676.0,264.0,598.0,168.0,352.0,1083.0,2307.0,604.0,9258.0,4407.0,1466.0,500.0,4492.0
folA_1_56_B_MM9,1377.0,531.0,399.0,729.0,361.0,792.0,4881.0,398.0,393.0,645.0,217.0,331.0,651.0,1601.0,959.0,8132.0,3392.0,1708.0,552.0,6659.0
folA_1_56_C,463.0,374.0,190.0,411.0,194.0,352.0,261.0,2528.0,152.0,320.0,119.0,160.0,431.0,857.0,116.0,3562.0,2028.0,1096.0,194.0,2008.0
folA_3_242_B_MM3,1428.0,3313.0,3530.0,935.0,460.0,717.0,582.0,661.0,10928.0,1623.0,1552.0,1015.0,4518.0,3085.0,1552.0,16334.0,8097.0,4331.0,970.0,6966.0
folA_3_242_C,946.0,924.0,1197.0,738.0,419.0,584.0,550.0,518.0,1687.0,7073.0,358.0,733.0,1440.0,1520.0,949.0,11201.0,7837.0,3025.0,1268.0,6795.0
negC_rand_42,1205.0,806.0,790.0,319.0,107.0,195.0,179.0,171.0,655.0,457.0,6410.0,329.0,1066.0,513.0,541.0,2623.0,1856.0,1311.0,360.0,2398.0
thyA_1_60_B_MM12,1998.0,1863.0,1072.0,320.0,252.0,348.0,367.0,291.0,600.0,649.0,324.0,4976.0,1305.0,820.0,351.0,4294.0,2408.0,1441.0,323.0,2717.0
thyA_1_60_B_MM13,4669.0,3558.0,3920.0,733.0,568.0,747.0,874.0,568.0,1995.0,1605.0,1141.0,1744.0,18070.0,2577.0,1350.0,14809.0,11036.0,4513.0,1340.0,5660.0
thyA_1_60_B_MM2,2692.0,2588.0,2068.0,2139.0,1463.0,1847.0,1511.0,1855.0,1512.0,2837.0,483.0,494.0,2413.0,9592.0,1310.0,6671.0,4305.0,2525.0,1130.0,3678.0
thyA_1_60_C,1423.0,1618.0,1317.0,1223.0,1280.0,1031.0,746.0,732.0,596.0,1689.0,393.0,443.0,1124.0,1043.0,4369.0,4013.0,2569.0,1455.0,546.0,2346.0
thyA_3_233_B_MM4,9452.0,8233.0,9364.0,5346.0,4188.0,6137.0,6379.0,4940.0,4023.0,8975.0,1920.0,2777.0,8888.0,5451.0,3306.0,54370.0,16716.0,10007.0,3173.0,15253.0
thyA_3_233_B_MM5,7460.0,6677.0,5661.0,3571.0,2194.0,3462.0,3877.0,2518.0,3127.0,7317.0,1413.0,2086.0,5935.0,4005.0,1569.0,16286.0,34439.0,6577.0,2518.0,9980.0
thyA_3_233_B_MM6,3711.0,3073.0,2598.0,1559.0,935.0,1489.0,1535.0,1652.0,1130.0,3578.0,891.0,1179.0,3280.0,2075.0,1249.0,10787.0,8351.0,19555.0,2049.0,6370.0
thyA_3_233_B_MM7,1924.0,1120.0,1098.0,601.0,353.0,715.0,591.0,419.0,883.0,1031.0,464.0,698.0,1501.0,742.0,556.0,6043.0,3142.0,1452.0,6458.0,2991.0
thyA_3_233_C,8426.0,5457.0,5833.0,5819.0,4009.0,4709.0,4973.0,3873.0,4183.0,7312.0,1775.0,2086.0,6410.0,3944.0,2293.0,26140.0,13605.0,8075.0,2723.0,43195.0
