,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,3878.0,445.0,368.0,45.0,51.0,47.0,38.0,35.0,35.0,78.0,65.0,138.0,314.0,262.0,115.0,1512.0,631.0,513.0,179.0,735.0
folA_1_56_B_MM11,728.0,4275.0,511.0,72.0,44.0,50.0,40.0,44.0,217.0,111.0,67.0,101.0,417.0,324.0,148.0,1972.0,753.0,475.0,175.0,795.0
folA_1_56_B_MM14,485.0,621.0,3094.0,63.0,31.0,42.0,42.0,27.0,172.0,96.0,78.0,107.0,322.0,187.0,122.0,1471.0,782.0,419.0,157.0,777.0
folA_1_56_B_MM2,26.0,29.0,13.0,355.0,15.0,9.0,20.0,13.0,19.0,22.0,2.0,5.0,24.0,73.0,38.0,241.0,93.0,48.0,10.0,177.0
folA_1_56_B_MM3,25.0,23.0,23.0,16.0,246.0,7.0,6.0,4.0,5.0,12.0,2.0,9.0,24.0,32.0,29.0,245.0,67.0,34.0,6.0,126.0
folA_1_56_B_MM6,52.0,50.0,20.0,29.0,17.0,512.0,32.0,8.0,19.0,25.0,7.0,13.0,36.0,116.0,45.0,471.0,138.0,50.0,26.0,299.0
folA_1_56_B_MM9,66.0,33.0,28.0,30.0,14.0,33.0,745.0,29.0,32.0,28.0,12.0,12.0,41.0,147.0,66.0,654.0,202.0,110.0,31.0,371.0
folA_1_56_C,29.0,14.0,18.0,12.0,5.0,8.0,8.0,214.0,7.0,11.0,0.0,8.0,15.0,27.0,14.0,197.0,57.0,26.0,4.0,75.0
folA_3_242_B_MM3,154.0,341.0,401.0,63.0,41.0,37.0,42.0,17.0,2283.0,111.0,46.0,90.0,352.0,198.0,157.0,1456.0,774.0,467.0,87.0,863.0
folA_3_242_C,88.0,81.0,120.0,43.0,9.0,30.0,35.0,27.0,131.0,1093.0,15.0,12.0,110.0,127.0,62.0,1314.0,631.0,260.0,78.0,610.0
negC_rand_42,119.0,101.0,83.0,15.0,2.0,8.0,4.0,5.0,21.0,23.0,884.0,21.0,65.0,49.0,17.0,271.0,125.0,127.0,33.0,149.0
thyA_1_60_B_MM12,103.0,107.0,76.0,11.0,9.0,9.0,8.0,12.0,38.0,29.0,26.0,565.0,111.0,42.0,54.0,239.0,131.0,111.0,15.0,161.0
thyA_1_60_B_MM13,499.0,432.0,412.0,48.0,26.0,50.0,71.0,25.0,232.0,95.0,78.0,130.0,3229.0,203.0,80.0,1569.0,621.0,466.0,166.0,724.0
thyA_1_60_B_MM2,246.0,236.0,179.0,141.0,118.0,150.0,94.0,98.0,81.0,214.0,39.0,49.0,168.0,1533.0,83.0,794.0,449.0,223.0,53.0,369.0
thyA_1_60_C,132.0,175.0,129.0,88.0,50.0,81.0,48.0,50.0,65.0,127.0,15.0,14.0,82.0,78.0,872.0,436.0,198.0,99.0,27.0,163.0
thyA_3_233_B_MM4,1204.0,973.0,783.0,355.0,250.0,331.0,332.0,213.0,307.0,729.0,92.0,158.0,739.0,450.0,215.0,12562.0,1313.0,795.0,324.0,1477.0
thyA_3_233_B_MM5,645.0,585.0,542.0,182.0,88.0,168.0,157.0,117.0,173.0,484.0,65.0,68.0,527.0,235.0,76.0,1662.0,5619.0,648.0,264.0,891.0
thyA_3_233_B_MM6,503.0,388.0,224.0,124.0,36.0,110.0,70.0,63.0,135.0,248.0,55.0,66.0,332.0,195.0,99.0,1381.0,694.0,3903.0,221.0,514.0
thyA_3_233_B_MM7,211.0,196.0,110.0,37.0,15.0,23.0,41.0,23.0,96.0,80.0,17.0,25.0,141.0,122.0,35.0,426.0,312.0,138.0,1604.0,240.0
thyA_3_233_C,735.0,682.0,641.0,443.0,248.0,208.0,377.0,249.0,356.0,656.0,136.0,92.0,669.0,263.0,257.0,2530.0,1388.0,945.0,267.0,7839.0
