,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,9867.0,2782.0,2144.0,447.0,296.0,559.0,455.0,288.0,363.0,541.0,764.0,844.0,2572.0,1694.0,1185.0,8967.0,3440.0,2643.0,947.0,4373.0
folA_1_56_B_MM11,3440.0,11600.0,3817.0,510.0,231.0,508.0,295.0,240.0,1462.0,1018.0,998.0,1081.0,3888.0,3179.0,1357.0,15424.0,6976.0,3048.0,1483.0,7491.0
folA_1_56_B_MM14,2237.0,4058.0,10839.0,488.0,264.0,401.0,400.0,273.0,2563.0,923.0,1056.0,1147.0,3611.0,2584.0,1532.0,13097.0,6532.0,3997.0,1498.0,6973.0
folA_1_56_B_MM2,350.0,298.0,149.0,1623.0,210.0,264.0,274.0,164.0,109.0,243.0,85.0,144.0,326.0,672.0,338.0,3058.0,1448.0,614.0,185.0,3053.0
folA_1_56_B_MM3,206.0,188.0,110.0,226.0,960.0,174.0,159.0,91.0,94.0,168.0,61.0,59.0,238.0,551.0,406.0,3120.0,1093.0,407.0,108.0,1814.0
folA_1_56_B_MM6,448.0,453.0,292.0,405.0,205.0,1748.0,305.0,216.0,109.0,300.0,154.0,98.0,499.0,1381.0,391.0,5635.0,2364.0,772.0,204.0,2889.0
folA_1_56_B_MM9,689.0,266.0,208.0,333.0,184.0,582.0,1807.0,160.0,172.0,220.0,77.0,135.0,329.0,1229.0,612.0,4809.0,1849.0,974.0,320.0,4589.0
folA_1_56_C,201.0,173.0,95.0,214.0,115.0,136.0,109.0,878.0,71.0,159.0,62.0,60.0,176.0,518.0,64.0,2034.0,936.0,571.0,98.0,1419.0
folA_3_242_B_MM3,785.0,2624.0,3298.0,534.0,247.0,346.0,265.0,290.0,7910.0,1216.0,1646.0,807.0,5229.0,2883.0,1538.0,18133.0,8098.0,5054.0,936.0,7492.0
folA_3_242_C,404.0,561.0,739.0,406.0,160.0,221.0,260.0,338.0,1440.0,4016.0,238.0,431.0,979.0,1241.0,1034.0,12018.0,7334.0,2646.0,1075.0,7833.0
negC_rand_42,851.0,797.0,895.0,129.0,48.0,181.0,65.0,70.0,604.0,291.0,5484.0,397.0,970.0,506.0,674.0,2630.0,1736.0,1252.0,375.0,2771.0
thyA_1_60_B_MM12,1483.0,1718.0,1014.0,163.0,87.0,175.0,186.0,211.0,610.0,527.0,317.0,3256.0,1594.0,758.0,280.0,3955.0,2026.0,1307.0,263.0,2574.0
thyA_1_60_B_MM13,2797.0,3346.0,3875.0,348.0,260.0,426.0,457.0,309.0,1858.0,1097.0,1427.0,1850.0,15043.0,2737.0,1390.0,15294.0,10867.0,4628.0,1156.0,5485.0
thyA_1_60_B_MM2,1580.0,2088.0,1872.0,1131.0,934.0,1116.0,827.0,1309.0,1502.0,3021.0,558.0,472.0,2292.0,5994.0,1273.0,6312.0,3608.0,2422.0,1007.0,3254.0
thyA_1_60_C,834.0,1463.0,1445.0,770.0,776.0,673.0,518.0,424.0,421.0,1615.0,373.0,438.0,979.0,1041.0,2652.0,3865.0,2592.0,1360.0,413.0,2300.0
thyA_3_233_B_MM4,5814.0,8003.0,10892.0,2991.0,2545.0,3553.0,3891.0,3253.0,4355.0,9282.0,1923.0,2852.0,9599.0,5620.0,3326.0,43560.0,16512.0,10572.0,2848.0,15661.0
thyA_3_233_B_MM5,4497.0,5729.0,5714.0,1940.0,1271.0,1707.0,2122.0,1340.0,2794.0,7273.0,1382.0,2453.0,6402.0,4093.0,1448.0,15386.0,24982.0,6363.0,2357.0,9446.0
thyA_3_233_B_MM6,2365.0,2985.0,2750.0,717.0,519.0,782.0,851.0,838.0,1136.0,3105.0,802.0,1096.0,3384.0,2009.0,1374.0,11033.0,8146.0,14475.0,1791.0,6462.0
thyA_3_233_B_MM7,1118.0,914.0,1081.0,246.0,160.0,358.0,335.0,259.0,840.0,901.0,399.0,650.0,1434.0,865.0,497.0,6023.0,2686.0,1326.0,4203.0,2977.0
thyA_3_233_C,5179.0,4768.0,5753.0,3740.0,2509.0,3142.0,3090.0,2420.0,4121.0,7510.0,1879.0,1962.0,6403.0,3664.0,2413.0,27475.0,12630.0,7763.0,2528.0,35470.0
