,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,6836.0,1903.0,1320.0,40.0,28.0,76.0,36.0,86.0,118.0,128.0,324.0,172.0,1413.0,1487.0,600.0,7503.0,2895.0,1767.0,732.0,3943.0
folA_1_56_B_MM11,2499.0,8428.0,3002.0,36.0,75.0,45.0,64.0,23.0,425.0,196.0,526.0,226.0,2019.0,1476.0,758.0,7683.0,4220.0,2478.0,925.0,3530.0
folA_1_56_B_MM14,1698.0,2963.0,8237.0,59.0,19.0,41.0,84.0,51.0,389.0,199.0,671.0,225.0,2029.0,1647.0,703.0,7320.0,4049.0,2015.0,986.0,3605.0
folA_1_56_B_MM2,46.0,43.0,8.0,230.0,6.0,10.0,47.0,10.0,12.0,14.0,9.0,4.0,43.0,173.0,59.0,472.0,187.0,356.0,143.0,262.0
folA_1_56_B_MM3,16.0,19.0,11.0,14.0,116.0,8.0,11.0,10.0,7.0,3.0,5.0,3.0,15.0,87.0,67.0,424.0,109.0,64.0,10.0,184.0
folA_1_56_B_MM6,53.0,39.0,25.0,32.0,22.0,226.0,25.0,7.0,12.0,34.0,8.0,16.0,72.0,243.0,106.0,861.0,351.0,96.0,37.0,493.0
folA_1_56_B_MM9,77.0,54.0,26.0,18.0,8.0,45.0,326.0,37.0,17.0,24.0,17.0,9.0,36.0,377.0,221.0,1452.0,363.0,147.0,88.0,1089.0
folA_1_56_C,14.0,8.0,7.0,2.0,4.0,3.0,4.0,84.0,5.0,6.0,3.0,2.0,6.0,73.0,61.0,178.0,109.0,34.0,24.0,124.0
folA_3_242_B_MM3,197.0,579.0,1474.0,37.0,21.0,31.0,17.0,13.0,3443.0,219.0,302.0,187.0,1240.0,1044.0,611.0,8217.0,4721.0,2676.0,1039.0,4540.0
folA_3_242_C,95.0,107.0,130.0,40.0,20.0,18.0,16.0,19.0,152.0,1737.0,35.0,39.0,209.0,1049.0,539.0,7267.0,3308.0,968.0,299.0,2781.0
negC_rand_42,456.0,414.0,530.0,19.0,2.0,12.0,16.0,8.0,176.0,73.0,2884.0,90.0,425.0,243.0,209.0,1473.0,1004.0,769.0,283.0,940.0
thyA_1_60_B_MM12,383.0,287.0,227.0,11.0,2.0,12.0,15.0,6.0,154.0,57.0,117.0,665.0,352.0,174.0,79.0,1220.0,487.0,348.0,45.0,680.0
thyA_1_60_B_MM13,1877.0,1980.0,1994.0,64.0,29.0,43.0,70.0,19.0,708.0,221.0,654.0,354.0,7861.0,1343.0,620.0,8464.0,4146.0,2852.0,1517.0,4077.0
thyA_1_60_B_MM2,1269.0,1586.0,976.0,303.0,200.0,438.0,371.0,261.0,461.0,1520.0,263.0,56.0,1165.0,3583.0,704.0,3831.0,2263.0,1446.0,472.0,1396.0
thyA_1_60_C,650.0,788.0,790.0,226.0,191.0,326.0,308.0,107.0,263.0,833.0,176.0,115.0,530.0,704.0,1964.0,2007.0,1519.0,768.0,222.0,848.0
thyA_3_233_B_MM4,5891.0,4462.0,4884.0,470.0,326.0,792.0,862.0,363.0,1837.0,5663.0,1376.0,495.0,5036.0,2040.0,929.0,28674.0,9623.0,4808.0,2624.0,5445.0
thyA_3_233_B_MM5,3913.0,3124.0,2877.0,225.0,89.0,229.0,362.0,146.0,928.0,2350.0,636.0,290.0,3007.0,1434.0,1174.0,8773.0,13806.0,3432.0,1282.0,4648.0
thyA_3_233_B_MM6,2138.0,1428.0,1098.0,93.0,31.0,72.0,103.0,76.0,514.0,787.0,370.0,222.0,2064.0,879.0,480.0,6094.0,5454.0,9196.0,849.0,4244.0
thyA_3_233_B_MM7,1235.0,1010.0,893.0,30.0,14.0,24.0,30.0,57.0,490.0,164.0,207.0,107.0,648.0,434.0,285.0,1987.0,1621.0,1276.0,3665.0,1289.0
thyA_3_233_C,3987.0,3322.0,3927.0,419.0,316.0,616.0,909.0,314.0,1883.0,4353.0,887.0,332.0,3595.0,1327.0,803.0,13531.0,7174.0,5255.0,2969.0,19141.0
