,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,504.0,111.0,77.0,50.0,40.0,62.0,75.0,27.0,21.0,63.0,20.0,37.0,114.0,51.0,31.0,241.0,188.0,99.0,30.0,89.0
folA_1_56_B_MM11,166.0,476.0,80.0,47.0,32.0,43.0,59.0,26.0,32.0,55.0,28.0,38.0,124.0,56.0,25.0,219.0,184.0,74.0,24.0,90.0
folA_1_56_B_MM14,116.0,101.0,428.0,51.0,18.0,38.0,47.0,25.0,33.0,46.0,25.0,38.0,88.0,45.0,22.0,178.0,155.0,79.0,27.0,87.0
folA_1_56_B_MM2,38.0,44.0,9.0,211.0,14.0,29.0,39.0,15.0,9.0,29.0,5.0,13.0,35.0,39.0,9.0,101.0,100.0,34.0,15.0,51.0
folA_1_56_B_MM3,32.0,21.0,7.0,29.0,97.0,21.0,25.0,13.0,4.0,13.0,3.0,6.0,20.0,23.0,12.0,93.0,86.0,27.0,13.0,29.0
folA_1_56_B_MM6,45.0,49.0,26.0,37.0,18.0,162.0,59.0,16.0,14.0,31.0,4.0,10.0,35.0,42.0,6.0,150.0,111.0,46.0,12.0,54.0
folA_1_56_B_MM9,82.0,51.0,30.0,37.0,24.0,50.0,199.0,23.0,15.0,27.0,10.0,21.0,37.0,43.0,23.0,191.0,133.0,69.0,21.0,84.0
folA_1_56_C,36.0,12.0,2.0,10.0,7.0,17.0,11.0,75.0,5.0,11.0,3.0,13.0,13.0,5.0,5.0,57.0,50.0,23.0,5.0,23.0
folA_3_242_B_MM3,55.0,61.0,46.0,30.0,15.0,33.0,21.0,16.0,197.0,38.0,15.0,24.0,54.0,27.0,20.0,193.0,93.0,61.0,17.0,71.0
folA_3_242_C,75.0,64.0,25.0,41.0,26.0,46.0,21.0,18.0,17.0,199.0,13.0,37.0,38.0,32.0,13.0,178.0,118.0,60.0,19.0,55.0
negC_rand_42,21.0,11.0,13.0,17.0,5.0,4.0,14.0,8.0,9.0,14.0,98.0,13.0,22.0,12.0,6.0,57.0,21.0,19.0,7.0,16.0
thyA_1_60_B_MM12,34.0,37.0,11.0,7.0,9.0,23.0,17.0,8.0,7.0,30.0,13.0,124.0,38.0,11.0,14.0,101.0,47.0,33.0,4.0,27.0
thyA_1_60_B_MM13,114.0,47.0,53.0,20.0,16.0,38.0,51.0,13.0,20.0,47.0,11.0,49.0,269.0,34.0,25.0,171.0,87.0,65.0,28.0,74.0
thyA_1_60_B_MM2,41.0,58.0,32.0,42.0,26.0,38.0,42.0,24.0,20.0,39.0,19.0,14.0,37.0,158.0,38.0,101.0,66.0,41.0,14.0,46.0
thyA_1_60_C,36.0,20.0,22.0,42.0,28.0,32.0,32.0,10.0,10.0,21.0,5.0,8.0,22.0,18.0,89.0,53.0,52.0,20.0,14.0,34.0
thyA_3_233_B_MM4,165.0,117.0,83.0,113.0,61.0,125.0,115.0,79.0,33.0,111.0,23.0,45.0,106.0,83.0,34.0,931.0,239.0,124.0,46.0,138.0
thyA_3_233_B_MM5,127.0,111.0,66.0,82.0,39.0,90.0,86.0,44.0,45.0,77.0,16.0,33.0,89.0,50.0,29.0,231.0,680.0,102.0,51.0,97.0
thyA_3_233_B_MM6,88.0,51.0,28.0,52.0,21.0,28.0,35.0,23.0,17.0,30.0,8.0,32.0,54.0,34.0,10.0,146.0,147.0,455.0,24.0,58.0
thyA_3_233_B_MM7,24.0,34.0,12.0,24.0,7.0,16.0,12.0,12.0,14.0,17.0,6.0,15.0,32.0,10.0,5.0,50.0,53.0,34.0,121.0,33.0
thyA_3_233_C,129.0,83.0,70.0,101.0,69.0,75.0,88.0,64.0,39.0,80.0,30.0,62.0,92.0,55.0,34.0,308.0,156.0,129.0,37.0,652.0
