,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,282.0,26.0,29.0,15.0,7.0,13.0,10.0,10.0,5.0,11.0,9.0,13.0,25.0,16.0,14.0,79.0,44.0,19.0,8.0,44.0
folA_1_56_B_MM11,34.0,308.0,36.0,11.0,6.0,7.0,4.0,14.0,11.0,18.0,9.0,9.0,18.0,13.0,9.0,95.0,41.0,22.0,15.0,36.0
folA_1_56_B_MM14,34.0,37.0,189.0,8.0,1.0,8.0,3.0,8.0,3.0,12.0,3.0,24.0,10.0,7.0,4.0,83.0,43.0,24.0,10.0,33.0
folA_1_56_B_MM2,7.0,7.0,1.0,108.0,4.0,4.0,6.0,2.0,4.0,8.0,1.0,1.0,5.0,5.0,3.0,19.0,20.0,8.0,3.0,17.0
folA_1_56_B_MM3,11.0,4.0,4.0,9.0,58.0,6.0,7.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,2.0,18.0,8.0,5.0,0.0,11.0
folA_1_56_B_MM6,18.0,9.0,5.0,6.0,5.0,98.0,17.0,4.0,2.0,6.0,4.0,6.0,8.0,12.0,3.0,35.0,44.0,12.0,2.0,29.0
folA_1_56_B_MM9,16.0,3.0,5.0,11.0,15.0,12.0,138.0,10.0,3.0,13.0,0.0,2.0,9.0,8.0,1.0,48.0,23.0,17.0,4.0,26.0
folA_1_56_C,8.0,18.0,3.0,5.0,2.0,4.0,1.0,57.0,1.0,3.0,2.0,0.0,4.0,1.0,2.0,14.0,10.0,4.0,1.0,6.0
folA_3_242_B_MM3,9.0,31.0,19.0,5.0,7.0,10.0,10.0,1.0,141.0,17.0,3.0,11.0,18.0,23.0,4.0,67.0,33.0,21.0,10.0,44.0
folA_3_242_C,32.0,9.0,14.0,22.0,1.0,8.0,8.0,5.0,8.0,99.0,2.0,8.0,2.0,5.0,4.0,66.0,41.0,25.0,21.0,33.0
negC_rand_42,5.0,4.0,7.0,3.0,1.0,1.0,4.0,6.0,1.0,1.0,112.0,3.0,2.0,2.0,2.0,15.0,9.0,1.0,3.0,9.0
thyA_1_60_B_MM12,10.0,12.0,7.0,9.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,72.0,21.0,3.0,2.0,14.0,9.0,14.0,5.0,25.0
thyA_1_60_B_MM13,31.0,47.0,22.0,9.0,4.0,8.0,10.0,3.0,9.0,9.0,6.0,12.0,214.0,10.0,6.0,77.0,25.0,37.0,6.0,27.0
thyA_1_60_B_MM2,10.0,16.0,7.0,8.0,5.0,6.0,1.0,25.0,7.0,8.0,4.0,16.0,5.0,82.0,2.0,24.0,18.0,7.0,1.0,43.0
thyA_1_60_C,5.0,15.0,2.0,11.0,3.0,7.0,13.0,2.0,4.0,6.0,2.0,0.0,2.0,7.0,43.0,52.0,15.0,6.0,0.0,6.0
thyA_3_233_B_MM4,44.0,36.0,24.0,33.0,12.0,28.0,25.0,15.0,18.0,46.0,10.0,15.0,30.0,19.0,81.0,576.0,90.0,68.0,16.0,77.0
thyA_3_233_B_MM5,51.0,30.0,31.0,30.0,4.0,15.0,11.0,7.0,12.0,29.0,2.0,7.0,30.0,9.0,3.0,110.0,350.0,51.0,29.0,55.0
thyA_3_233_B_MM6,27.0,30.0,11.0,23.0,14.0,19.0,4.0,8.0,4.0,17.0,6.0,2.0,21.0,7.0,1.0,65.0,40.0,237.0,10.0,32.0
thyA_3_233_B_MM7,13.0,2.0,5.0,5.0,1.0,4.0,3.0,8.0,1.0,5.0,3.0,2.0,5.0,3.0,3.0,23.0,19.0,15.0,80.0,24.0
thyA_3_233_C,35.0,20.0,56.0,82.0,14.0,13.0,18.0,19.0,18.0,39.0,7.0,7.0,28.0,14.0,9.0,133.0,122.0,56.0,23.0,400.0
