,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,395.0,29.0,40.0,12.0,6.0,8.0,14.0,7.0,8.0,7.0,10.0,15.0,33.0,15.0,11.0,114.0,67.0,46.0,11.0,70.0
folA_1_56_B_MM11,43.0,436.0,41.0,9.0,6.0,5.0,7.0,10.0,16.0,16.0,6.0,16.0,31.0,19.0,11.0,144.0,56.0,43.0,9.0,54.0
folA_1_56_B_MM14,54.0,57.0,311.0,10.0,4.0,7.0,7.0,6.0,9.0,21.0,4.0,27.0,22.0,14.0,4.0,108.0,53.0,50.0,10.0,59.0
folA_1_56_B_MM2,4.0,8.0,2.0,101.0,3.0,5.0,2.0,4.0,1.0,9.0,0.0,2.0,7.0,3.0,4.0,38.0,29.0,4.0,3.0,22.0
folA_1_56_B_MM3,10.0,1.0,2.0,6.0,69.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,4.0,4.0,21.0,8.0,5.0,2.0,11.0
folA_1_56_B_MM6,7.0,7.0,5.0,12.0,3.0,98.0,4.0,4.0,1.0,5.0,0.0,4.0,8.0,9.0,5.0,44.0,21.0,11.0,2.0,42.0
folA_1_56_B_MM9,9.0,2.0,2.0,4.0,5.0,4.0,193.0,3.0,4.0,10.0,1.0,1.0,3.0,17.0,8.0,47.0,34.0,9.0,3.0,43.0
folA_1_56_C,5.0,9.0,1.0,4.0,0.0,1.0,1.0,63.0,0.0,1.0,0.0,3.0,1.0,4.0,1.0,19.0,8.0,3.0,2.0,14.0
folA_3_242_B_MM3,10.0,18.0,34.0,6.0,4.0,4.0,3.0,3.0,239.0,17.0,3.0,10.0,31.0,23.0,10.0,140.0,70.0,37.0,11.0,49.0
folA_3_242_C,9.0,6.0,19.0,9.0,1.0,4.0,7.0,2.0,12.0,161.0,0.0,3.0,10.0,13.0,2.0,111.0,63.0,27.0,20.0,58.0
negC_rand_42,8.0,5.0,7.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,130.0,2.0,3.0,6.0,2.0,19.0,16.0,11.0,5.0,7.0
thyA_1_60_B_MM12,14.0,15.0,7.0,5.0,2.0,0.0,3.0,1.0,6.0,4.0,6.0,130.0,16.0,8.0,9.0,20.0,16.0,17.0,3.0,26.0
thyA_1_60_B_MM13,51.0,59.0,38.0,8.0,5.0,11.0,2.0,2.0,17.0,10.0,15.0,13.0,382.0,22.0,10.0,93.0,61.0,64.0,19.0,51.0
thyA_1_60_B_MM2,18.0,20.0,6.0,14.0,5.0,7.0,6.0,35.0,8.0,14.0,3.0,27.0,17.0,147.0,9.0,36.0,34.0,23.0,5.0,47.0
thyA_1_60_C,12.0,32.0,4.0,6.0,4.0,8.0,30.0,4.0,7.0,9.0,0.0,3.0,3.0,9.0,86.0,54.0,13.0,14.0,2.0,12.0
thyA_3_233_B_MM4,86.0,60.0,63.0,40.0,28.0,30.0,33.0,40.0,37.0,65.0,9.0,34.0,60.0,27.0,89.0,1177.0,128.0,114.0,32.0,141.0
thyA_3_233_B_MM5,48.0,51.0,39.0,36.0,9.0,26.0,19.0,11.0,29.0,55.0,10.0,17.0,50.0,26.0,8.0,213.0,608.0,96.0,33.0,89.0
thyA_3_233_B_MM6,37.0,64.0,19.0,54.0,7.0,13.0,5.0,9.0,11.0,36.0,2.0,3.0,25.0,8.0,6.0,123.0,83.0,383.0,36.0,38.0
thyA_3_233_B_MM7,19.0,10.0,7.0,2.0,4.0,2.0,2.0,1.0,13.0,8.0,1.0,5.0,12.0,9.0,3.0,50.0,40.0,21.0,143.0,27.0
thyA_3_233_C,45.0,49.0,72.0,116.0,27.0,17.0,35.0,29.0,33.0,68.0,10.0,13.0,43.0,20.0,24.0,246.0,188.0,96.0,21.0,697.0
