,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,701.0,234.0,134.0,7.0,2.0,11.0,10.0,8.0,9.0,14.0,21.0,32.0,141.0,103.0,37.0,485.0,236.0,139.0,59.0,220.0
folA_1_56_B_MM11,266.0,846.0,174.0,11.0,5.0,9.0,7.0,3.0,63.0,23.0,43.0,44.0,189.0,98.0,54.0,564.0,317.0,186.0,63.0,233.0
folA_1_56_B_MM14,158.0,184.0,876.0,4.0,9.0,5.0,7.0,7.0,51.0,25.0,50.0,35.0,152.0,91.0,38.0,438.0,291.0,200.0,69.0,196.0
folA_1_56_B_MM2,4.0,1.0,2.0,34.0,0.0,5.0,5.0,0.0,1.0,2.0,2.0,1.0,6.0,18.0,2.0,35.0,19.0,4.0,3.0,17.0
folA_1_56_B_MM3,2.0,0.0,2.0,3.0,28.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,8.0,31.0,6.0,4.0,0.0,18.0
folA_1_56_B_MM6,3.0,5.0,2.0,4.0,3.0,30.0,2.0,2.0,1.0,2.0,2.0,0.0,11.0,21.0,12.0,74.0,27.0,13.0,3.0,33.0
folA_1_56_B_MM9,9.0,6.0,5.0,4.0,2.0,6.0,70.0,1.0,3.0,2.0,1.0,3.0,9.0,42.0,21.0,115.0,43.0,13.0,9.0,82.0
folA_1_56_C,2.0,5.0,0.0,0.0,0.0,1.0,1.0,18.0,0.0,1.0,0.0,0.0,1.0,9.0,1.0,20.0,12.0,4.0,0.0,11.0
folA_3_242_B_MM3,26.0,110.0,135.0,6.0,1.0,5.0,8.0,4.0,310.0,12.0,36.0,22.0,117.0,103.0,51.0,571.0,244.0,177.0,57.0,295.0
folA_3_242_C,10.0,15.0,15.0,4.0,5.0,4.0,2.0,3.0,27.0,160.0,3.0,5.0,32.0,67.0,44.0,488.0,217.0,90.0,18.0,168.0
negC_rand_42,48.0,47.0,41.0,1.0,0.0,1.0,1.0,1.0,17.0,2.0,212.0,5.0,60.0,33.0,15.0,114.0,63.0,47.0,13.0,60.0
thyA_1_60_B_MM12,37.0,38.0,21.0,5.0,2.0,3.0,3.0,1.0,14.0,5.0,8.0,100.0,31.0,13.0,13.0,39.0,24.0,31.0,4.0,32.0
thyA_1_60_B_MM13,156.0,162.0,160.0,12.0,3.0,7.0,5.0,3.0,48.0,10.0,34.0,36.0,601.0,79.0,42.0,461.0,290.0,143.0,63.0,185.0
thyA_1_60_B_MM2,98.0,87.0,74.0,33.0,20.0,56.0,33.0,21.0,33.0,104.0,26.0,14.0,92.0,257.0,47.0,218.0,116.0,83.0,23.0,91.0
thyA_1_60_C,70.0,74.0,56.0,29.0,15.0,24.0,18.0,21.0,14.0,58.0,10.0,10.0,49.0,40.0,151.0,94.0,74.0,52.0,12.0,51.0
thyA_3_233_B_MM4,380.0,342.0,305.0,34.0,47.0,73.0,85.0,39.0,142.0,266.0,73.0,41.0,287.0,163.0,80.0,2030.0,544.0,340.0,118.0,397.0
thyA_3_233_B_MM5,269.0,248.0,194.0,28.0,13.0,24.0,29.0,22.0,73.0,184.0,65.0,21.0,203.0,134.0,40.0,618.0,1299.0,225.0,110.0,254.0
thyA_3_233_B_MM6,143.0,115.0,119.0,11.0,8.0,12.0,12.0,7.0,43.0,62.0,35.0,16.0,97.0,66.0,18.0,405.0,326.0,961.0,78.0,140.0
thyA_3_233_B_MM7,75.0,71.0,54.0,3.0,1.0,3.0,3.0,5.0,34.0,20.0,12.0,5.0,78.0,26.0,11.0,162.0,94.0,66.0,252.0,65.0
thyA_3_233_C,232.0,252.0,247.0,51.0,38.0,53.0,98.0,38.0,128.0,270.0,87.0,45.0,237.0,96.0,72.0,918.0,503.0,335.0,123.0,1516.0
