,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,524.0,50.0,41.0,50.0,41.0,32.0,36.0,33.0,13.0,27.0,11.0,17.0,42.0,26.0,16.0,144.0,76.0,43.0,11.0,75.0
folA_1_56_B_MM11,72.0,437.0,51.0,65.0,29.0,25.0,21.0,33.0,17.0,22.0,7.0,14.0,26.0,29.0,16.0,150.0,53.0,24.0,14.0,64.0
folA_1_56_B_MM14,58.0,45.0,290.0,28.0,19.0,24.0,16.0,22.0,17.0,30.0,5.0,31.0,19.0,17.0,8.0,110.0,74.0,42.0,13.0,66.0
folA_1_56_B_MM2,30.0,25.0,13.0,328.0,21.0,36.0,25.0,24.0,3.0,27.0,4.0,14.0,12.0,9.0,6.0,84.0,55.0,15.0,8.0,45.0
folA_1_56_B_MM3,25.0,7.0,13.0,37.0,199.0,20.0,20.0,13.0,1.0,10.0,3.0,6.0,15.0,9.0,7.0,61.0,20.0,9.0,4.0,26.0
folA_1_56_B_MM6,58.0,36.0,15.0,41.0,23.0,271.0,31.0,29.0,6.0,29.0,10.0,13.0,29.0,24.0,10.0,97.0,77.0,15.0,14.0,56.0
folA_1_56_B_MM9,37.0,17.0,20.0,51.0,37.0,54.0,299.0,32.0,10.0,50.0,4.0,13.0,19.0,30.0,10.0,104.0,44.0,29.0,8.0,45.0
folA_1_56_C,26.0,22.0,7.0,29.0,6.0,8.0,7.0,143.0,5.0,7.0,3.0,8.0,5.0,8.0,2.0,42.0,27.0,14.0,3.0,27.0
folA_3_242_B_MM3,37.0,37.0,25.0,36.0,17.0,20.0,23.0,17.0,302.0,33.0,16.0,17.0,28.0,28.0,11.0,134.0,76.0,37.0,9.0,75.0
folA_3_242_C,56.0,18.0,25.0,47.0,14.0,20.0,20.0,23.0,26.0,310.0,10.0,12.0,19.0,15.0,8.0,150.0,77.0,37.0,14.0,69.0
negC_rand_42,11.0,9.0,5.0,11.0,8.0,7.0,12.0,15.0,5.0,7.0,92.0,4.0,6.0,8.0,3.0,14.0,12.0,10.0,4.0,16.0
thyA_1_60_B_MM12,12.0,19.0,4.0,20.0,10.0,10.0,9.0,4.0,9.0,18.0,6.0,105.0,26.0,3.0,13.0,54.0,16.0,7.0,3.0,39.0
thyA_1_60_B_MM13,47.0,59.0,22.0,44.0,20.0,32.0,22.0,17.0,20.0,27.0,7.0,18.0,316.0,16.0,8.0,123.0,60.0,49.0,13.0,54.0
thyA_1_60_B_MM2,24.0,23.0,9.0,25.0,15.0,15.0,13.0,13.0,9.0,21.0,2.0,11.0,15.0,158.0,11.0,69.0,38.0,21.0,7.0,66.0
thyA_1_60_C,9.0,29.0,9.0,29.0,9.0,13.0,21.0,9.0,3.0,13.0,4.0,1.0,4.0,8.0,96.0,45.0,18.0,10.0,2.0,15.0
thyA_3_233_B_MM4,125.0,75.0,56.0,120.0,65.0,81.0,51.0,56.0,34.0,70.0,5.0,35.0,54.0,25.0,81.0,1126.0,155.0,120.0,32.0,144.0
thyA_3_233_B_MM5,81.0,56.0,30.0,74.0,22.0,47.0,32.0,38.0,21.0,65.0,4.0,16.0,56.0,26.0,13.0,182.0,596.0,87.0,25.0,83.0
thyA_3_233_B_MM6,43.0,26.0,23.0,69.0,27.0,31.0,14.0,25.0,13.0,29.0,7.0,17.0,35.0,18.0,11.0,137.0,98.0,345.0,16.0,39.0
thyA_3_233_B_MM7,17.0,17.0,7.0,10.0,5.0,9.0,10.0,11.0,4.0,10.0,1.0,8.0,10.0,8.0,2.0,39.0,30.0,16.0,120.0,35.0
thyA_3_233_C,59.0,54.0,84.0,134.0,40.0,44.0,46.0,47.0,30.0,74.0,28.0,16.0,48.0,28.0,17.0,254.0,208.0,74.0,31.0,716.0
