,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,26727.0,7945.0,5450.0,1639.0,987.0,1189.0,1129.0,1353.0,1239.0,1607.0,2656.0,2853.0,7344.0,4661.0,2102.0,25510.0,12569.0,6661.0,2142.0,13272.0
folA_1_56_B_MM11,9354.0,23909.0,8362.0,1079.0,973.0,1011.0,1144.0,1007.0,3447.0,2089.0,2596.0,1966.0,6355.0,4593.0,2548.0,20303.0,12710.0,6723.0,1977.0,9732.0
folA_1_56_B_MM14,6879.0,8776.0,19792.0,1014.0,608.0,884.0,943.0,1143.0,2792.0,2083.0,2128.0,2053.0,6045.0,5519.0,1777.0,20714.0,12209.0,5504.0,2291.0,10000.0
folA_1_56_B_MM2,918.0,625.0,290.0,4382.0,581.0,611.0,691.0,602.0,301.0,551.0,248.0,327.0,685.0,1960.0,792.0,9093.0,3634.0,1364.0,453.0,4666.0
folA_1_56_B_MM3,847.0,651.0,241.0,800.0,2928.0,445.0,592.0,595.0,146.0,343.0,182.0,210.0,698.0,1428.0,862.0,8240.0,3013.0,1179.0,360.0,3016.0
folA_1_56_B_MM6,1524.0,834.0,625.0,1056.0,810.0,4313.0,901.0,835.0,355.0,785.0,234.0,466.0,892.0,2224.0,892.0,11822.0,5754.0,2135.0,449.0,5849.0
folA_1_56_B_MM9,1977.0,614.0,372.0,1222.0,889.0,926.0,5258.0,1206.0,289.0,794.0,398.0,362.0,695.0,2761.0,1273.0,14627.0,5475.0,2275.0,729.0,8632.0
folA_1_56_C,779.0,505.0,192.0,548.0,266.0,409.0,391.0,3131.0,129.0,320.0,69.0,156.0,286.0,875.0,995.0,5368.0,3163.0,901.0,279.0,2966.0
folA_3_242_B_MM3,1975.0,5318.0,5828.0,931.0,670.0,806.0,743.0,891.0,14434.0,2622.0,1951.0,1966.0,5398.0,3904.0,1906.0,21890.0,12337.0,6772.0,2267.0,14572.0
folA_3_242_C,1309.0,1658.0,1178.0,1157.0,699.0,760.0,631.0,1022.0,2293.0,7816.0,420.0,612.0,1784.0,4017.0,1680.0,17891.0,10430.0,4070.0,1370.0,7225.0
negC_rand_42,1910.0,1662.0,1530.0,434.0,126.0,310.0,323.0,419.0,1126.0,566.0,8941.0,665.0,1639.0,994.0,690.0,3531.0,2265.0,1798.0,670.0,2686.0
thyA_1_60_B_MM12,3984.0,2877.0,2091.0,459.0,258.0,411.0,283.0,344.0,908.0,969.0,1029.0,5610.0,2290.0,1547.0,905.0,8884.0,4396.0,3636.0,784.0,3501.0
thyA_1_60_B_MM13,7940.0,6363.0,4807.0,1133.0,950.0,860.0,1055.0,892.0,3495.0,1933.0,2406.0,4730.0,19616.0,3846.0,1923.0,20065.0,10654.0,5990.0,2424.0,9631.0
thyA_1_60_B_MM2,3706.0,4677.0,2532.0,3583.0,2814.0,3919.0,2228.0,4932.0,1818.0,5457.0,867.0,817.0,3402.0,10591.0,2428.0,8824.0,5644.0,3387.0,946.0,4023.0
thyA_1_60_C,1935.0,2331.0,2027.0,2715.0,1990.0,1897.0,1729.0,1961.0,822.0,2519.0,743.0,868.0,1675.0,2346.0,5145.0,5620.0,3931.0,2070.0,499.0,1788.0
thyA_3_233_B_MM4,19231.0,12536.0,12021.0,11266.0,7870.0,11148.0,9854.0,11211.0,5226.0,17472.0,4057.0,5075.0,14131.0,5853.0,2679.0,65695.0,23815.0,10935.0,4477.0,16360.0
thyA_3_233_B_MM5,12714.0,8623.0,7887.0,6707.0,3295.0,4775.0,5302.0,4790.0,2734.0,10065.0,2746.0,2812.0,9298.0,4893.0,3227.0,21735.0,33798.0,7969.0,3270.0,12427.0
thyA_3_233_B_MM6,7148.0,3658.0,2514.0,2295.0,1062.0,1781.0,1733.0,2772.0,1700.0,5007.0,1230.0,2052.0,5033.0,3147.0,1341.0,14767.0,13885.0,19631.0,1643.0,9567.0
thyA_3_233_B_MM7,4345.0,3146.0,1763.0,853.0,714.0,600.0,648.0,1160.0,1671.0,1766.0,635.0,1005.0,2348.0,1264.0,1008.0,4408.0,4290.0,2611.0,6831.0,3611.0
thyA_3_233_C,10677.0,9340.0,10027.0,9002.0,7691.0,9019.0,8018.0,9249.0,5991.0,14509.0,3614.0,3852.0,10268.0,3651.0,2573.0,33247.0,17387.0,12570.0,6402.0,46075.0
