,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,3336.0,957.0,666.0,82.0,63.0,83.0,59.0,93.0,96.0,119.0,300.0,309.0,962.0,632.0,422.0,4312.0,1669.0,1102.0,390.0,1929.0
folA_1_56_B_MM11,1454.0,6105.0,2235.0,112.0,30.0,62.0,59.0,39.0,1035.0,317.0,518.0,613.0,2213.0,1716.0,885.0,11895.0,6232.0,2159.0,728.0,5906.0
folA_1_56_B_MM14,802.0,2399.0,5626.0,68.0,68.0,86.0,86.0,62.0,1483.0,302.0,629.0,601.0,2149.0,1196.0,816.0,9984.0,5963.0,2658.0,805.0,5247.0
folA_1_56_B_MM2,57.0,49.0,21.0,318.0,35.0,56.0,124.0,29.0,36.0,54.0,10.0,26.0,55.0,232.0,125.0,1360.0,547.0,204.0,58.0,1141.0
folA_1_56_B_MM3,48.0,19.0,23.0,29.0,197.0,26.0,23.0,19.0,38.0,18.0,1.0,13.0,58.0,217.0,135.0,1269.0,320.0,91.0,28.0,852.0
folA_1_56_B_MM6,83.0,179.0,64.0,208.0,49.0,378.0,49.0,44.0,22.0,74.0,35.0,15.0,183.0,841.0,168.0,3264.0,860.0,192.0,46.0,1591.0
folA_1_56_B_MM9,156.0,27.0,54.0,80.0,24.0,69.0,412.0,28.0,21.0,31.0,15.0,25.0,62.0,440.0,295.0,2344.0,812.0,242.0,56.0,2237.0
folA_1_56_C,70.0,41.0,22.0,59.0,24.0,26.0,25.0,206.0,14.0,28.0,10.0,24.0,21.0,192.0,11.0,1049.0,512.0,170.0,16.0,522.0
folA_3_242_B_MM3,245.0,1791.0,2757.0,104.0,21.0,78.0,36.0,36.0,4387.0,474.0,1249.0,419.0,3605.0,2338.0,1231.0,16150.0,7415.0,3539.0,541.0,6356.0
folA_3_242_C,79.0,244.0,292.0,71.0,17.0,59.0,93.0,65.0,781.0,1650.0,71.0,196.0,355.0,706.0,526.0,10644.0,6693.0,1885.0,727.0,5825.0
negC_rand_42,357.0,442.0,550.0,13.0,4.0,24.0,5.0,14.0,434.0,47.0,2961.0,172.0,579.0,305.0,337.0,2314.0,1754.0,961.0,224.0,2142.0
thyA_1_60_B_MM12,519.0,785.0,598.0,21.0,7.0,31.0,28.0,64.0,336.0,225.0,130.0,1173.0,890.0,428.0,211.0,2626.0,1209.0,905.0,109.0,1653.0
thyA_1_60_B_MM13,1015.0,1957.0,2482.0,73.0,62.0,94.0,94.0,91.0,1058.0,330.0,720.0,977.0,7531.0,1626.0,834.0,13140.0,9875.0,3354.0,853.0,3705.0
thyA_1_60_B_MM2,611.0,1305.0,1142.0,517.0,299.0,349.0,430.0,510.0,956.0,1829.0,304.0,245.0,1283.0,2830.0,685.0,4716.0,3171.0,1559.0,691.0,2092.0
thyA_1_60_C,308.0,821.0,855.0,460.0,349.0,401.0,199.0,201.0,282.0,1145.0,296.0,286.0,618.0,427.0,1276.0,3191.0,1869.0,891.0,284.0,2164.0
thyA_3_233_B_MM4,3111.0,6289.0,9258.0,1097.0,1204.0,1430.0,1643.0,1434.0,3911.0,8198.0,1532.0,1982.0,7587.0,4370.0,2730.0,33391.0,16663.0,8614.0,2431.0,15114.0
thyA_3_233_B_MM5,2266.0,5384.0,5236.0,762.0,435.0,574.0,811.0,454.0,2765.0,6554.0,1396.0,1434.0,5712.0,3463.0,1201.0,16255.0,19610.0,6279.0,1981.0,10275.0
thyA_3_233_B_MM6,1177.0,1993.0,1851.0,185.0,219.0,294.0,202.0,325.0,831.0,2048.0,588.0,795.0,2442.0,1363.0,829.0,9562.0,7209.0,9273.0,1498.0,5408.0
thyA_3_233_B_MM7,492.0,685.0,688.0,38.0,14.0,97.0,53.0,54.0,736.0,518.0,194.0,310.0,962.0,407.0,338.0,5857.0,2525.0,897.0,2512.0,2720.0
thyA_3_233_C,2835.0,3322.0,4790.0,1541.0,934.0,1743.0,1511.0,947.0,3750.0,5694.0,1122.0,1366.0,5336.0,2647.0,1863.0,25284.0,12505.0,7091.0,1721.0,24598.0
