,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,5047.0,1412.0,1171.0,42.0,24.0,54.0,80.0,25.0,71.0,88.0,209.0,165.0,1174.0,620.0,452.0,4197.0,1464.0,1193.0,481.0,2211.0
folA_1_56_B_MM11,1731.0,5667.0,1663.0,53.0,32.0,47.0,47.0,61.0,368.0,194.0,245.0,176.0,1224.0,1075.0,465.0,5589.0,2691.0,1250.0,522.0,2809.0
folA_1_56_B_MM14,1204.0,1838.0,5216.0,56.0,55.0,29.0,73.0,18.0,753.0,115.0,422.0,185.0,1162.0,789.0,476.0,4717.0,2675.0,1457.0,621.0,2616.0
folA_1_56_B_MM2,47.0,18.0,17.0,180.0,14.0,10.0,21.0,19.0,6.0,17.0,7.0,5.0,27.0,81.0,56.0,240.0,111.0,41.0,17.0,300.0
folA_1_56_B_MM3,29.0,18.0,15.0,9.0,102.0,10.0,15.0,9.0,7.0,8.0,5.0,5.0,17.0,72.0,67.0,393.0,101.0,28.0,6.0,227.0
folA_1_56_B_MM6,23.0,98.0,44.0,52.0,25.0,265.0,37.0,9.0,11.0,30.0,5.0,3.0,32.0,298.0,86.0,791.0,210.0,60.0,16.0,419.0
folA_1_56_B_MM9,59.0,17.0,21.0,35.0,15.0,37.0,299.0,15.0,4.0,25.0,18.0,10.0,31.0,285.0,159.0,845.0,254.0,90.0,34.0,1036.0
folA_1_56_C,18.0,22.0,13.0,20.0,15.0,10.0,15.0,79.0,3.0,6.0,0.0,4.0,8.0,77.0,5.0,192.0,81.0,24.0,8.0,166.0
folA_3_242_B_MM3,171.0,759.0,1289.0,50.0,32.0,25.0,27.0,26.0,2567.0,153.0,314.0,151.0,1106.0,754.0,374.0,5915.0,2687.0,1520.0,374.0,2563.0
folA_3_242_C,106.0,97.0,156.0,20.0,9.0,28.0,36.0,33.0,267.0,1014.0,28.0,46.0,139.0,355.0,256.0,4225.0,2329.0,651.0,233.0,2537.0
negC_rand_42,352.0,244.0,354.0,9.0,4.0,18.0,9.0,9.0,136.0,33.0,1577.0,22.0,243.0,142.0,157.0,956.0,591.0,466.0,150.0,857.0
thyA_1_60_B_MM12,367.0,327.0,176.0,6.0,6.0,12.0,19.0,17.0,88.0,51.0,37.0,474.0,198.0,100.0,44.0,641.0,219.0,144.0,58.0,456.0
thyA_1_60_B_MM13,1239.0,1313.0,1698.0,37.0,24.0,35.0,71.0,36.0,537.0,140.0,325.0,271.0,4497.0,613.0,309.0,5221.0,3481.0,1658.0,420.0,1797.0
thyA_1_60_B_MM2,686.0,846.0,778.0,199.0,159.0,249.0,260.0,195.0,497.0,913.0,114.0,59.0,610.0,1791.0,302.0,2067.0,1182.0,746.0,358.0,957.0
thyA_1_60_C,467.0,571.0,565.0,128.0,146.0,148.0,181.0,65.0,129.0,478.0,97.0,38.0,273.0,246.0,812.0,1141.0,755.0,425.0,161.0,767.0
thyA_3_233_B_MM4,3039.0,3373.0,4321.0,315.0,379.0,490.0,822.0,342.0,1292.0,2864.0,526.0,310.0,2738.0,1444.0,849.0,16745.0,5861.0,3549.0,1237.0,5464.0
thyA_3_233_B_MM5,2440.0,2356.0,2506.0,144.0,86.0,234.0,341.0,107.0,899.0,2182.0,418.0,241.0,1865.0,951.0,349.0,5608.0,9276.0,2260.0,926.0,3266.0
thyA_3_233_B_MM6,1082.0,1130.0,1084.0,61.0,30.0,70.0,98.0,100.0,342.0,687.0,214.0,151.0,939.0,578.0,407.0,3806.0,2930.0,5669.0,905.0,1930.0
thyA_3_233_B_MM7,590.0,410.0,523.0,15.0,14.0,34.0,23.0,14.0,256.0,188.0,125.0,82.0,468.0,203.0,153.0,2554.0,1021.0,565.0,2035.0,1106.0
thyA_3_233_C,2779.0,2142.0,2565.0,334.0,282.0,472.0,686.0,209.0,1371.0,2369.0,453.0,240.0,1747.0,1022.0,624.0,10023.0,4740.0,3074.0,897.0,12808.0
