,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,12537.0,3510.0,2539.0,5606.0,3999.0,4073.0,2946.0,5678.0,1473.0,3569.0,1624.0,1459.0,3225.0,2229.0,916.0,12742.0,5404.0,2915.0,1148.0,7041.0
folA_1_56_B_MM11,4842.0,8631.0,2731.0,3733.0,3546.0,2833.0,2328.0,4722.0,1588.0,2954.0,1040.0,961.0,2529.0,1711.0,988.0,8741.0,5028.0,2553.0,823.0,4009.0
folA_1_56_B_MM14,3027.0,3392.0,6126.0,3705.0,2753.0,2468.0,2346.0,4486.0,1085.0,2450.0,726.0,816.0,1737.0,1606.0,595.0,7713.0,4307.0,1673.0,849.0,4231.0
folA_1_56_B_MM2,3742.0,2283.0,1169.0,8311.0,2130.0,2979.0,2871.0,2472.0,1135.0,2776.0,826.0,1263.0,1957.0,1192.0,354.0,7444.0,3197.0,1810.0,681.0,3984.0
folA_1_56_B_MM3,2689.0,1440.0,950.0,3133.0,5172.0,1923.0,2351.0,2510.0,695.0,1360.0,533.0,698.0,2073.0,743.0,372.0,5529.0,2668.0,1408.0,542.0,1900.0
folA_1_56_B_MM6,3936.0,2635.0,1671.0,4520.0,2749.0,5765.0,3303.0,4002.0,1103.0,3036.0,653.0,1222.0,2028.0,1283.0,634.0,7383.0,4556.0,2480.0,724.0,3360.0
folA_1_56_B_MM9,4312.0,1595.0,1028.0,5217.0,2828.0,4054.0,7069.0,4649.0,736.0,2746.0,1033.0,732.0,1622.0,1020.0,643.0,8338.0,3616.0,2164.0,1048.0,4018.0
folA_1_56_C,2621.0,1501.0,778.0,2241.0,931.0,1854.0,1443.0,4661.0,594.0,1608.0,408.0,743.0,1018.0,424.0,465.0,3692.0,2856.0,1260.0,460.0,2066.0
folA_3_242_B_MM3,2919.0,2193.0,2194.0,3391.0,2044.0,2551.0,2134.0,3616.0,4958.0,3265.0,894.0,917.0,1681.0,1152.0,642.0,8839.0,5041.0,2645.0,1111.0,5277.0
folA_3_242_C,3119.0,2043.0,1454.0,4918.0,2219.0,2494.0,2051.0,2995.0,1103.0,5876.0,710.0,854.0,2192.0,1129.0,537.0,6931.0,4187.0,2073.0,609.0,2787.0
negC_rand_42,999.0,592.0,543.0,1658.0,663.0,1067.0,781.0,1531.0,457.0,765.0,4910.0,290.0,506.0,297.0,264.0,1420.0,855.0,708.0,191.0,1122.0
thyA_1_60_B_MM12,1978.0,1200.0,871.0,1572.0,1128.0,1143.0,864.0,1357.0,426.0,1134.0,482.0,2077.0,736.0,638.0,376.0,3914.0,2358.0,1505.0,246.0,1259.0
thyA_1_60_B_MM13,3343.0,2325.0,1570.0,3153.0,2638.0,2467.0,2341.0,2830.0,1298.0,2367.0,651.0,1850.0,5185.0,1218.0,629.0,5879.0,3474.0,2081.0,880.0,3729.0
thyA_1_60_B_MM2,1617.0,1530.0,837.0,2006.0,1676.0,1660.0,1149.0,2022.0,649.0,1813.0,340.0,305.0,1227.0,2925.0,732.0,3712.0,2071.0,1195.0,384.0,1638.0
thyA_1_60_C,870.0,857.0,714.0,1499.0,1150.0,1040.0,636.0,958.0,285.0,827.0,233.0,350.0,565.0,867.0,1191.0,2254.0,1833.0,724.0,195.0,651.0
thyA_3_233_B_MM4,8429.0,4833.0,4639.0,8257.0,4883.0,7559.0,4936.0,8012.0,2476.0,5911.0,1652.0,2384.0,4876.0,2424.0,1091.0,22566.0,9949.0,4482.0,1647.0,6845.0
thyA_3_233_B_MM5,5991.0,3473.0,2547.0,6065.0,2974.0,3938.0,3269.0,5005.0,1083.0,3769.0,1278.0,1439.0,2953.0,1659.0,1407.0,8857.0,10514.0,3275.0,1023.0,5238.0
thyA_3_233_B_MM6,3216.0,1442.0,980.0,3296.0,2299.0,2047.0,1829.0,4112.0,546.0,1980.0,560.0,967.0,1705.0,1051.0,725.0,6168.0,5405.0,6260.0,753.0,4157.0
thyA_3_233_B_MM7,2138.0,1169.0,564.0,1502.0,1059.0,845.0,965.0,2076.0,524.0,815.0,322.0,551.0,634.0,351.0,434.0,1467.0,1639.0,1135.0,1946.0,1386.0
thyA_3_233_C,4725.0,3805.0,3598.0,6035.0,5252.0,4969.0,3797.0,6439.0,2047.0,5601.0,1610.0,1862.0,3251.0,1424.0,969.0,13647.0,7019.0,4695.0,2268.0,13709.0
