,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,682.0,116.0,73.0,7.0,2.0,9.0,13.0,4.0,10.0,17.0,15.0,12.0,73.0,50.0,22.0,370.0,193.0,107.0,41.0,138.0
folA_1_56_B_MM11,171.0,656.0,71.0,2.0,4.0,2.0,10.0,2.0,18.0,13.0,5.0,11.0,53.0,51.0,18.0,359.0,216.0,110.0,41.0,138.0
folA_1_56_B_MM14,94.0,92.0,732.0,5.0,5.0,3.0,8.0,5.0,25.0,15.0,14.0,20.0,58.0,42.0,27.0,307.0,185.0,115.0,49.0,152.0
folA_1_56_B_MM2,2.0,3.0,1.0,32.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,7.0,4.0,35.0,15.0,8.0,1.0,27.0
folA_1_56_B_MM3,5.0,0.0,2.0,1.0,29.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,35.0,11.0,3.0,5.0,14.0
folA_1_56_B_MM6,3.0,2.0,2.0,0.0,2.0,53.0,2.0,1.0,1.0,1.0,0.0,3.0,5.0,17.0,10.0,84.0,33.0,9.0,3.0,38.0
folA_1_56_B_MM9,8.0,9.0,10.0,2.0,3.0,5.0,72.0,2.0,5.0,5.0,0.0,2.0,10.0,19.0,9.0,79.0,28.0,21.0,4.0,64.0
folA_1_56_C,2.0,3.0,1.0,1.0,0.0,0.0,0.0,14.0,1.0,4.0,0.0,1.0,2.0,1.0,1.0,24.0,11.0,2.0,0.0,11.0
folA_3_242_B_MM3,21.0,61.0,82.0,4.0,2.0,2.0,9.0,6.0,254.0,10.0,4.0,10.0,59.0,32.0,26.0,340.0,177.0,101.0,27.0,153.0
folA_3_242_C,26.0,22.0,22.0,2.0,0.0,3.0,2.0,2.0,11.0,150.0,3.0,3.0,19.0,38.0,15.0,294.0,147.0,52.0,27.0,105.0
negC_rand_42,14.0,27.0,13.0,1.0,1.0,2.0,0.0,0.0,5.0,7.0,86.0,2.0,14.0,7.0,3.0,72.0,41.0,25.0,5.0,24.0
thyA_1_60_B_MM12,28.0,26.0,16.0,0.0,0.0,3.0,2.0,0.0,5.0,3.0,7.0,81.0,12.0,4.0,7.0,97.0,34.0,26.0,8.0,38.0
thyA_1_60_B_MM13,75.0,70.0,68.0,3.0,1.0,1.0,5.0,3.0,31.0,20.0,4.0,18.0,407.0,34.0,10.0,304.0,147.0,91.0,27.0,131.0
thyA_1_60_B_MM2,67.0,57.0,43.0,16.0,7.0,23.0,13.0,9.0,13.0,30.0,5.0,9.0,46.0,270.0,21.0,166.0,108.0,47.0,24.0,72.0
thyA_1_60_C,30.0,29.0,24.0,13.0,10.0,20.0,18.0,9.0,7.0,14.0,1.0,7.0,17.0,18.0,133.0,89.0,47.0,29.0,7.0,54.0
thyA_3_233_B_MM4,261.0,237.0,192.0,30.0,30.0,49.0,79.0,34.0,60.0,137.0,26.0,36.0,170.0,89.0,46.0,2347.0,424.0,238.0,79.0,279.0
thyA_3_233_B_MM5,168.0,169.0,115.0,21.0,18.0,24.0,36.0,9.0,30.0,102.0,18.0,15.0,127.0,67.0,20.0,469.0,1388.0,173.0,80.0,189.0
thyA_3_233_B_MM6,93.0,80.0,54.0,7.0,10.0,7.0,8.0,10.0,19.0,42.0,11.0,22.0,73.0,26.0,21.0,320.0,233.0,1081.0,44.0,126.0
thyA_3_233_B_MM7,53.0,55.0,22.0,1.0,0.0,3.0,4.0,2.0,20.0,10.0,4.0,8.0,13.0,18.0,10.0,107.0,62.0,42.0,272.0,36.0
thyA_3_233_C,195.0,195.0,135.0,31.0,19.0,44.0,80.0,33.0,65.0,96.0,31.0,29.0,134.0,73.0,29.0,676.0,388.0,200.0,55.0,1476.0
