,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,8512.0,2099.0,1719.0,45.0,46.0,58.0,72.0,22.0,160.0,251.0,562.0,178.0,1875.0,1101.0,764.0,6537.0,2643.0,1931.0,691.0,3152.0
folA_1_56_B_MM11,2758.0,10204.0,2462.0,49.0,39.0,46.0,78.0,19.0,832.0,305.0,569.0,349.0,2486.0,1747.0,759.0,8267.0,3854.0,2032.0,1063.0,4021.0
folA_1_56_B_MM14,1811.0,2907.0,8527.0,66.0,69.0,61.0,78.0,48.0,1458.0,246.0,934.0,243.0,2030.0,1312.0,795.0,7151.0,4001.0,2490.0,774.0,3188.0
folA_1_56_B_MM2,16.0,42.0,21.0,218.0,20.0,17.0,9.0,12.0,13.0,18.0,2.0,9.0,18.0,71.0,39.0,179.0,80.0,64.0,29.0,130.0
folA_1_56_B_MM3,10.0,23.0,11.0,10.0,117.0,22.0,14.0,14.0,28.0,6.0,8.0,4.0,14.0,56.0,38.0,334.0,55.0,32.0,8.0,110.0
folA_1_56_B_MM6,41.0,185.0,32.0,45.0,20.0,264.0,19.0,11.0,12.0,12.0,33.0,6.0,42.0,388.0,81.0,637.0,183.0,63.0,16.0,334.0
folA_1_56_B_MM9,73.0,28.0,23.0,26.0,31.0,15.0,453.0,19.0,15.0,26.0,18.0,12.0,43.0,426.0,305.0,893.0,344.0,91.0,33.0,1024.0
folA_1_56_C,20.0,16.0,5.0,15.0,16.0,8.0,6.0,75.0,6.0,3.0,1.0,13.0,7.0,38.0,14.0,103.0,41.0,20.0,2.0,87.0
folA_3_242_B_MM3,357.0,1339.0,2129.0,39.0,25.0,27.0,44.0,37.0,4967.0,249.0,795.0,145.0,2539.0,1502.0,741.0,9420.0,3973.0,2582.0,557.0,3859.0
folA_3_242_C,136.0,205.0,253.0,32.0,12.0,15.0,36.0,18.0,526.0,2071.0,90.0,68.0,277.0,621.0,667.0,5855.0,3548.0,938.0,325.0,3525.0
negC_rand_42,570.0,527.0,575.0,21.0,6.0,19.0,17.0,8.0,309.0,113.0,3683.0,73.0,499.0,281.0,317.0,1532.0,1072.0,957.0,223.0,1229.0
thyA_1_60_B_MM12,504.0,557.0,285.0,9.0,6.0,8.0,15.0,15.0,125.0,70.0,73.0,914.0,307.0,195.0,58.0,625.0,365.0,243.0,51.0,445.0
thyA_1_60_B_MM13,1996.0,1999.0,2392.0,41.0,24.0,35.0,97.0,30.0,911.0,237.0,685.0,323.0,9599.0,1176.0,570.0,8244.0,5588.0,2546.0,787.0,2663.0
thyA_1_60_B_MM2,1276.0,1175.0,1160.0,213.0,171.0,350.0,374.0,185.0,712.0,1381.0,299.0,73.0,960.0,3447.0,496.0,2931.0,1814.0,1235.0,479.0,1294.0
thyA_1_60_C,670.0,848.0,640.0,129.0,113.0,187.0,197.0,56.0,196.0,824.0,159.0,85.0,559.0,479.0,1697.0,1635.0,999.0,645.0,238.0,951.0
thyA_3_233_B_MM4,4495.0,4687.0,5446.0,222.0,360.0,339.0,773.0,278.0,2037.0,5258.0,1022.0,461.0,4617.0,2350.0,1400.0,25278.0,7790.0,5267.0,1601.0,6791.0
thyA_3_233_B_MM5,3605.0,3868.0,3124.0,148.0,90.0,124.0,295.0,69.0,1469.0,3331.0,851.0,346.0,3222.0,1561.0,563.0,7563.0,14999.0,3484.0,1199.0,4350.0
thyA_3_233_B_MM6,1688.0,2090.0,1367.0,57.0,45.0,75.0,89.0,72.0,575.0,1106.0,545.0,225.0,1926.0,931.0,657.0,5125.0,4299.0,9102.0,1152.0,3087.0
thyA_3_233_B_MM7,903.0,599.0,699.0,20.0,7.0,32.0,31.0,9.0,461.0,285.0,230.0,95.0,1081.0,321.0,219.0,3184.0,1446.0,824.0,3126.0,1315.0
thyA_3_233_C,3868.0,3291.0,3448.0,304.0,188.0,506.0,761.0,162.0,2379.0,4122.0,1315.0,285.0,3351.0,1568.0,1056.0,13665.0,6753.0,4227.0,1338.0,20267.0
