,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,15986.0,3326.0,2724.0,1111.0,641.0,853.0,797.0,668.0,547.0,927.0,715.0,1555.0,3247.0,2725.0,1053.0,11749.0,6366.0,4415.0,1117.0,6412.0
folA_1_56_B_MM11,5052.0,15323.0,3161.0,1027.0,469.0,704.0,535.0,651.0,1378.0,1204.0,696.0,1336.0,3322.0,2489.0,1320.0,13077.0,6688.0,3305.0,1161.0,6280.0
folA_1_56_B_MM14,4032.0,4147.0,11395.0,845.0,444.0,656.0,402.0,477.0,1285.0,970.0,651.0,1151.0,2367.0,1840.0,844.0,10634.0,7072.0,3568.0,1480.0,6595.0
folA_1_56_B_MM2,579.0,509.0,301.0,4301.0,295.0,538.0,376.0,364.0,189.0,400.0,118.0,210.0,476.0,992.0,576.0,5110.0,2449.0,1110.0,397.0,3325.0
folA_1_56_B_MM3,389.0,226.0,204.0,442.0,2339.0,332.0,226.0,175.0,103.0,289.0,78.0,111.0,346.0,665.0,498.0,3618.0,1574.0,832.0,164.0,2069.0
folA_1_56_B_MM6,1062.0,709.0,470.0,945.0,479.0,4224.0,730.0,395.0,189.0,527.0,131.0,283.0,677.0,1580.0,721.0,7330.0,2907.0,1112.0,461.0,5379.0
folA_1_56_B_MM9,1074.0,519.0,321.0,922.0,401.0,875.0,4326.0,425.0,269.0,562.0,150.0,311.0,599.0,1758.0,659.0,7302.0,3047.0,1402.0,558.0,4722.0
folA_1_56_C,394.0,261.0,235.0,430.0,185.0,242.0,225.0,2189.0,73.0,187.0,55.0,140.0,275.0,551.0,162.0,2899.0,1751.0,760.0,119.0,1626.0
folA_3_242_B_MM3,1534.0,2948.0,2993.0,818.0,416.0,664.0,499.0,428.0,9802.0,1293.0,771.0,1160.0,2971.0,1754.0,1444.0,11029.0,6614.0,3437.0,930.0,8328.0
folA_3_242_C,812.0,821.0,855.0,901.0,339.0,568.0,471.0,343.0,1410.0,5981.0,207.0,417.0,900.0,1611.0,700.0,11226.0,5790.0,2348.0,738.0,5350.0
negC_rand_42,1133.0,756.0,708.0,290.0,82.0,145.0,136.0,177.0,195.0,233.0,3385.0,312.0,863.0,545.0,204.0,2541.0,1543.0,1086.0,385.0,1429.0
thyA_1_60_B_MM12,1418.0,1168.0,735.0,376.0,215.0,362.0,248.0,155.0,563.0,434.0,327.0,2893.0,1465.0,514.0,689.0,3248.0,1327.0,1487.0,292.0,1883.0
thyA_1_60_B_MM13,4269.0,3425.0,2899.0,1082.0,527.0,942.0,728.0,507.0,1902.0,1222.0,835.0,1460.0,14029.0,1978.0,999.0,11567.0,6587.0,4255.0,1541.0,5893.0
thyA_1_60_B_MM2,2185.0,1937.0,1203.0,2839.0,1388.0,2045.0,1000.0,1206.0,777.0,1712.0,471.0,571.0,1629.0,6666.0,1051.0,5587.0,4102.0,2430.0,599.0,2875.0
thyA_1_60_C,1552.0,1916.0,920.0,1812.0,673.0,1343.0,659.0,918.0,602.0,1283.0,158.0,273.0,561.0,1012.0,4065.0,3222.0,2141.0,812.0,231.0,1725.0
thyA_3_233_B_MM4,8541.0,7157.0,5497.0,7209.0,3704.0,5587.0,4580.0,3935.0,2512.0,6122.0,825.0,2157.0,5948.0,3736.0,1885.0,47066.0,11851.0,6355.0,2774.0,13930.0
thyA_3_233_B_MM5,5671.0,5463.0,4348.0,4695.0,1997.0,3809.0,2640.0,2562.0,1559.0,5244.0,501.0,1082.0,5594.0,2375.0,828.0,15871.0,25145.0,6110.0,2571.0,8391.0
thyA_3_233_B_MM6,4317.0,2203.0,1596.0,2356.0,901.0,2085.0,1149.0,1293.0,977.0,2666.0,692.0,858.0,3158.0,1683.0,855.0,11165.0,6713.0,14417.0,1521.0,4022.0
thyA_3_233_B_MM7,1631.0,1436.0,920.0,946.0,331.0,486.0,505.0,482.0,883.0,1076.0,202.0,494.0,1398.0,1050.0,419.0,3709.0,2951.0,1093.0,4932.0,2114.0
thyA_3_233_C,6084.0,5374.0,5468.0,7077.0,3837.0,3874.0,4475.0,4073.0,3257.0,4939.0,1927.0,1393.0,5641.0,2511.0,3126.0,20868.0,13267.0,8441.0,2399.0,30301.0
