,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,380.0,96.0,87.0,5.0,2.0,6.0,7.0,6.0,4.0,3.0,12.0,17.0,73.0,46.0,25.0,246.0,117.0,84.0,33.0,127.0
folA_1_56_B_MM11,143.0,472.0,123.0,2.0,6.0,3.0,2.0,9.0,21.0,7.0,21.0,17.0,119.0,50.0,19.0,325.0,211.0,107.0,30.0,171.0
folA_1_56_B_MM14,117.0,149.0,500.0,2.0,3.0,1.0,6.0,2.0,37.0,4.0,29.0,11.0,97.0,46.0,33.0,280.0,195.0,110.0,56.0,161.0
folA_1_56_B_MM2,1.0,1.0,2.0,26.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,5.0,1.0,26.0,6.0,2.0,0.0,10.0
folA_1_56_B_MM3,2.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,4.0,19.0,12.0,3.0,0.0,12.0
folA_1_56_B_MM6,0.0,1.0,0.0,0.0,7.0,21.0,4.0,0.0,1.0,1.0,1.0,0.0,2.0,11.0,5.0,43.0,14.0,7.0,2.0,22.0
folA_1_56_B_MM9,5.0,5.0,2.0,3.0,1.0,0.0,32.0,2.0,0.0,5.0,2.0,0.0,5.0,21.0,8.0,47.0,18.0,7.0,3.0,47.0
folA_1_56_C,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,13.0,4.0,1.0,1.0,12.0
folA_3_242_B_MM3,14.0,60.0,110.0,3.0,3.0,1.0,3.0,4.0,194.0,13.0,17.0,17.0,55.0,41.0,31.0,310.0,152.0,97.0,39.0,187.0
folA_3_242_C,8.0,4.0,8.0,2.0,1.0,2.0,1.0,4.0,17.0,75.0,2.0,1.0,9.0,31.0,13.0,281.0,149.0,66.0,17.0,150.0
negC_rand_42,26.0,34.0,29.0,1.0,0.0,3.0,0.0,1.0,12.0,1.0,122.0,2.0,14.0,2.0,13.0,73.0,46.0,34.0,12.0,40.0
thyA_1_60_B_MM12,19.0,26.0,14.0,0.0,0.0,2.0,3.0,0.0,2.0,5.0,4.0,33.0,26.0,5.0,3.0,40.0,16.0,14.0,5.0,15.0
thyA_1_60_B_MM13,77.0,105.0,118.0,2.0,3.0,2.0,2.0,2.0,34.0,12.0,24.0,20.0,287.0,36.0,19.0,304.0,144.0,101.0,36.0,127.0
thyA_1_60_B_MM2,49.0,51.0,33.0,21.0,14.0,20.0,9.0,14.0,10.0,38.0,13.0,10.0,34.0,117.0,22.0,126.0,97.0,43.0,17.0,40.0
thyA_1_60_C,39.0,34.0,39.0,16.0,9.0,15.0,13.0,5.0,18.0,28.0,8.0,4.0,14.0,14.0,56.0,58.0,35.0,25.0,3.0,40.0
thyA_3_233_B_MM4,198.0,210.0,221.0,25.0,14.0,42.0,49.0,15.0,58.0,159.0,49.0,21.0,161.0,68.0,36.0,1246.0,361.0,211.0,66.0,282.0
thyA_3_233_B_MM5,145.0,141.0,166.0,21.0,3.0,9.0,15.0,8.0,41.0,127.0,15.0,17.0,111.0,62.0,25.0,392.0,725.0,172.0,67.0,183.0
thyA_3_233_B_MM6,84.0,100.0,64.0,4.0,3.0,1.0,6.0,6.0,19.0,41.0,17.0,9.0,71.0,39.0,15.0,249.0,228.0,550.0,59.0,94.0
thyA_3_233_B_MM7,49.0,37.0,38.0,2.0,2.0,4.0,4.0,2.0,22.0,3.0,9.0,10.0,32.0,21.0,16.0,93.0,99.0,45.0,158.0,50.0
thyA_3_233_C,137.0,166.0,165.0,28.0,17.0,36.0,37.0,21.0,96.0,115.0,25.0,20.0,127.0,45.0,37.0,556.0,330.0,184.0,91.0,815.0
