,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,891.0,233.0,126.0,17.0,6.0,14.0,15.0,9.0,14.0,24.0,33.0,48.0,206.0,100.0,53.0,488.0,341.0,190.0,66.0,196.0
folA_1_56_B_MM11,310.0,893.0,118.0,10.0,7.0,9.0,18.0,1.0,39.0,27.0,36.0,46.0,203.0,94.0,36.0,451.0,336.0,149.0,71.0,159.0
folA_1_56_B_MM14,207.0,177.0,732.0,14.0,4.0,7.0,23.0,15.0,35.0,24.0,35.0,37.0,157.0,115.0,49.0,343.0,319.0,157.0,59.0,165.0
folA_1_56_B_MM2,15.0,10.0,6.0,71.0,4.0,2.0,5.0,4.0,2.0,6.0,2.0,3.0,10.0,27.0,16.0,85.0,54.0,22.0,4.0,50.0
folA_1_56_B_MM3,9.0,2.0,1.0,7.0,45.0,3.0,4.0,2.0,1.0,3.0,0.0,1.0,2.0,14.0,20.0,77.0,33.0,12.0,4.0,44.0
folA_1_56_B_MM6,18.0,11.0,4.0,14.0,6.0,68.0,14.0,3.0,2.0,8.0,1.0,5.0,12.0,36.0,18.0,122.0,77.0,25.0,6.0,49.0
folA_1_56_B_MM9,29.0,14.0,13.0,15.0,7.0,10.0,100.0,7.0,11.0,6.0,3.0,14.0,11.0,75.0,48.0,201.0,96.0,41.0,9.0,127.0
folA_1_56_C,5.0,3.0,1.0,5.0,5.0,5.0,2.0,37.0,2.0,2.0,0.0,1.0,2.0,12.0,6.0,38.0,32.0,11.0,1.0,12.0
folA_3_242_B_MM3,46.0,112.0,87.0,8.0,7.0,9.0,13.0,4.0,347.0,29.0,35.0,22.0,93.0,74.0,28.0,391.0,240.0,130.0,34.0,162.0
folA_3_242_C,19.0,27.0,29.0,11.0,7.0,8.0,5.0,2.0,28.0,173.0,9.0,15.0,34.0,70.0,24.0,364.0,238.0,92.0,50.0,113.0
negC_rand_42,52.0,53.0,42.0,1.0,1.0,2.0,4.0,0.0,15.0,14.0,175.0,8.0,33.0,22.0,16.0,97.0,86.0,40.0,15.0,42.0
thyA_1_60_B_MM12,61.0,45.0,17.0,5.0,2.0,5.0,4.0,2.0,7.0,9.0,6.0,90.0,17.0,14.0,13.0,76.0,49.0,34.0,8.0,31.0
thyA_1_60_B_MM13,175.0,175.0,84.0,9.0,9.0,7.0,8.0,7.0,43.0,16.0,37.0,38.0,580.0,64.0,22.0,330.0,215.0,116.0,49.0,139.0
thyA_1_60_B_MM2,133.0,82.0,48.0,46.0,34.0,50.0,62.0,29.0,42.0,86.0,20.0,19.0,78.0,313.0,40.0,167.0,150.0,89.0,32.0,74.0
thyA_1_60_C,65.0,55.0,29.0,32.0,22.0,36.0,50.0,17.0,16.0,34.0,15.0,12.0,35.0,33.0,172.0,82.0,93.0,24.0,8.0,40.0
thyA_3_233_B_MM4,300.0,298.0,170.0,101.0,51.0,120.0,153.0,43.0,85.0,196.0,40.0,61.0,236.0,141.0,61.0,1809.0,483.0,253.0,84.0,241.0
thyA_3_233_B_MM5,261.0,233.0,133.0,50.0,22.0,58.0,69.0,20.0,59.0,144.0,40.0,27.0,195.0,94.0,28.0,448.0,1443.0,243.0,86.0,223.0
thyA_3_233_B_MM6,158.0,101.0,63.0,18.0,11.0,45.0,22.0,10.0,37.0,70.0,23.0,26.0,106.0,70.0,39.0,286.0,277.0,850.0,53.0,110.0
thyA_3_233_B_MM7,58.0,56.0,44.0,5.0,4.0,7.0,5.0,5.0,25.0,28.0,12.0,8.0,44.0,30.0,18.0,107.0,80.0,35.0,227.0,70.0
thyA_3_233_C,227.0,191.0,167.0,90.0,60.0,77.0,116.0,50.0,85.0,195.0,49.0,36.0,224.0,81.0,61.0,627.0,389.0,252.0,71.0,1204.0
