,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,9347.0,2250.0,1693.0,209.0,157.0,173.0,173.0,93.0,194.0,209.0,491.0,606.0,1941.0,1502.0,807.0,5910.0,4706.0,2720.0,714.0,2647.0
folA_1_56_B_MM11,3311.0,9690.0,1995.0,221.0,73.0,100.0,109.0,68.0,667.0,403.0,501.0,497.0,1919.0,1506.0,727.0,6125.0,3816.0,1818.0,599.0,2597.0
folA_1_56_B_MM14,2526.0,2475.0,6033.0,135.0,64.0,124.0,136.0,57.0,544.0,339.0,454.0,429.0,1361.0,938.0,586.0,4733.0,3828.0,1857.0,825.0,2669.0
folA_1_56_B_MM2,101.0,122.0,52.0,771.0,61.0,83.0,69.0,27.0,31.0,81.0,18.0,51.0,67.0,357.0,194.0,1186.0,696.0,244.0,105.0,606.0
folA_1_56_B_MM3,59.0,47.0,19.0,68.0,460.0,57.0,66.0,17.0,10.0,38.0,9.0,15.0,58.0,265.0,261.0,947.0,406.0,145.0,13.0,457.0
folA_1_56_B_MM6,231.0,157.0,96.0,90.0,98.0,825.0,166.0,47.0,30.0,108.0,21.0,71.0,147.0,708.0,278.0,2188.0,815.0,259.0,111.0,1078.0
folA_1_56_B_MM9,262.0,151.0,58.0,187.0,92.0,151.0,1327.0,88.0,94.0,104.0,34.0,70.0,119.0,1189.0,542.0,3205.0,1133.0,531.0,154.0,2005.0
folA_1_56_C,57.0,45.0,23.0,49.0,16.0,22.0,22.0,305.0,10.0,29.0,10.0,19.0,40.0,161.0,53.0,594.0,273.0,118.0,33.0,305.0
folA_3_242_B_MM3,558.0,1758.0,1407.0,113.0,61.0,100.0,94.0,48.0,4435.0,372.0,304.0,374.0,1371.0,830.0,604.0,4787.0,3235.0,1559.0,432.0,3463.0
folA_3_242_C,271.0,262.0,334.0,181.0,59.0,107.0,81.0,45.0,583.0,2202.0,73.0,153.0,383.0,902.0,343.0,4808.0,3678.0,964.0,328.0,1811.0
negC_rand_42,695.0,561.0,461.0,39.0,18.0,24.0,32.0,23.0,76.0,59.0,1652.0,96.0,339.0,216.0,118.0,1108.0,745.0,642.0,214.0,479.0
thyA_1_60_B_MM12,418.0,560.0,172.0,52.0,38.0,60.0,54.0,13.0,140.0,154.0,107.0,990.0,545.0,289.0,296.0,803.0,490.0,545.0,98.0,492.0
thyA_1_60_B_MM13,2496.0,2002.0,1464.0,199.0,67.0,196.0,149.0,50.0,907.0,404.0,369.0,387.0,7159.0,1052.0,428.0,5271.0,2932.0,2093.0,810.0,2285.0
thyA_1_60_B_MM2,1335.0,1276.0,631.0,869.0,481.0,718.0,555.0,321.0,372.0,761.0,296.0,214.0,773.0,3032.0,559.0,2649.0,2444.0,1182.0,371.0,995.0
thyA_1_60_C,905.0,996.0,438.0,580.0,182.0,514.0,419.0,278.0,266.0,625.0,73.0,41.0,240.0,523.0,1947.0,1447.0,965.0,326.0,92.0,599.0
thyA_3_233_B_MM4,4428.0,3314.0,2180.0,1696.0,677.0,1248.0,1679.0,490.0,767.0,2505.0,327.0,663.0,2362.0,1600.0,812.0,20011.0,5414.0,3081.0,1234.0,4419.0
thyA_3_233_B_MM5,2908.0,2768.0,2099.0,870.0,347.0,732.0,716.0,321.0,487.0,2465.0,193.0,236.0,2726.0,1020.0,263.0,6466.0,12136.0,2735.0,1302.0,3240.0
thyA_3_233_B_MM6,2452.0,1112.0,666.0,426.0,112.0,343.0,228.0,183.0,387.0,1072.0,334.0,289.0,1415.0,766.0,379.0,4957.0,2889.0,6903.0,937.0,1258.0
thyA_3_233_B_MM7,1013.0,822.0,350.0,105.0,45.0,77.0,130.0,81.0,368.0,514.0,114.0,119.0,767.0,508.0,188.0,1541.0,1562.0,490.0,2730.0,747.0
thyA_3_233_C,2848.0,2617.0,2512.0,1484.0,884.0,862.0,1757.0,607.0,1284.0,2253.0,888.0,362.0,2420.0,1001.0,1253.0,8571.0,6093.0,3672.0,1074.0,13455.0
