,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,4134.0,1035.0,753.0,374.0,158.0,277.0,325.0,258.0,231.0,474.0,426.0,371.0,1279.0,867.0,348.0,4207.0,1891.0,1055.0,294.0,2584.0
folA_1_56_B_MM11,1345.0,6707.0,2070.0,277.0,209.0,290.0,250.0,269.0,979.0,443.0,598.0,601.0,2186.0,1631.0,775.0,8449.0,5150.0,2311.0,610.0,4025.0
folA_1_56_B_MM14,845.0,2616.0,6508.0,279.0,145.0,221.0,250.0,252.0,840.0,452.0,581.0,731.0,1973.0,1664.0,689.0,8649.0,5075.0,1968.0,687.0,4480.0
folA_1_56_B_MM2,247.0,194.0,110.0,1152.0,140.0,199.0,195.0,176.0,63.0,217.0,52.0,122.0,255.0,511.0,175.0,2151.0,1085.0,348.0,128.0,1550.0
folA_1_56_B_MM3,166.0,83.0,87.0,204.0,677.0,118.0,157.0,108.0,53.0,81.0,26.0,60.0,160.0,241.0,142.0,1797.0,796.0,258.0,107.0,783.0
folA_1_56_B_MM6,275.0,199.0,151.0,291.0,164.0,1187.0,227.0,188.0,128.0,257.0,45.0,107.0,206.0,531.0,177.0,2920.0,1472.0,540.0,112.0,1824.0
folA_1_56_B_MM9,530.0,143.0,123.0,324.0,169.0,298.0,1265.0,274.0,91.0,200.0,87.0,81.0,186.0,543.0,299.0,3777.0,1477.0,564.0,192.0,2108.0
folA_1_56_C,112.0,85.0,45.0,106.0,34.0,86.0,116.0,729.0,35.0,83.0,30.0,49.0,65.0,202.0,195.0,1431.0,860.0,222.0,45.0,876.0
folA_3_242_B_MM3,445.0,1602.0,2053.0,302.0,146.0,225.0,178.0,284.0,6089.0,733.0,615.0,666.0,1960.0,1544.0,686.0,10864.0,6414.0,2951.0,878.0,6568.0
folA_3_242_C,325.0,363.0,279.0,294.0,99.0,224.0,161.0,230.0,650.0,2729.0,119.0,176.0,580.0,1215.0,542.0,8492.0,4686.0,1638.0,353.0,3678.0
negC_rand_42,341.0,377.0,488.0,113.0,43.0,93.0,58.0,126.0,393.0,175.0,2963.0,197.0,493.0,295.0,278.0,1621.0,975.0,647.0,149.0,1113.0
thyA_1_60_B_MM12,472.0,832.0,565.0,120.0,68.0,113.0,118.0,83.0,314.0,219.0,240.0,1748.0,668.0,511.0,342.0,3160.0,1749.0,1128.0,178.0,1355.0
thyA_1_60_B_MM13,1074.0,1825.0,1705.0,268.0,208.0,277.0,193.0,234.0,970.0,598.0,777.0,1298.0,7533.0,1334.0,827.0,8437.0,4402.0,2417.0,809.0,4361.0
thyA_1_60_B_MM2,561.0,1273.0,836.0,704.0,534.0,628.0,418.0,583.0,607.0,1850.0,273.0,330.0,1269.0,3643.0,752.0,3935.0,2551.0,1158.0,311.0,1655.0
thyA_1_60_C,316.0,730.0,634.0,440.0,437.0,417.0,333.0,341.0,326.0,842.0,210.0,297.0,769.0,833.0,1711.0,2422.0,1900.0,877.0,171.0,833.0
thyA_3_233_B_MM4,3243.0,4670.0,5234.0,2174.0,1292.0,2522.0,2094.0,2357.0,2794.0,7286.0,1666.0,1749.0,6082.0,2890.0,1263.0,31271.0,11935.0,5219.0,1801.0,8832.0
thyA_3_233_B_MM5,2068.0,3349.0,3261.0,1449.0,632.0,1169.0,1221.0,1082.0,1468.0,4356.0,1204.0,1256.0,4249.0,2478.0,1619.0,12102.0,16653.0,3862.0,1480.0,6670.0
thyA_3_233_B_MM6,1220.0,1345.0,1213.0,479.0,294.0,453.0,457.0,525.0,837.0,1608.0,454.0,781.0,2378.0,1252.0,662.0,7526.0,6184.0,8297.0,728.0,5208.0
thyA_3_233_B_MM7,660.0,899.0,657.0,224.0,162.0,127.0,165.0,211.0,557.0,503.0,250.0,323.0,726.0,445.0,373.0,1951.0,1895.0,1123.0,2527.0,1673.0
thyA_3_233_C,2082.0,3282.0,4068.0,1829.0,1480.0,1915.0,1500.0,1951.0,2535.0,6120.0,1382.0,1270.0,4726.0,1788.0,1254.0,16443.0,8851.0,5729.0,2598.0,21320.0
