,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,7847.0,2051.0,1519.0,46.0,60.0,87.0,68.0,39.0,150.0,228.0,555.0,259.0,2051.0,1340.0,843.0,8446.0,2843.0,2138.0,718.0,3454.0
folA_1_56_B_MM11,2688.0,8307.0,2271.0,71.0,40.0,63.0,66.0,21.0,877.0,261.0,559.0,416.0,2302.0,1918.0,773.0,9831.0,4179.0,1856.0,923.0,4227.0
folA_1_56_B_MM14,1895.0,2685.0,6857.0,58.0,73.0,73.0,87.0,43.0,1364.0,223.0,766.0,349.0,1806.0,1334.0,882.0,8584.0,4021.0,2216.0,736.0,3481.0
folA_1_56_B_MM2,60.0,57.0,58.0,278.0,16.0,20.0,19.0,16.0,13.0,24.0,5.0,7.0,30.0,143.0,73.0,550.0,185.0,136.0,31.0,361.0
folA_1_56_B_MM3,18.0,12.0,14.0,14.0,206.0,16.0,11.0,5.0,35.0,19.0,4.0,2.0,27.0,145.0,111.0,723.0,207.0,43.0,10.0,368.0
folA_1_56_B_MM6,58.0,172.0,46.0,33.0,26.0,318.0,34.0,12.0,11.0,29.0,44.0,5.0,42.0,509.0,127.0,1507.0,410.0,87.0,24.0,640.0
folA_1_56_B_MM9,130.0,35.0,30.0,27.0,26.0,45.0,559.0,27.0,18.0,34.0,25.0,25.0,81.0,559.0,351.0,2017.0,468.0,150.0,56.0,1637.0
folA_1_56_C,30.0,27.0,26.0,21.0,28.0,16.0,18.0,126.0,13.0,13.0,5.0,3.0,8.0,144.0,10.0,328.0,137.0,45.0,9.0,208.0
folA_3_242_B_MM3,319.0,1415.0,1918.0,56.0,18.0,41.0,36.0,47.0,4672.0,265.0,746.0,153.0,2291.0,1611.0,796.0,10634.0,3943.0,2657.0,592.0,3941.0
folA_3_242_C,112.0,117.0,207.0,35.0,14.0,28.0,44.0,18.0,606.0,1699.0,48.0,87.0,281.0,672.0,687.0,6947.0,3888.0,1074.0,398.0,3936.0
negC_rand_42,657.0,451.0,524.0,18.0,10.0,19.0,16.0,8.0,383.0,78.0,3264.0,67.0,510.0,282.0,365.0,1784.0,1056.0,933.0,226.0,1272.0
thyA_1_60_B_MM12,558.0,599.0,355.0,11.0,7.0,17.0,12.0,37.0,184.0,67.0,89.0,874.0,401.0,276.0,106.0,977.0,534.0,306.0,57.0,624.0
thyA_1_60_B_MM13,2030.0,1916.0,2251.0,62.0,35.0,31.0,79.0,43.0,952.0,220.0,630.0,362.0,8113.0,1264.0,635.0,9543.0,5802.0,2457.0,715.0,2662.0
thyA_1_60_B_MM2,1244.0,1271.0,1187.0,370.0,263.0,509.0,445.0,337.0,847.0,1463.0,275.0,105.0,1078.0,3429.0,575.0,3646.0,1842.0,1444.0,631.0,1570.0
thyA_1_60_C,729.0,829.0,720.0,214.0,249.0,248.0,284.0,117.0,198.0,1005.0,183.0,121.0,541.0,474.0,1617.0,2128.0,1105.0,724.0,241.0,1170.0
thyA_3_233_B_MM4,5446.0,5109.0,6110.0,592.0,740.0,781.0,1511.0,609.0,2225.0,5882.0,1071.0,671.0,5175.0,2905.0,1962.0,26288.0,9180.0,5583.0,1748.0,7904.0
thyA_3_233_B_MM5,3617.0,3733.0,2987.0,311.0,139.0,259.0,459.0,148.0,1699.0,3605.0,859.0,499.0,2944.0,1811.0,654.0,8817.0,14014.0,3467.0,1207.0,4578.0
thyA_3_233_B_MM6,1648.0,1928.0,1141.0,69.0,84.0,109.0,114.0,101.0,549.0,1283.0,464.0,294.0,1876.0,1046.0,735.0,6120.0,4201.0,8018.0,1177.0,3310.0
thyA_3_233_B_MM7,887.0,590.0,620.0,28.0,23.0,36.0,41.0,19.0,431.0,328.0,201.0,137.0,949.0,389.0,242.0,3805.0,1535.0,831.0,2547.0,1428.0
thyA_3_233_C,4002.0,3113.0,3343.0,717.0,484.0,770.0,1266.0,384.0,2435.0,4131.0,1209.0,435.0,3049.0,1761.0,1076.0,15757.0,6976.0,4352.0,1278.0,18222.0
