,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,367.0,80.0,48.0,32.0,24.0,34.0,27.0,26.0,21.0,26.0,17.0,33.0,54.0,21.0,15.0,155.0,77.0,40.0,23.0,85.0
folA_1_56_B_MM11,77.0,315.0,36.0,27.0,24.0,37.0,31.0,21.0,18.0,20.0,10.0,15.0,47.0,33.0,9.0,129.0,100.0,52.0,19.0,61.0
folA_1_56_B_MM14,51.0,47.0,305.0,22.0,20.0,21.0,20.0,13.0,15.0,14.0,6.0,8.0,44.0,27.0,10.0,99.0,73.0,41.0,14.0,56.0
folA_1_56_B_MM2,22.0,30.0,16.0,171.0,18.0,12.0,22.0,13.0,5.0,17.0,2.0,5.0,25.0,20.0,3.0,69.0,37.0,16.0,18.0,42.0
folA_1_56_B_MM3,16.0,14.0,5.0,14.0,100.0,10.0,14.0,13.0,4.0,5.0,3.0,8.0,9.0,8.0,13.0,51.0,25.0,22.0,9.0,34.0
folA_1_56_B_MM6,29.0,24.0,13.0,17.0,7.0,109.0,23.0,10.0,4.0,12.0,1.0,4.0,15.0,21.0,10.0,122.0,52.0,33.0,9.0,52.0
folA_1_56_B_MM9,62.0,34.0,16.0,30.0,16.0,23.0,134.0,19.0,7.0,16.0,3.0,7.0,28.0,19.0,7.0,113.0,55.0,37.0,21.0,64.0
folA_1_56_C,6.0,15.0,5.0,10.0,6.0,7.0,6.0,72.0,2.0,5.0,3.0,2.0,8.0,7.0,2.0,33.0,27.0,19.0,0.0,27.0
folA_3_242_B_MM3,40.0,45.0,26.0,22.0,5.0,24.0,18.0,18.0,162.0,26.0,14.0,12.0,36.0,21.0,8.0,114.0,56.0,42.0,8.0,57.0
folA_3_242_C,40.0,30.0,15.0,23.0,7.0,20.0,15.0,7.0,11.0,139.0,9.0,8.0,28.0,25.0,11.0,77.0,60.0,34.0,12.0,35.0
negC_rand_42,19.0,26.0,18.0,10.0,2.0,9.0,6.0,4.0,6.0,11.0,92.0,3.0,13.0,7.0,2.0,39.0,15.0,23.0,4.0,17.0
thyA_1_60_B_MM12,16.0,21.0,23.0,10.0,9.0,9.0,6.0,4.0,6.0,14.0,3.0,87.0,25.0,6.0,3.0,37.0,23.0,19.0,6.0,26.0
thyA_1_60_B_MM13,48.0,42.0,21.0,31.0,17.0,14.0,31.0,17.0,19.0,26.0,9.0,20.0,220.0,26.0,9.0,102.0,54.0,20.0,17.0,54.0
thyA_1_60_B_MM2,33.0,21.0,26.0,30.0,18.0,30.0,31.0,19.0,10.0,23.0,8.0,10.0,22.0,136.0,8.0,68.0,38.0,24.0,9.0,18.0
thyA_1_60_C,25.0,22.0,13.0,7.0,14.0,12.0,15.0,2.0,8.0,14.0,1.0,10.0,11.0,7.0,62.0,35.0,20.0,7.0,5.0,11.0
thyA_3_233_B_MM4,100.0,84.0,78.0,82.0,54.0,83.0,69.0,75.0,33.0,75.0,21.0,27.0,86.0,32.0,13.0,729.0,137.0,66.0,47.0,119.0
thyA_3_233_B_MM5,87.0,75.0,37.0,59.0,30.0,63.0,54.0,47.0,9.0,51.0,17.0,13.0,48.0,36.0,15.0,150.0,448.0,61.0,27.0,55.0
thyA_3_233_B_MM6,45.0,26.0,16.0,39.0,20.0,26.0,28.0,28.0,12.0,31.0,5.0,24.0,26.0,23.0,11.0,79.0,75.0,353.0,12.0,29.0
thyA_3_233_B_MM7,20.0,15.0,11.0,9.0,7.0,12.0,11.0,12.0,10.0,13.0,1.0,7.0,17.0,7.0,4.0,35.0,33.0,16.0,109.0,15.0
thyA_3_233_C,86.0,83.0,63.0,54.0,43.0,56.0,51.0,46.0,24.0,58.0,16.0,24.0,54.0,29.0,16.0,177.0,122.0,75.0,21.0,469.0
