,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,366.0,83.0,59.0,16.0,9.0,11.0,19.0,9.0,5.0,7.0,9.0,27.0,70.0,33.0,26.0,201.0,110.0,71.0,19.0,127.0
folA_1_56_B_MM11,91.0,330.0,57.0,16.0,10.0,17.0,11.0,9.0,20.0,10.0,10.0,21.0,84.0,55.0,20.0,199.0,125.0,74.0,21.0,71.0
folA_1_56_B_MM14,71.0,75.0,323.0,11.0,4.0,6.0,8.0,9.0,22.0,13.0,18.0,15.0,60.0,41.0,18.0,191.0,112.0,57.0,37.0,89.0
folA_1_56_B_MM2,5.0,9.0,7.0,77.0,5.0,6.0,7.0,2.0,1.0,5.0,4.0,3.0,8.0,16.0,4.0,79.0,35.0,13.0,5.0,40.0
folA_1_56_B_MM3,7.0,6.0,7.0,3.0,36.0,8.0,2.0,3.0,2.0,1.0,2.0,0.0,5.0,7.0,6.0,52.0,23.0,14.0,2.0,26.0
folA_1_56_B_MM6,9.0,11.0,8.0,7.0,2.0,57.0,5.0,1.0,3.0,4.0,3.0,6.0,14.0,17.0,24.0,108.0,51.0,14.0,4.0,56.0
folA_1_56_B_MM9,13.0,9.0,11.0,6.0,6.0,11.0,75.0,3.0,3.0,13.0,2.0,5.0,15.0,25.0,16.0,122.0,45.0,22.0,8.0,55.0
folA_1_56_C,2.0,10.0,2.0,3.0,1.0,5.0,3.0,27.0,1.0,2.0,0.0,2.0,1.0,3.0,5.0,44.0,34.0,15.0,1.0,25.0
folA_3_242_B_MM3,34.0,56.0,53.0,4.0,10.0,11.0,8.0,2.0,163.0,16.0,11.0,10.0,47.0,37.0,23.0,213.0,96.0,63.0,26.0,90.0
folA_3_242_C,24.0,16.0,11.0,12.0,6.0,12.0,7.0,3.0,22.0,77.0,1.0,13.0,30.0,24.0,19.0,195.0,73.0,41.0,17.0,59.0
negC_rand_42,16.0,19.0,11.0,5.0,3.0,3.0,2.0,1.0,10.0,3.0,102.0,6.0,10.0,8.0,3.0,67.0,25.0,23.0,6.0,30.0
thyA_1_60_B_MM12,24.0,17.0,23.0,1.0,1.0,5.0,2.0,2.0,5.0,5.0,4.0,59.0,26.0,6.0,3.0,62.0,26.0,28.0,7.0,27.0
thyA_1_60_B_MM13,73.0,43.0,56.0,10.0,5.0,11.0,6.0,12.0,30.0,19.0,24.0,43.0,264.0,33.0,11.0,188.0,98.0,53.0,20.0,94.0
thyA_1_60_B_MM2,46.0,31.0,34.0,37.0,14.0,26.0,18.0,26.0,13.0,48.0,17.0,12.0,41.0,147.0,15.0,110.0,63.0,28.0,20.0,42.0
thyA_1_60_C,26.0,25.0,30.0,21.0,18.0,15.0,23.0,11.0,15.0,24.0,5.0,5.0,24.0,21.0,83.0,49.0,39.0,20.0,7.0,15.0
thyA_3_233_B_MM4,146.0,141.0,130.0,78.0,68.0,98.0,92.0,64.0,38.0,112.0,29.0,32.0,122.0,73.0,42.0,936.0,209.0,125.0,35.0,180.0
thyA_3_233_B_MM5,114.0,87.0,68.0,56.0,32.0,42.0,38.0,18.0,20.0,63.0,17.0,32.0,89.0,49.0,14.0,221.0,574.0,69.0,34.0,119.0
thyA_3_233_B_MM6,62.0,37.0,39.0,24.0,14.0,24.0,10.0,21.0,13.0,32.0,16.0,14.0,51.0,24.0,15.0,143.0,133.0,430.0,20.0,74.0
thyA_3_233_B_MM7,28.0,23.0,13.0,11.0,5.0,7.0,5.0,2.0,12.0,15.0,2.0,6.0,21.0,22.0,14.0,61.0,39.0,34.0,108.0,39.0
thyA_3_233_C,70.0,88.0,93.0,80.0,49.0,51.0,70.0,53.0,52.0,96.0,29.0,33.0,113.0,43.0,28.0,365.0,154.0,116.0,52.0,654.0
