,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,22130.0,6961.0,4129.0,8017.0,4781.0,6405.0,7980.0,3852.0,1537.0,5760.0,2045.0,1834.0,7892.0,3157.0,2294.0,22534.0,8860.0,6142.0,1616.0,7460.0
folA_1_56_B_MM11,7782.0,18302.0,2967.0,6138.0,3619.0,5704.0,3647.0,3332.0,1944.0,6718.0,2186.0,2093.0,5044.0,2968.0,969.0,18553.0,9707.0,3394.0,2103.0,5441.0
folA_1_56_B_MM14,5836.0,4958.0,11552.0,6475.0,2733.0,4293.0,4525.0,4763.0,3911.0,7418.0,1568.0,2129.0,4788.0,2879.0,1179.0,14117.0,9158.0,4830.0,1900.0,5018.0
folA_1_56_B_MM2,6493.0,6244.0,2630.0,11847.0,4081.0,3082.0,4983.0,2736.0,1856.0,3291.0,1884.0,1731.0,4090.0,1124.0,802.0,9793.0,6100.0,3681.0,1605.0,6472.0
folA_1_56_B_MM3,3917.0,3406.0,2331.0,2504.0,6019.0,2816.0,2603.0,1682.0,1092.0,2753.0,1814.0,982.0,3130.0,714.0,999.0,9185.0,4643.0,2210.0,448.0,2668.0
folA_1_56_B_MM6,5788.0,4616.0,4722.0,4861.0,3254.0,11630.0,5320.0,3024.0,1771.0,4208.0,1235.0,873.0,5321.0,3024.0,406.0,10535.0,9514.0,3949.0,1100.0,5953.0
folA_1_56_B_MM9,10540.0,8004.0,3558.0,5106.0,3180.0,5874.0,11732.0,2841.0,2499.0,5152.0,1247.0,1667.0,6399.0,1876.0,1128.0,11653.0,6970.0,4093.0,2076.0,8900.0
folA_1_56_C,2402.0,2508.0,1192.0,3203.0,1986.0,3075.0,2193.0,5238.0,761.0,3072.0,580.0,1210.0,2568.0,1723.0,72.0,4881.0,3529.0,2866.0,542.0,1656.0
folA_3_242_B_MM3,4875.0,7071.0,3722.0,4887.0,3608.0,6322.0,3253.0,3737.0,8371.0,4855.0,2679.0,1318.0,4733.0,3311.0,981.0,20798.0,6139.0,4639.0,716.0,5986.0
folA_3_242_C,6302.0,7464.0,3118.0,5101.0,1794.0,4627.0,4562.0,3982.0,4133.0,9556.0,1555.0,2876.0,4880.0,1864.0,955.0,10023.0,7406.0,2477.0,1489.0,5473.0
negC_rand_42,2435.0,1956.0,1081.0,1696.0,816.0,1139.0,740.0,1243.0,829.0,2509.0,8136.0,787.0,1390.0,724.0,1178.0,4834.0,2275.0,1698.0,341.0,2917.0
thyA_1_60_B_MM12,4242.0,5344.0,1360.0,2054.0,1333.0,2647.0,3021.0,2329.0,612.0,1762.0,466.0,5755.0,1319.0,1085.0,244.0,5377.0,2979.0,2223.0,214.0,2562.0
thyA_1_60_B_MM13,7854.0,5964.0,3980.0,4323.0,2568.0,3595.0,5135.0,2658.0,3280.0,3523.0,1816.0,3499.0,16305.0,2173.0,1341.0,10834.0,8626.0,3334.0,782.0,4700.0
thyA_1_60_B_MM2,4047.0,2643.0,1685.0,3542.0,1521.0,2217.0,2318.0,5004.0,1199.0,2403.0,533.0,750.0,2752.0,5006.0,1058.0,7522.0,3540.0,3285.0,649.0,3123.0
thyA_1_60_C,2628.0,1882.0,1274.0,1301.0,1466.0,1806.0,1088.0,1242.0,609.0,1954.0,827.0,567.0,758.0,903.0,2577.0,3464.0,2213.0,1029.0,702.0,2530.0
thyA_3_233_B_MM4,12516.0,12331.0,11976.0,8100.0,6334.0,9198.0,11542.0,6993.0,7149.0,8841.0,3870.0,5688.0,8606.0,5247.0,2682.0,38642.0,16190.0,10771.0,2234.0,12087.0
thyA_3_233_B_MM5,12142.0,10140.0,5730.0,10116.0,5016.0,7270.0,7879.0,3697.0,3515.0,8512.0,2783.0,3236.0,6954.0,6828.0,1072.0,12373.0,24897.0,5523.0,2302.0,6078.0
thyA_3_233_B_MM6,6074.0,7064.0,2601.0,2907.0,2263.0,3335.0,4332.0,4022.0,1124.0,4000.0,1030.0,1757.0,3489.0,2282.0,1322.0,9043.0,8407.0,12735.0,1952.0,6814.0
thyA_3_233_B_MM7,2162.0,1035.0,779.0,1108.0,814.0,2907.0,1961.0,690.0,1270.0,1246.0,287.0,784.0,2835.0,493.0,302.0,5009.0,1862.0,1148.0,3035.0,3171.0
thyA_3_233_C,10308.0,7490.0,6059.0,9575.0,5352.0,4741.0,7874.0,4968.0,3496.0,8253.0,4980.0,5515.0,6000.0,4130.0,3588.0,34550.0,11614.0,6909.0,2949.0,28102.0
