,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,6084.0,1766.0,1145.0,253.0,198.0,290.0,294.0,162.0,197.0,296.0,363.0,414.0,1622.0,854.0,478.0,4570.0,1916.0,1544.0,525.0,1849.0
folA_1_56_B_MM11,1826.0,5431.0,1169.0,216.0,149.0,222.0,197.0,122.0,515.0,443.0,324.0,485.0,1606.0,931.0,463.0,4849.0,2326.0,1170.0,439.0,2126.0
folA_1_56_B_MM14,1375.0,1433.0,4646.0,226.0,164.0,196.0,192.0,139.0,780.0,390.0,442.0,340.0,1345.0,814.0,444.0,3656.0,2196.0,1417.0,613.0,1809.0
folA_1_56_B_MM2,174.0,224.0,84.0,803.0,51.0,135.0,136.0,71.0,51.0,88.0,51.0,58.0,143.0,264.0,133.0,1351.0,729.0,371.0,84.0,971.0
folA_1_56_B_MM3,128.0,105.0,84.0,89.0,565.0,82.0,64.0,44.0,54.0,67.0,34.0,34.0,129.0,211.0,158.0,1421.0,510.0,323.0,45.0,680.0
folA_1_56_B_MM6,229.0,185.0,157.0,129.0,98.0,1182.0,168.0,98.0,51.0,129.0,46.0,58.0,203.0,655.0,203.0,2392.0,1097.0,355.0,105.0,1011.0
folA_1_56_B_MM9,338.0,211.0,168.0,142.0,94.0,178.0,1207.0,105.0,88.0,132.0,53.0,79.0,263.0,525.0,321.0,2264.0,1006.0,543.0,150.0,1730.0
folA_1_56_C,147.0,83.0,66.0,103.0,57.0,73.0,76.0,579.0,41.0,81.0,28.0,39.0,69.0,222.0,37.0,988.0,480.0,322.0,70.0,483.0
folA_3_242_B_MM3,465.0,1245.0,1125.0,174.0,113.0,176.0,125.0,113.0,2884.0,403.0,538.0,247.0,1214.0,776.0,375.0,4625.0,1860.0,1390.0,310.0,1817.0
folA_3_242_C,331.0,335.0,347.0,144.0,90.0,147.0,149.0,120.0,453.0,1688.0,115.0,223.0,459.0,481.0,314.0,3172.0,1944.0,972.0,393.0,1823.0
negC_rand_42,459.0,428.0,371.0,81.0,35.0,64.0,35.0,43.0,254.0,146.0,2258.0,202.0,427.0,187.0,153.0,1409.0,572.0,503.0,153.0,826.0
thyA_1_60_B_MM12,657.0,603.0,375.0,61.0,49.0,86.0,109.0,55.0,178.0,207.0,84.0,1307.0,353.0,193.0,109.0,1067.0,506.0,440.0,73.0,696.0
thyA_1_60_B_MM13,1523.0,1386.0,1230.0,171.0,118.0,222.0,244.0,150.0,548.0,386.0,428.0,461.0,5098.0,631.0,404.0,4079.0,2727.0,1179.0,404.0,1484.0
thyA_1_60_B_MM2,1034.0,899.0,759.0,582.0,444.0,546.0,559.0,669.0,512.0,848.0,182.0,221.0,934.0,2763.0,353.0,2227.0,1109.0,879.0,342.0,1006.0
thyA_1_60_C,450.0,498.0,469.0,345.0,362.0,342.0,364.0,176.0,137.0,495.0,198.0,161.0,366.0,292.0,1337.0,1163.0,742.0,408.0,156.0,685.0
thyA_3_233_B_MM4,2914.0,3170.0,2874.0,1367.0,1310.0,1833.0,1857.0,1296.0,1252.0,2439.0,617.0,919.0,2765.0,1694.0,958.0,16322.0,4376.0,2913.0,809.0,4063.0
thyA_3_233_B_MM5,2262.0,2044.0,1490.0,918.0,620.0,1035.0,897.0,522.0,777.0,2073.0,403.0,512.0,1669.0,1066.0,363.0,4044.0,8798.0,1524.0,662.0,2373.0
thyA_3_233_B_MM6,1192.0,1127.0,915.0,308.0,289.0,399.0,412.0,349.0,307.0,796.0,297.0,285.0,953.0,536.0,366.0,2959.0,2188.0,5683.0,532.0,1569.0
thyA_3_233_B_MM7,569.0,393.0,396.0,100.0,108.0,179.0,169.0,84.0,256.0,213.0,83.0,170.0,499.0,225.0,150.0,1550.0,635.0,378.0,1844.0,788.0
thyA_3_233_C,2225.0,1897.0,1567.0,1478.0,1232.0,1334.0,1442.0,937.0,1308.0,1823.0,617.0,731.0,1827.0,1109.0,705.0,7084.0,3235.0,2204.0,627.0,11837.0
