,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,8330.0,3153.0,1972.0,47.0,32.0,124.0,61.0,104.0,138.0,165.0,401.0,271.0,2328.0,1827.0,726.0,8857.0,4072.0,2510.0,1038.0,4617.0
folA_1_56_B_MM11,3447.0,10480.0,3399.0,44.0,93.0,64.0,101.0,31.0,521.0,234.0,705.0,336.0,3337.0,1729.0,886.0,9352.0,6001.0,3548.0,1347.0,4292.0
folA_1_56_B_MM14,2358.0,3595.0,10066.0,74.0,22.0,62.0,129.0,68.0,470.0,235.0,880.0,326.0,3299.0,2103.0,935.0,8687.0,5319.0,3129.0,1462.0,4224.0
folA_1_56_B_MM2,53.0,59.0,12.0,274.0,10.0,13.0,55.0,11.0,14.0,17.0,9.0,7.0,52.0,199.0,73.0,553.0,244.0,486.0,198.0,302.0
folA_1_56_B_MM3,21.0,29.0,13.0,18.0,144.0,13.0,16.0,10.0,10.0,4.0,6.0,4.0,18.0,106.0,76.0,505.0,149.0,85.0,20.0,226.0
folA_1_56_B_MM6,65.0,53.0,35.0,35.0,25.0,296.0,30.0,9.0,14.0,40.0,10.0,20.0,97.0,296.0,134.0,1063.0,462.0,136.0,52.0,594.0
folA_1_56_B_MM9,103.0,125.0,43.0,23.0,9.0,74.0,396.0,42.0,20.0,31.0,19.0,13.0,57.0,517.0,298.0,1723.0,508.0,211.0,123.0,1275.0
folA_1_56_C,15.0,11.0,7.0,2.0,4.0,5.0,6.0,113.0,7.0,9.0,4.0,2.0,8.0,89.0,75.0,221.0,147.0,58.0,28.0,138.0
folA_3_242_B_MM3,305.0,966.0,1912.0,44.0,23.0,45.0,29.0,17.0,4019.0,237.0,397.0,262.0,1558.0,1345.0,752.0,10271.0,5836.0,3637.0,1455.0,5500.0
folA_3_242_C,164.0,196.0,196.0,53.0,21.0,31.0,23.0,24.0,179.0,2017.0,59.0,71.0,297.0,1532.0,785.0,9211.0,4166.0,1300.0,426.0,3351.0
negC_rand_42,680.0,822.0,993.0,26.0,4.0,19.0,25.0,11.0,253.0,98.0,3725.0,162.0,824.0,348.0,297.0,2795.0,1645.0,1159.0,420.0,1371.0
thyA_1_60_B_MM12,538.0,437.0,315.0,13.0,2.0,12.0,23.0,7.0,180.0,64.0,178.0,797.0,398.0,198.0,94.0,1547.0,586.0,433.0,59.0,821.0
thyA_1_60_B_MM13,2631.0,2919.0,2741.0,75.0,35.0,55.0,104.0,27.0,824.0,256.0,839.0,394.0,9322.0,1534.0,714.0,10003.0,4823.0,3295.0,1914.0,4810.0
thyA_1_60_B_MM2,1945.0,2028.0,1443.0,403.0,246.0,612.0,633.0,344.0,602.0,2037.0,383.0,89.0,1900.0,4407.0,834.0,4901.0,2790.0,1769.0,640.0,1811.0
thyA_1_60_C,998.0,1037.0,1200.0,303.0,230.0,450.0,506.0,133.0,335.0,1016.0,268.0,171.0,855.0,822.0,2650.0,2485.0,1866.0,969.0,307.0,1083.0
thyA_3_233_B_MM4,7482.0,6545.0,6189.0,562.0,427.0,1113.0,1068.0,449.0,2520.0,6504.0,2043.0,676.0,6824.0,2777.0,1223.0,34586.0,11749.0,5713.0,3060.0,6320.0
thyA_3_233_B_MM5,5131.0,4676.0,3801.0,275.0,123.0,325.0,455.0,186.0,1228.0,2673.0,867.0,384.0,4045.0,1923.0,1506.0,10297.0,17122.0,4110.0,1469.0,5321.0
thyA_3_233_B_MM6,2774.0,2258.0,1579.0,107.0,45.0,101.0,130.0,98.0,686.0,922.0,468.0,302.0,2661.0,1190.0,595.0,7065.0,6529.0,10909.0,997.0,4762.0
thyA_3_233_B_MM7,1592.0,1606.0,1208.0,36.0,15.0,30.0,36.0,74.0,656.0,190.0,240.0,155.0,929.0,564.0,366.0,2242.0,1867.0,1473.0,4486.0,1420.0
thyA_3_233_C,5166.0,5232.0,5121.0,533.0,429.0,867.0,1184.0,405.0,2642.0,5118.0,1289.0,524.0,5453.0,1890.0,1111.0,16180.0,8664.0,6292.0,3487.0,22934.0
