,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,6403.0,1200.0,737.0,91.0,65.0,105.0,130.0,94.0,100.0,189.0,191.0,167.0,856.0,532.0,218.0,3095.0,1346.0,852.0,292.0,1393.0
folA_1_56_B_MM11,1217.0,6973.0,1005.0,78.0,69.0,104.0,103.0,72.0,359.0,220.0,210.0,178.0,1068.0,570.0,294.0,3164.0,1598.0,1029.0,334.0,1407.0
folA_1_56_B_MM14,847.0,1052.0,6339.0,62.0,61.0,83.0,94.0,79.0,284.0,225.0,217.0,137.0,843.0,478.0,237.0,2786.0,1464.0,770.0,294.0,1350.0
folA_1_56_B_MM2,67.0,76.0,29.0,681.0,19.0,36.0,34.0,16.0,31.0,24.0,11.0,14.0,56.0,101.0,46.0,481.0,191.0,106.0,45.0,344.0
folA_1_56_B_MM3,42.0,39.0,16.0,36.0,434.0,13.0,19.0,26.0,15.0,23.0,8.0,16.0,44.0,78.0,46.0,497.0,187.0,98.0,19.0,220.0
folA_1_56_B_MM6,96.0,101.0,65.0,31.0,24.0,821.0,33.0,31.0,41.0,61.0,22.0,16.0,98.0,165.0,66.0,827.0,370.0,160.0,48.0,419.0
folA_1_56_B_MM9,145.0,126.0,66.0,31.0,31.0,88.0,979.0,61.0,45.0,71.0,18.0,76.0,100.0,232.0,89.0,1129.0,421.0,191.0,66.0,775.0
folA_1_56_C,38.0,46.0,24.0,23.0,9.0,16.0,12.0,522.0,11.0,33.0,5.0,5.0,33.0,57.0,55.0,297.0,148.0,74.0,6.0,219.0
folA_3_242_B_MM3,298.0,615.0,697.0,76.0,51.0,74.0,90.0,68.0,4079.0,217.0,155.0,136.0,580.0,373.0,152.0,2846.0,1450.0,936.0,294.0,1466.0
folA_3_242_C,170.0,206.0,175.0,69.0,36.0,59.0,48.0,49.0,160.0,2088.0,43.0,61.0,202.0,429.0,175.0,2474.0,1168.0,465.0,154.0,985.0
negC_rand_42,218.0,235.0,253.0,29.0,10.0,28.0,33.0,26.0,83.0,70.0,1861.0,60.0,220.0,97.0,59.0,643.0,282.0,258.0,93.0,349.0
thyA_1_60_B_MM12,221.0,273.0,220.0,19.0,14.0,15.0,31.0,23.0,67.0,70.0,38.0,955.0,127.0,63.0,47.0,623.0,300.0,198.0,38.0,256.0
thyA_1_60_B_MM13,848.0,898.0,733.0,92.0,71.0,86.0,98.0,55.0,353.0,233.0,203.0,222.0,5950.0,369.0,156.0,2650.0,1134.0,761.0,298.0,1289.0
thyA_1_60_B_MM2,595.0,516.0,457.0,234.0,164.0,259.0,285.0,231.0,197.0,559.0,120.0,46.0,466.0,3421.0,193.0,1309.0,718.0,401.0,141.0,592.0
thyA_1_60_C,233.0,251.0,255.0,169.0,137.0,117.0,168.0,87.0,92.0,268.0,50.0,60.0,247.0,146.0,1703.0,723.0,398.0,222.0,76.0,285.0
thyA_3_233_B_MM4,2265.0,2158.0,1710.0,526.0,456.0,790.0,738.0,642.0,741.0,1773.0,408.0,374.0,1834.0,903.0,371.0,22480.0,2994.0,1554.0,667.0,2117.0
thyA_3_233_B_MM5,1288.0,1125.0,919.0,268.0,157.0,313.0,303.0,260.0,309.0,901.0,219.0,174.0,982.0,510.0,273.0,2861.0,10376.0,1051.0,382.0,1459.0
thyA_3_233_B_MM6,943.0,714.0,493.0,127.0,98.0,151.0,127.0,181.0,251.0,490.0,130.0,164.0,666.0,395.0,197.0,2049.0,1419.0,6877.0,296.0,1149.0
thyA_3_233_B_MM7,386.0,386.0,271.0,64.0,33.0,54.0,47.0,55.0,172.0,143.0,58.0,83.0,316.0,144.0,100.0,698.0,446.0,334.0,2984.0,398.0
thyA_3_233_C,1390.0,1530.0,1362.0,409.0,446.0,501.0,623.0,466.0,676.0,1481.0,294.0,258.0,1419.0,549.0,381.0,4597.0,2170.0,1620.0,633.0,14587.0
