,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,590.0,86.0,48.0,24.0,18.0,43.0,33.0,22.0,24.0,25.0,19.0,14.0,88.0,34.0,29.0,206.0,109.0,59.0,39.0,73.0
folA_1_56_B_MM11,83.0,492.0,43.0,16.0,13.0,34.0,34.0,7.0,20.0,47.0,14.0,13.0,49.0,62.0,48.0,170.0,117.0,63.0,17.0,111.0
folA_1_56_B_MM14,61.0,58.0,302.0,29.0,32.0,11.0,26.0,8.0,26.0,26.0,17.0,26.0,50.0,21.0,11.0,128.0,69.0,62.0,10.0,53.0
folA_1_56_B_MM2,18.0,25.0,11.0,185.0,5.0,10.0,16.0,6.0,7.0,20.0,3.0,5.0,14.0,14.0,16.0,63.0,44.0,25.0,10.0,35.0
folA_1_56_B_MM3,11.0,13.0,8.0,12.0,156.0,8.0,15.0,16.0,3.0,8.0,5.0,2.0,14.0,8.0,4.0,86.0,28.0,17.0,4.0,23.0
folA_1_56_B_MM6,28.0,26.0,24.0,19.0,8.0,211.0,16.0,12.0,3.0,11.0,2.0,7.0,20.0,16.0,6.0,110.0,87.0,35.0,3.0,65.0
folA_1_56_B_MM9,39.0,36.0,13.0,18.0,11.0,18.0,209.0,9.0,16.0,11.0,2.0,10.0,30.0,14.0,9.0,81.0,54.0,24.0,16.0,47.0
folA_1_56_C,15.0,8.0,11.0,5.0,8.0,11.0,14.0,98.0,3.0,10.0,1.0,2.0,9.0,12.0,0.0,41.0,36.0,13.0,2.0,51.0
folA_3_242_B_MM3,30.0,63.0,43.0,20.0,12.0,18.0,19.0,14.0,304.0,15.0,10.0,9.0,52.0,29.0,16.0,193.0,84.0,43.0,8.0,79.0
folA_3_242_C,34.0,54.0,13.0,16.0,11.0,16.0,24.0,11.0,15.0,251.0,13.0,18.0,39.0,22.0,10.0,154.0,99.0,45.0,17.0,57.0
negC_rand_42,16.0,12.0,7.0,4.0,7.0,5.0,10.0,1.0,10.0,5.0,131.0,7.0,17.0,2.0,5.0,32.0,23.0,26.0,5.0,16.0
thyA_1_60_B_MM12,32.0,30.0,20.0,4.0,9.0,8.0,9.0,43.0,7.0,13.0,5.0,123.0,19.0,7.0,4.0,67.0,24.0,19.0,4.0,19.0
thyA_1_60_B_MM13,58.0,60.0,25.0,13.0,15.0,14.0,27.0,8.0,17.0,30.0,18.0,22.0,358.0,20.0,10.0,178.0,91.0,43.0,9.0,53.0
thyA_1_60_B_MM2,44.0,23.0,26.0,14.0,12.0,19.0,42.0,20.0,14.0,22.0,9.0,13.0,19.0,219.0,7.0,71.0,41.0,39.0,9.0,38.0
thyA_1_60_C,16.0,18.0,14.0,20.0,14.0,14.0,18.0,10.0,5.0,21.0,6.0,4.0,15.0,9.0,99.0,43.0,21.0,6.0,5.0,31.0
thyA_3_233_B_MM4,135.0,151.0,75.0,60.0,171.0,50.0,72.0,49.0,62.0,74.0,54.0,39.0,67.0,54.0,22.0,1391.0,246.0,140.0,40.0,140.0
thyA_3_233_B_MM5,108.0,91.0,49.0,40.0,38.0,38.0,44.0,25.0,43.0,84.0,17.0,42.0,60.0,32.0,15.0,326.0,810.0,119.0,21.0,87.0
thyA_3_233_B_MM6,55.0,49.0,56.0,13.0,14.0,25.0,25.0,33.0,12.0,33.0,6.0,27.0,37.0,25.0,9.0,105.0,109.0,487.0,24.0,91.0
thyA_3_233_B_MM7,31.0,19.0,16.0,8.0,10.0,7.0,9.0,8.0,9.0,8.0,6.0,9.0,14.0,5.0,2.0,76.0,36.0,15.0,141.0,19.0
thyA_3_233_C,104.0,68.0,46.0,132.0,54.0,173.0,44.0,48.0,35.0,68.0,26.0,20.0,71.0,42.0,28.0,513.0,147.0,104.0,37.0,917.0
