,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,27773.0,10184.0,6627.0,1200.0,742.0,1323.0,1358.0,660.0,1304.0,1491.0,2304.0,2743.0,10582.0,4103.0,3126.0,21251.0,11860.0,7773.0,2718.0,9381.0
folA_1_56_B_MM11,10541.0,24171.0,6196.0,997.0,722.0,1318.0,893.0,554.0,3152.0,2252.0,1886.0,3330.0,9023.0,4826.0,2320.0,22583.0,13231.0,5938.0,2681.0,10914.0
folA_1_56_B_MM14,7926.0,7493.0,18316.0,1018.0,585.0,895.0,1094.0,708.0,4672.0,1842.0,2755.0,2714.0,7203.0,3716.0,2656.0,18033.0,11325.0,7670.0,2317.0,8699.0
folA_1_56_B_MM2,942.0,810.0,441.0,4287.0,317.0,463.0,578.0,465.0,335.0,506.0,166.0,272.0,751.0,1449.0,718.0,6409.0,3781.0,2463.0,589.0,4214.0
folA_1_56_B_MM3,652.0,622.0,362.0,502.0,2251.0,385.0,411.0,256.0,253.0,302.0,259.0,244.0,581.0,1088.0,909.0,7080.0,3084.0,1197.0,312.0,3557.0
folA_1_56_B_MM6,1284.0,1396.0,641.0,858.0,652.0,4043.0,1018.0,409.0,258.0,898.0,322.0,289.0,1180.0,3498.0,1096.0,12152.0,6259.0,2072.0,398.0,5110.0
folA_1_56_B_MM9,1918.0,1237.0,827.0,696.0,481.0,874.0,4619.0,481.0,461.0,685.0,303.0,619.0,1402.0,2930.0,1890.0,10505.0,5167.0,2374.0,1027.0,8576.0
folA_1_56_C,613.0,543.0,311.0,459.0,243.0,469.0,307.0,1881.0,167.0,272.0,114.0,181.0,373.0,1064.0,143.0,4253.0,2769.0,1371.0,214.0,2353.0
folA_3_242_B_MM3,2468.0,7779.0,5625.0,817.0,592.0,832.0,727.0,667.0,11406.0,1991.0,3155.0,1742.0,7618.0,4745.0,2142.0,22398.0,10093.0,6935.0,1610.0,9185.0
folA_3_242_C,1719.0,1900.0,1611.0,900.0,370.0,644.0,728.0,897.0,2506.0,6783.0,577.0,1472.0,2214.0,1969.0,2079.0,15906.0,10498.0,4260.0,1990.0,9466.0
negC_rand_42,2884.0,2323.0,2531.0,336.0,160.0,351.0,209.0,294.0,1506.0,698.0,10516.0,1137.0,2263.0,935.0,1196.0,6107.0,3580.0,2893.0,746.0,3810.0
thyA_1_60_B_MM12,4669.0,4060.0,2710.0,334.0,191.0,434.0,453.0,428.0,1030.0,944.0,754.0,6389.0,2262.0,1195.0,451.0,6398.0,3548.0,2174.0,453.0,3930.0
thyA_1_60_B_MM13,9055.0,7008.0,7319.0,824.0,653.0,760.0,1483.0,664.0,2822.0,1789.0,2302.0,2939.0,21540.0,3459.0,1867.0,19470.0,15693.0,5896.0,1936.0,6273.0
thyA_1_60_B_MM2,5414.0,3899.0,3898.0,3622.0,2301.0,3685.0,3359.0,3317.0,2513.0,4295.0,1131.0,1119.0,4638.0,9973.0,1689.0,8672.0,5106.0,3821.0,1741.0,4139.0
thyA_1_60_C,2692.0,2688.0,2418.0,2034.0,2053.0,1937.0,2091.0,1120.0,715.0,2621.0,786.0,1193.0,2333.0,1517.0,4691.0,4833.0,3041.0,1827.0,608.0,2786.0
thyA_3_233_B_MM4,15524.0,15808.0,14651.0,7639.0,6969.0,9452.0,10065.0,7068.0,6121.0,13273.0,3590.0,5549.0,13262.0,8001.0,4764.0,58492.0,21754.0,13237.0,3598.0,16991.0
thyA_3_233_B_MM5,12628.0,13442.0,8591.0,4981.0,3262.0,4972.0,5742.0,2961.0,4657.0,9591.0,2661.0,4359.0,9221.0,5376.0,1862.0,19494.0,35095.0,8322.0,2893.0,10783.0
thyA_3_233_B_MM6,5857.0,7002.0,4225.0,1621.0,1464.0,2286.0,2083.0,2278.0,1765.0,5003.0,1344.0,2035.0,5431.0,2685.0,1999.0,12839.0,10809.0,20474.0,2702.0,7474.0
thyA_3_233_B_MM7,3018.0,2134.0,1873.0,626.0,394.0,949.0,810.0,430.0,1384.0,1552.0,629.0,1353.0,3032.0,1066.0,687.0,7340.0,3785.0,1832.0,6156.0,3006.0
thyA_3_233_C,13583.0,11037.0,8758.0,8566.0,6790.0,7553.0,9000.0,4960.0,7231.0,10429.0,3944.0,4257.0,9974.0,5949.0,3559.0,32593.0,17279.0,10521.0,3199.0,44164.0
