,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,10572.0,3383.0,2237.0,189.0,145.0,297.0,291.0,117.0,233.0,292.0,555.0,509.0,2746.0,1371.0,883.0,7934.0,4203.0,3137.0,1107.0,3819.0
folA_1_56_B_MM11,3576.0,10862.0,2475.0,187.0,133.0,237.0,213.0,116.0,668.0,501.0,689.0,626.0,3183.0,1831.0,805.0,8874.0,5183.0,2445.0,972.0,4328.0
folA_1_56_B_MM14,2571.0,2691.0,9392.0,199.0,141.0,174.0,247.0,98.0,1002.0,332.0,735.0,546.0,2781.0,1466.0,825.0,6996.0,4365.0,2902.0,1013.0,3663.0
folA_1_56_B_MM2,154.0,159.0,82.0,997.0,55.0,76.0,103.0,58.0,51.0,83.0,40.0,48.0,152.0,360.0,169.0,1470.0,796.0,436.0,134.0,1200.0
folA_1_56_B_MM3,104.0,97.0,78.0,88.0,520.0,48.0,54.0,23.0,35.0,63.0,21.0,32.0,79.0,253.0,172.0,1574.0,598.0,267.0,53.0,837.0
folA_1_56_B_MM6,212.0,275.0,164.0,118.0,86.0,1174.0,126.0,64.0,65.0,101.0,56.0,29.0,211.0,775.0,212.0,2802.0,1285.0,499.0,125.0,1443.0
folA_1_56_B_MM9,345.0,218.0,154.0,138.0,58.0,173.0,1358.0,60.0,64.0,137.0,47.0,91.0,219.0,868.0,531.0,2971.0,1211.0,510.0,221.0,2491.0
folA_1_56_C,114.0,81.0,67.0,77.0,33.0,34.0,35.0,488.0,20.0,43.0,13.0,23.0,72.0,258.0,52.0,889.0,491.0,303.0,44.0,465.0
folA_3_242_B_MM3,607.0,1703.0,1677.0,145.0,103.0,179.0,160.0,107.0,4675.0,301.0,599.0,325.0,2055.0,1619.0,748.0,8378.0,4133.0,2860.0,668.0,3303.0
folA_3_242_C,445.0,429.0,450.0,125.0,69.0,155.0,147.0,106.0,646.0,2507.0,107.0,195.0,595.0,939.0,519.0,6254.0,4029.0,1747.0,642.0,3599.0
negC_rand_42,744.0,772.0,819.0,71.0,33.0,80.0,66.0,39.0,320.0,142.0,3597.0,252.0,774.0,404.0,327.0,2302.0,1431.0,908.0,298.0,1518.0
thyA_1_60_B_MM12,977.0,870.0,492.0,61.0,51.0,70.0,63.0,55.0,210.0,156.0,153.0,1686.0,487.0,303.0,101.0,1571.0,746.0,535.0,108.0,979.0
thyA_1_60_B_MM13,2839.0,2573.0,2928.0,171.0,135.0,217.0,219.0,148.0,872.0,442.0,791.0,545.0,9620.0,1350.0,699.0,8146.0,5801.0,2590.0,866.0,3402.0
thyA_1_60_B_MM2,1901.0,1551.0,1561.0,765.0,603.0,935.0,1045.0,732.0,888.0,1596.0,353.0,297.0,1720.0,5433.0,620.0,4311.0,2501.0,1482.0,792.0,2151.0
thyA_1_60_C,1062.0,996.0,982.0,471.0,413.0,501.0,475.0,227.0,281.0,917.0,250.0,209.0,862.0,634.0,2661.0,2251.0,1449.0,837.0,252.0,1440.0
thyA_3_233_B_MM4,5714.0,6014.0,5612.0,1537.0,1385.0,2068.0,2232.0,1199.0,2221.0,4450.0,1186.0,1097.0,5306.0,3303.0,1580.0,30475.0,8781.0,5414.0,1852.0,7431.0
thyA_3_233_B_MM5,3991.0,4675.0,3088.0,901.0,576.0,978.0,1121.0,541.0,1684.0,3022.0,848.0,817.0,3259.0,2223.0,896.0,7990.0,18320.0,3569.0,1270.0,4933.0
thyA_3_233_B_MM6,2256.0,2446.0,1746.0,348.0,245.0,394.0,396.0,363.0,695.0,1238.0,529.0,446.0,1931.0,1223.0,670.0,5992.0,4568.0,11958.0,1361.0,2934.0
thyA_3_233_B_MM7,1041.0,931.0,755.0,109.0,79.0,156.0,135.0,67.0,415.0,304.0,180.0,245.0,1051.0,559.0,294.0,3134.0,1543.0,749.0,3955.0,1599.0
thyA_3_233_C,4719.0,4215.0,3293.0,1564.0,1281.0,1823.0,2051.0,997.0,2640.0,3416.0,998.0,751.0,3847.0,2441.0,1307.0,12865.0,7168.0,4873.0,1460.0,23322.0
