,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,3760.0,1116.0,649.0,247.0,150.0,250.0,247.0,179.0,133.0,380.0,305.0,360.0,1174.0,706.0,306.0,3167.0,2012.0,1040.0,290.0,2087.0
folA_1_56_B_MM11,1305.0,8166.0,2056.0,237.0,199.0,201.0,264.0,187.0,889.0,406.0,614.0,625.0,2840.0,1485.0,729.0,8673.0,5984.0,2658.0,705.0,3988.0
folA_1_56_B_MM14,836.0,2353.0,8094.0,197.0,113.0,320.0,198.0,210.0,791.0,433.0,626.0,682.0,2748.0,1815.0,788.0,8970.0,5915.0,2507.0,917.0,4716.0
folA_1_56_B_MM2,169.0,145.0,95.0,831.0,71.0,158.0,209.0,100.0,50.0,118.0,38.0,73.0,218.0,354.0,100.0,1122.0,695.0,205.0,81.0,890.0
folA_1_56_B_MM3,104.0,87.0,76.0,183.0,529.0,84.0,105.0,84.0,44.0,65.0,23.0,21.0,132.0,123.0,80.0,981.0,520.0,168.0,64.0,452.0
folA_1_56_B_MM6,224.0,177.0,121.0,217.0,148.0,864.0,95.0,97.0,68.0,116.0,25.0,67.0,191.0,326.0,94.0,1624.0,891.0,323.0,58.0,1144.0
folA_1_56_B_MM9,422.0,171.0,116.0,185.0,85.0,172.0,1082.0,206.0,66.0,181.0,64.0,56.0,175.0,434.0,255.0,2272.0,1064.0,340.0,124.0,1369.0
folA_1_56_C,90.0,68.0,60.0,61.0,13.0,34.0,36.0,620.0,32.0,60.0,14.0,18.0,38.0,130.0,89.0,660.0,458.0,122.0,28.0,475.0
folA_3_242_B_MM3,445.0,1788.0,2214.0,236.0,105.0,194.0,164.0,135.0,7259.0,506.0,616.0,616.0,2217.0,1716.0,763.0,12186.0,7175.0,3819.0,1086.0,7501.0
folA_3_242_C,402.0,441.0,371.0,258.0,100.0,249.0,125.0,154.0,665.0,3217.0,143.0,160.0,588.0,1697.0,735.0,9322.0,5130.0,1778.0,500.0,3934.0
negC_rand_42,301.0,599.0,677.0,76.0,35.0,83.0,73.0,86.0,312.0,186.0,3454.0,211.0,845.0,380.0,311.0,2396.0,1357.0,836.0,224.0,1519.0
thyA_1_60_B_MM12,407.0,768.0,541.0,51.0,50.0,53.0,37.0,47.0,269.0,196.0,215.0,1568.0,623.0,447.0,268.0,2573.0,1378.0,819.0,150.0,1188.0
thyA_1_60_B_MM13,1034.0,2054.0,2055.0,176.0,160.0,240.0,184.0,179.0,983.0,549.0,722.0,994.0,8721.0,1341.0,710.0,8875.0,4653.0,2386.0,775.0,4698.0
thyA_1_60_B_MM2,529.0,1325.0,1113.0,446.0,294.0,425.0,423.0,406.0,587.0,1835.0,352.0,267.0,1631.0,4345.0,734.0,4145.0,2667.0,1312.0,381.0,1772.0
thyA_1_60_C,372.0,729.0,814.0,362.0,260.0,346.0,301.0,265.0,341.0,977.0,254.0,293.0,938.0,708.0,2402.0,2694.0,2016.0,859.0,179.0,906.0
thyA_3_233_B_MM4,2609.0,5437.0,5874.0,1161.0,797.0,1735.0,1445.0,1241.0,3183.0,7489.0,1986.0,1325.0,7635.0,3254.0,1469.0,35976.0,13276.0,5799.0,2096.0,9247.0
thyA_3_233_B_MM5,1760.0,4031.0,3964.0,708.0,338.0,624.0,794.0,532.0,1770.0,4282.0,1451.0,1002.0,5127.0,2928.0,1537.0,12687.0,20335.0,4099.0,1526.0,7253.0
thyA_3_233_B_MM6,1159.0,1732.0,1425.0,300.0,142.0,301.0,325.0,272.0,956.0,1392.0,551.0,660.0,2578.0,1522.0,787.0,7803.0,6485.0,9826.0,779.0,4974.0
thyA_3_233_B_MM7,503.0,1052.0,821.0,110.0,78.0,112.0,109.0,181.0,665.0,369.0,254.0,289.0,936.0,612.0,385.0,1966.0,1900.0,1178.0,3241.0,1609.0
thyA_3_233_C,1761.0,4187.0,4736.0,1053.0,934.0,1242.0,1088.0,1091.0,3197.0,6690.0,1747.0,1322.0,6160.0,2105.0,1490.0,17830.0,10053.0,6164.0,2578.0,25830.0
