,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,6296.0,1966.0,1382.0,78.0,41.0,88.0,90.0,50.0,146.0,161.0,280.0,296.0,1689.0,836.0,526.0,5230.0,2290.0,1692.0,582.0,2658.0
folA_1_56_B_MM11,2116.0,7385.0,1780.0,85.0,49.0,87.0,93.0,37.0,481.0,250.0,342.0,379.0,2190.0,1204.0,557.0,6485.0,3658.0,1627.0,661.0,3223.0
folA_1_56_B_MM14,1548.0,1921.0,7342.0,104.0,68.0,77.0,131.0,43.0,927.0,262.0,533.0,366.0,2026.0,1066.0,625.0,5753.0,3509.0,2198.0,831.0,3068.0
folA_1_56_B_MM2,51.0,73.0,60.0,502.0,25.0,37.0,27.0,15.0,21.0,24.0,9.0,22.0,55.0,127.0,69.0,581.0,289.0,102.0,41.0,489.0
folA_1_56_B_MM3,36.0,27.0,19.0,21.0,238.0,18.0,20.0,14.0,15.0,21.0,10.0,8.0,49.0,117.0,80.0,595.0,222.0,83.0,18.0,295.0
folA_1_56_B_MM6,88.0,165.0,71.0,34.0,16.0,481.0,42.0,29.0,15.0,44.0,22.0,25.0,81.0,477.0,101.0,1202.0,581.0,133.0,38.0,616.0
folA_1_56_B_MM9,139.0,77.0,71.0,44.0,30.0,52.0,605.0,12.0,31.0,49.0,23.0,22.0,96.0,396.0,239.0,1233.0,448.0,187.0,71.0,1253.0
folA_1_56_C,24.0,25.0,27.0,15.0,17.0,18.0,12.0,208.0,8.0,20.0,13.0,11.0,42.0,133.0,13.0,303.0,171.0,101.0,18.0,194.0
folA_3_242_B_MM3,348.0,1191.0,1569.0,77.0,46.0,83.0,72.0,50.0,3904.0,250.0,460.0,220.0,1803.0,1285.0,615.0,7949.0,3458.0,2259.0,514.0,3184.0
folA_3_242_C,225.0,259.0,336.0,65.0,16.0,56.0,46.0,39.0,375.0,2007.0,59.0,82.0,295.0,733.0,395.0,5574.0,3245.0,1074.0,372.0,2909.0
negC_rand_42,457.0,559.0,575.0,27.0,14.0,20.0,24.0,20.0,232.0,69.0,2508.0,123.0,593.0,233.0,261.0,1874.0,1066.0,649.0,187.0,1395.0
thyA_1_60_B_MM12,578.0,677.0,317.0,26.0,18.0,30.0,38.0,39.0,157.0,70.0,87.0,1046.0,357.0,201.0,80.0,1090.0,534.0,364.0,75.0,800.0
thyA_1_60_B_MM13,1568.0,1697.0,2106.0,86.0,41.0,73.0,115.0,55.0,642.0,259.0,486.0,447.0,7055.0,882.0,484.0,6811.0,4622.0,1962.0,567.0,2364.0
thyA_1_60_B_MM2,1320.0,1127.0,1135.0,384.0,246.0,435.0,482.0,366.0,586.0,1166.0,204.0,161.0,1123.0,3452.0,464.0,3167.0,1787.0,1119.0,589.0,1572.0
thyA_1_60_C,720.0,755.0,787.0,279.0,235.0,303.0,290.0,132.0,227.0,639.0,169.0,135.0,579.0,362.0,1813.0,1735.0,1113.0,615.0,238.0,994.0
thyA_3_233_B_MM4,3857.0,4377.0,4812.0,489.0,615.0,813.0,1120.0,533.0,1893.0,3477.0,903.0,743.0,4326.0,2478.0,1399.0,24203.0,7514.0,4468.0,1376.0,6395.0
thyA_3_233_B_MM5,2861.0,3319.0,2814.0,294.0,169.0,327.0,489.0,198.0,1403.0,2634.0,659.0,473.0,2810.0,1759.0,555.0,6855.0,14426.0,2741.0,1087.0,4082.0
thyA_3_233_B_MM6,1465.0,1753.0,1404.0,129.0,70.0,138.0,147.0,129.0,482.0,871.0,303.0,311.0,1457.0,921.0,569.0,4562.0,3567.0,8377.0,863.0,2524.0
thyA_3_233_B_MM7,743.0,616.0,637.0,31.0,29.0,53.0,55.0,36.0,313.0,212.0,178.0,203.0,704.0,316.0,186.0,2599.0,1302.0,582.0,2726.0,1218.0
thyA_3_233_C,3581.0,2983.0,3030.0,593.0,461.0,847.0,1063.0,407.0,2215.0,2912.0,828.0,596.0,3246.0,1720.0,1050.0,12606.0,5749.0,3623.0,1197.0,18803.0
