,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,4274.0,1349.0,921.0,297.0,200.0,305.0,368.0,122.0,206.0,349.0,284.0,432.0,1537.0,573.0,411.0,3827.0,1933.0,1349.0,392.0,1648.0
folA_1_56_B_MM11,1482.0,6639.0,1691.0,272.0,153.0,254.0,239.0,171.0,847.0,596.0,496.0,864.0,2527.0,1508.0,671.0,8752.0,5223.0,1897.0,672.0,3848.0
folA_1_56_B_MM14,925.0,2068.0,6422.0,286.0,195.0,288.0,257.0,182.0,1437.0,524.0,667.0,756.0,2581.0,1288.0,877.0,7383.0,4674.0,2443.0,788.0,3417.0
folA_1_56_B_MM2,246.0,224.0,119.0,993.0,139.0,179.0,231.0,108.0,71.0,139.0,90.0,49.0,247.0,316.0,178.0,1699.0,955.0,373.0,123.0,1269.0
folA_1_56_B_MM3,150.0,109.0,69.0,100.0,523.0,131.0,99.0,54.0,35.0,106.0,51.0,55.0,149.0,217.0,138.0,1941.0,762.0,280.0,56.0,773.0
folA_1_56_B_MM6,250.0,288.0,243.0,221.0,172.0,1248.0,196.0,139.0,106.0,173.0,88.0,62.0,302.0,707.0,197.0,2781.0,1827.0,524.0,103.0,1391.0
folA_1_56_B_MM9,496.0,267.0,171.0,219.0,106.0,164.0,1126.0,125.0,118.0,216.0,70.0,103.0,307.0,517.0,345.0,2499.0,1340.0,649.0,150.0,2137.0
folA_1_56_C,97.0,126.0,56.0,92.0,87.0,109.0,55.0,539.0,40.0,100.0,29.0,39.0,85.0,267.0,24.0,1122.0,875.0,351.0,55.0,586.0
folA_3_242_B_MM3,556.0,2086.0,2020.0,243.0,191.0,240.0,188.0,146.0,4497.0,476.0,1019.0,648.0,2769.0,2030.0,912.0,11483.0,5336.0,2899.0,538.0,3986.0
folA_3_242_C,373.0,477.0,482.0,238.0,74.0,211.0,229.0,145.0,804.0,2223.0,156.0,286.0,549.0,976.0,551.0,7392.0,4786.0,1582.0,552.0,3879.0
negC_rand_42,384.0,595.0,614.0,55.0,56.0,63.0,45.0,56.0,386.0,180.0,3157.0,280.0,725.0,284.0,393.0,2581.0,1490.0,772.0,225.0,1649.0
thyA_1_60_B_MM12,708.0,1043.0,637.0,92.0,56.0,125.0,157.0,96.0,298.0,209.0,148.0,1925.0,696.0,418.0,118.0,2370.0,1297.0,675.0,123.0,1569.0
thyA_1_60_B_MM13,1321.0,2018.0,2216.0,187.0,126.0,245.0,276.0,114.0,1021.0,510.0,778.0,990.0,7638.0,1165.0,716.0,8853.0,5896.0,2089.0,606.0,2583.0
thyA_1_60_B_MM2,853.0,1227.0,1263.0,674.0,423.0,577.0,586.0,645.0,825.0,1482.0,353.0,308.0,1756.0,3258.0,555.0,3665.0,2260.0,1226.0,551.0,1628.0
thyA_1_60_C,508.0,845.0,840.0,411.0,317.0,386.0,258.0,223.0,254.0,952.0,282.0,339.0,700.0,452.0,1638.0,2172.0,1441.0,662.0,271.0,1209.0
thyA_3_233_B_MM4,2539.0,5777.0,6305.0,1462.0,1420.0,2116.0,2011.0,1543.0,3089.0,5625.0,1682.0,1947.0,6302.0,3630.0,2039.0,26528.0,10979.0,5347.0,1421.0,8341.0
thyA_3_233_B_MM5,2164.0,4837.0,4233.0,1207.0,787.0,1247.0,1406.0,682.0,2395.0,4915.0,1145.0,1483.0,4403.0,3200.0,904.0,10181.0,17827.0,3947.0,1292.0,5683.0
thyA_3_233_B_MM6,1126.0,2106.0,1675.0,357.0,277.0,483.0,501.0,432.0,709.0,1803.0,420.0,676.0,2077.0,1355.0,757.0,6070.0,4997.0,8616.0,1022.0,3453.0
thyA_3_233_B_MM7,459.0,699.0,614.0,126.0,67.0,193.0,168.0,85.0,530.0,355.0,188.0,419.0,980.0,409.0,300.0,3253.0,1537.0,675.0,2348.0,1633.0
thyA_3_233_C,2394.0,3600.0,3738.0,1823.0,1407.0,1879.0,1670.0,1003.0,3224.0,4478.0,1465.0,1895.0,4449.0,2596.0,1517.0,17347.0,8129.0,4557.0,1382.0,20230.0
