,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,9373.0,4009.0,1972.0,526.0,269.0,690.0,536.0,347.0,416.0,697.0,805.0,989.0,3910.0,2140.0,778.0,10024.0,6627.0,3186.0,1161.0,3940.0
folA_1_56_B_MM11,4102.0,8585.0,2541.0,527.0,294.0,528.0,454.0,351.0,1047.0,827.0,669.0,880.0,3200.0,1661.0,905.0,7775.0,6610.0,3058.0,1061.0,2913.0
folA_1_56_B_MM14,3204.0,2961.0,6348.0,363.0,247.0,410.0,537.0,359.0,859.0,778.0,642.0,843.0,2750.0,1915.0,798.0,6722.0,5669.0,2383.0,840.0,2728.0
folA_1_56_B_MM2,492.0,330.0,184.0,1505.0,151.0,404.0,408.0,190.0,104.0,269.0,107.0,133.0,380.0,1038.0,377.0,3773.0,2458.0,891.0,280.0,1370.0
folA_1_56_B_MM3,264.0,226.0,88.0,253.0,714.0,179.0,235.0,119.0,74.0,119.0,50.0,88.0,220.0,568.0,306.0,3301.0,1683.0,543.0,175.0,958.0
folA_1_56_B_MM6,535.0,405.0,289.0,427.0,248.0,1507.0,450.0,244.0,124.0,451.0,87.0,181.0,348.0,1088.0,422.0,4185.0,3084.0,1153.0,221.0,1569.0
folA_1_56_B_MM9,749.0,530.0,245.0,434.0,256.0,513.0,1771.0,341.0,154.0,356.0,119.0,139.0,390.0,1333.0,703.0,6206.0,3452.0,1324.0,499.0,2627.0
folA_1_56_C,230.0,194.0,91.0,164.0,71.0,161.0,113.0,728.0,49.0,154.0,31.0,73.0,217.0,225.0,314.0,1528.0,1470.0,497.0,113.0,637.0
folA_3_242_B_MM3,806.0,1929.0,1718.0,297.0,210.0,360.0,215.0,209.0,3869.0,931.0,536.0,531.0,1565.0,1447.0,706.0,7653.0,5325.0,2933.0,970.0,3982.0
folA_3_242_C,733.0,862.0,547.0,604.0,254.0,424.0,274.0,222.0,527.0,2671.0,221.0,389.0,1142.0,1488.0,698.0,6798.0,5063.0,2077.0,708.0,2053.0
negC_rand_42,880.0,873.0,676.0,175.0,77.0,180.0,112.0,125.0,361.0,305.0,2960.0,314.0,707.0,336.0,277.0,1900.0,1389.0,845.0,228.0,838.0
thyA_1_60_B_MM12,1309.0,1161.0,739.0,158.0,111.0,194.0,134.0,123.0,284.0,384.0,269.0,1457.0,527.0,455.0,274.0,2818.0,1659.0,1222.0,286.0,985.0
thyA_1_60_B_MM13,3450.0,2791.0,1704.0,416.0,331.0,455.0,416.0,294.0,893.0,889.0,543.0,1210.0,5922.0,1231.0,709.0,6859.0,3989.0,2337.0,1163.0,2734.0
thyA_1_60_B_MM2,2268.0,1814.0,1029.0,1407.0,843.0,1889.0,1620.0,862.0,665.0,2008.0,335.0,308.0,1747.0,3738.0,900.0,3844.0,2814.0,1359.0,439.0,1429.0
thyA_1_60_C,1233.0,788.0,813.0,1019.0,628.0,1121.0,1011.0,464.0,306.0,953.0,269.0,423.0,919.0,825.0,1897.0,2362.0,1823.0,961.0,353.0,704.0
thyA_3_233_B_MM4,7205.0,4871.0,3265.0,3421.0,1755.0,4835.0,3874.0,2640.0,1779.0,5396.0,1481.0,1575.0,4554.0,2228.0,1206.0,23173.0,10332.0,4278.0,1908.0,4440.0
thyA_3_233_B_MM5,5019.0,3629.0,2100.0,2317.0,794.0,2370.0,2177.0,1260.0,998.0,3005.0,953.0,834.0,3110.0,1966.0,1336.0,8274.0,14674.0,3065.0,1313.0,3929.0
thyA_3_233_B_MM6,2631.0,1946.0,1024.0,800.0,420.0,857.0,766.0,787.0,648.0,1602.0,430.0,717.0,2061.0,1051.0,752.0,5428.0,5655.0,7113.0,710.0,2881.0
thyA_3_233_B_MM7,1586.0,1445.0,710.0,290.0,253.0,409.0,359.0,294.0,543.0,570.0,263.0,447.0,702.0,455.0,386.0,1580.0,1874.0,1175.0,2916.0,1001.0
thyA_3_233_C,4081.0,4023.0,2980.0,2577.0,2038.0,3465.0,2926.0,1960.0,1606.0,4567.0,1108.0,1058.0,3857.0,1481.0,1130.0,11339.0,7416.0,4661.0,2393.0,15027.0
