,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,7699.0,2318.0,1242.0,40.0,31.0,113.0,62.0,74.0,123.0,116.0,187.0,208.0,1346.0,712.0,371.0,5602.0,2449.0,1589.0,588.0,2554.0
folA_1_56_B_MM11,2324.0,10039.0,1848.0,40.0,77.0,61.0,81.0,74.0,377.0,157.0,254.0,210.0,1783.0,805.0,408.0,5665.0,3215.0,1807.0,627.0,2410.0
folA_1_56_B_MM14,1576.0,2116.0,9573.0,51.0,25.0,63.0,74.0,63.0,267.0,144.0,271.0,248.0,1413.0,822.0,350.0,4973.0,2570.0,1538.0,591.0,2159.0
folA_1_56_B_MM2,20.0,56.0,21.0,288.0,16.0,63.0,15.0,9.0,4.0,22.0,4.0,6.0,33.0,96.0,41.0,426.0,174.0,67.0,14.0,247.0
folA_1_56_B_MM3,28.0,23.0,14.0,12.0,166.0,9.0,18.0,3.0,5.0,11.0,9.0,3.0,17.0,55.0,35.0,421.0,150.0,43.0,12.0,180.0
folA_1_56_B_MM6,40.0,36.0,23.0,18.0,11.0,359.0,20.0,9.0,14.0,21.0,9.0,10.0,79.0,164.0,97.0,861.0,382.0,84.0,22.0,456.0
folA_1_56_B_MM9,99.0,94.0,38.0,30.0,19.0,75.0,383.0,14.0,20.0,31.0,14.0,16.0,49.0,315.0,158.0,1362.0,405.0,156.0,36.0,853.0
folA_1_56_C,17.0,17.0,5.0,11.0,7.0,2.0,5.0,236.0,1.0,7.0,0.0,6.0,9.0,43.0,27.0,205.0,109.0,39.0,6.0,99.0
folA_3_242_B_MM3,242.0,623.0,944.0,22.0,19.0,37.0,57.0,16.0,3765.0,148.0,129.0,145.0,714.0,543.0,244.0,5059.0,2831.0,1712.0,499.0,2511.0
folA_3_242_C,136.0,198.0,108.0,26.0,14.0,34.0,37.0,24.0,135.0,1438.0,21.0,32.0,166.0,644.0,293.0,4929.0,2093.0,779.0,222.0,1784.0
negC_rand_42,264.0,355.0,330.0,8.0,7.0,5.0,24.0,12.0,76.0,54.0,2499.0,48.0,221.0,94.0,83.0,963.0,444.0,378.0,93.0,447.0
thyA_1_60_B_MM12,341.0,333.0,199.0,5.0,6.0,9.0,8.0,10.0,80.0,62.0,46.0,718.0,160.0,116.0,44.0,962.0,331.0,251.0,54.0,416.0
thyA_1_60_B_MM13,1422.0,1545.0,1291.0,39.0,43.0,46.0,76.0,18.0,398.0,221.0,228.0,234.0,7662.0,554.0,219.0,4678.0,2064.0,1314.0,557.0,2232.0
thyA_1_60_B_MM2,947.0,921.0,635.0,240.0,147.0,372.0,416.0,195.0,238.0,991.0,107.0,38.0,734.0,3386.0,237.0,2315.0,1195.0,717.0,233.0,774.0
thyA_1_60_C,449.0,422.0,453.0,157.0,91.0,167.0,203.0,81.0,157.0,387.0,61.0,69.0,278.0,227.0,2131.0,963.0,617.0,292.0,100.0,401.0
thyA_3_233_B_MM4,4212.0,3677.0,3129.0,451.0,354.0,862.0,789.0,427.0,1221.0,3398.0,625.0,413.0,2876.0,1150.0,486.0,31480.0,5167.0,2861.0,1151.0,3410.0
thyA_3_233_B_MM5,2529.0,2267.0,1711.0,167.0,81.0,254.0,278.0,124.0,493.0,1336.0,244.0,207.0,1532.0,685.0,488.0,4895.0,15011.0,1770.0,569.0,2298.0
thyA_3_233_B_MM6,1607.0,1292.0,763.0,75.0,35.0,86.0,126.0,58.0,288.0,513.0,153.0,179.0,966.0,500.0,235.0,3265.0,2756.0,8828.0,465.0,1975.0
thyA_3_233_B_MM7,780.0,826.0,498.0,35.0,6.0,10.0,26.0,76.0,255.0,129.0,45.0,66.0,343.0,193.0,121.0,1002.0,769.0,486.0,4665.0,617.0
thyA_3_233_C,2551.0,2664.0,2311.0,356.0,318.0,539.0,682.0,306.0,1071.0,2508.0,396.0,293.0,1901.0,725.0,431.0,7644.0,3655.0,2589.0,1159.0,20082.0
