,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,12907.0,4100.0,2628.0,306.0,227.0,390.0,271.0,262.0,360.0,482.0,718.0,678.0,3368.0,2063.0,1043.0,11274.0,5463.0,3283.0,1383.0,5542.0
folA_1_56_B_MM11,4217.0,13627.0,3350.0,296.0,221.0,339.0,295.0,188.0,949.0,563.0,799.0,655.0,3666.0,2085.0,1157.0,10074.0,6782.0,3785.0,1426.0,4878.0
folA_1_56_B_MM14,3181.0,3888.0,11972.0,223.0,153.0,235.0,274.0,237.0,818.0,487.0,869.0,650.0,3404.0,2456.0,976.0,9441.0,5651.0,3262.0,1384.0,4742.0
folA_1_56_B_MM2,222.0,252.0,120.0,1240.0,68.0,113.0,134.0,72.0,62.0,106.0,49.0,67.0,169.0,620.0,230.0,2538.0,1076.0,448.0,184.0,1439.0
folA_1_56_B_MM3,158.0,124.0,86.0,100.0,773.0,66.0,74.0,75.0,52.0,47.0,41.0,32.0,170.0,375.0,259.0,1902.0,866.0,350.0,111.0,915.0
folA_1_56_B_MM6,266.0,247.0,168.0,172.0,104.0,1502.0,155.0,103.0,83.0,159.0,55.0,63.0,242.0,696.0,312.0,3602.0,1808.0,660.0,172.0,1946.0
folA_1_56_B_MM9,359.0,299.0,151.0,232.0,87.0,288.0,1650.0,145.0,89.0,143.0,64.0,78.0,251.0,946.0,545.0,4598.0,1630.0,860.0,285.0,2769.0
folA_1_56_C,104.0,92.0,62.0,84.0,30.0,54.0,54.0,760.0,28.0,64.0,16.0,19.0,82.0,259.0,265.0,1248.0,768.0,313.0,77.0,845.0
folA_3_242_B_MM3,753.0,1694.0,2310.0,181.0,95.0,269.0,168.0,204.0,6102.0,539.0,531.0,482.0,1944.0,1699.0,837.0,10602.0,6110.0,3682.0,1338.0,5622.0
folA_3_242_C,499.0,507.0,400.0,236.0,107.0,246.0,145.0,128.0,467.0,3289.0,134.0,164.0,686.0,1749.0,899.0,9368.0,4959.0,2043.0,730.0,3860.0
negC_rand_42,858.0,983.0,929.0,74.0,61.0,99.0,71.0,74.0,400.0,167.0,4268.0,235.0,943.0,413.0,338.0,2874.0,1523.0,1085.0,326.0,1451.0
thyA_1_60_B_MM12,942.0,872.0,583.0,59.0,56.0,99.0,71.0,66.0,274.0,200.0,234.0,1753.0,622.0,403.0,233.0,2627.0,1075.0,820.0,189.0,1209.0
thyA_1_60_B_MM13,3585.0,3219.0,2813.0,282.0,188.0,296.0,277.0,245.0,1145.0,621.0,817.0,859.0,11660.0,1805.0,932.0,10267.0,5148.0,3282.0,1484.0,5078.0
thyA_1_60_B_MM2,2272.0,2224.0,1650.0,1141.0,886.0,1309.0,1137.0,1050.0,800.0,2432.0,492.0,263.0,2303.0,6563.0,1056.0,5675.0,3247.0,2035.0,751.0,2359.0
thyA_1_60_C,1199.0,1271.0,1151.0,755.0,590.0,783.0,769.0,476.0,428.0,1126.0,317.0,330.0,1226.0,941.0,3733.0,2934.0,2048.0,1048.0,306.0,1207.0
thyA_3_233_B_MM4,8179.0,6985.0,6140.0,2605.0,1698.0,3479.0,2880.0,2231.0,2600.0,6773.0,2013.0,1453.0,6929.0,3398.0,1538.0,41550.0,12021.0,5985.0,2730.0,7675.0
thyA_3_233_B_MM5,5436.0,4814.0,3638.0,1331.0,652.0,1278.0,1468.0,1004.0,1368.0,3400.0,1032.0,669.0,4255.0,2274.0,1827.0,10880.0,21269.0,4087.0,1515.0,5858.0
thyA_3_233_B_MM6,3438.0,2548.0,1579.0,594.0,306.0,511.0,460.0,588.0,827.0,1534.0,511.0,652.0,2647.0,1530.0,773.0,7515.0,6687.0,12667.0,1123.0,4899.0
thyA_3_233_B_MM7,1844.0,1637.0,1141.0,224.0,123.0,166.0,185.0,249.0,698.0,418.0,261.0,244.0,953.0,673.0,444.0,2416.0,1926.0,1366.0,5502.0,1626.0
thyA_3_233_C,5561.0,5747.0,4982.0,2097.0,1710.0,2425.0,2544.0,1948.0,2735.0,5652.0,1512.0,1166.0,5446.0,2471.0,1530.0,16396.0,9277.0,6217.0,3272.0,27376.0
