,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,29695.0,17759.0,10328.0,2756.0,884.0,2085.0,1893.0,2257.0,1150.0,2833.0,5040.0,4662.0,16814.0,1737.0,634.0,19864.0,13400.0,15316.0,3747.0,7106.0
folA_1_56_B_MM11,15401.0,61583.0,20582.0,1718.0,2778.0,2219.0,1774.0,1955.0,8612.0,2283.0,6520.0,11596.0,31741.0,1385.0,537.0,16236.0,21748.0,36033.0,6543.0,3505.0
folA_1_56_B_MM14,12144.0,28193.0,49267.0,1622.0,957.0,1429.0,1475.0,1904.0,6880.0,2061.0,6950.0,9174.0,30347.0,1424.0,425.0,17540.0,34058.0,29962.0,6759.0,4088.0
folA_1_56_B_MM2,1917.0,1510.0,616.0,4399.0,770.0,1703.0,1455.0,1187.0,396.0,1495.0,315.0,394.0,1474.0,385.0,94.0,6114.0,2130.0,979.0,862.0,1833.0
folA_1_56_B_MM3,720.0,733.0,297.0,1496.0,2126.0,1061.0,1048.0,1078.0,262.0,393.0,128.0,196.0,860.0,326.0,134.0,3387.0,1494.0,959.0,355.0,747.0
folA_1_56_B_MM6,2067.0,1223.0,955.0,2527.0,897.0,2743.0,1285.0,1400.0,395.0,1125.0,148.0,568.0,1063.0,447.0,183.0,4461.0,2535.0,1776.0,377.0,1291.0
folA_1_56_B_MM9,2462.0,1097.0,783.0,2038.0,782.0,2113.0,3968.0,1741.0,716.0,1038.0,374.0,652.0,1352.0,708.0,470.0,6534.0,3012.0,1562.0,912.0,2500.0
folA_1_56_C,1630.0,724.0,360.0,1141.0,296.0,478.0,884.0,9954.0,412.0,397.0,80.0,267.0,556.0,164.0,105.0,1536.0,938.0,524.0,237.0,749.0
folA_3_242_B_MM3,5488.0,18914.0,14584.0,1589.0,694.0,1226.0,1628.0,974.0,35308.0,3500.0,4439.0,7471.0,15413.0,746.0,193.0,12508.0,12206.0,29500.0,8694.0,5481.0
folA_3_242_C,2398.0,3300.0,1583.0,2237.0,689.0,1826.0,533.0,1235.0,3767.0,6421.0,999.0,1931.0,2412.0,923.0,194.0,8228.0,4306.0,7935.0,3210.0,1666.0
negC_rand_42,4084.0,5792.0,7483.0,655.0,223.0,940.0,515.0,662.0,2951.0,1095.0,41075.0,4137.0,10330.0,192.0,294.0,3263.0,2548.0,12744.0,1378.0,1714.0
thyA_1_60_B_MM12,6158.0,12624.0,7363.0,470.0,231.0,650.0,345.0,382.0,4634.0,1348.0,3239.0,9844.0,4676.0,334.0,444.0,5955.0,8903.0,15341.0,1724.0,2210.0
thyA_1_60_B_MM13,11991.0,30006.0,24051.0,1744.0,634.0,1410.0,1293.0,999.0,8060.0,2258.0,12035.0,13746.0,47378.0,866.0,560.0,10046.0,10703.0,15190.0,5922.0,2925.0
thyA_1_60_B_MM2,1493.0,2083.0,979.0,1194.0,834.0,832.0,750.0,811.0,516.0,1073.0,196.0,452.0,1417.0,2830.0,653.0,3547.0,1962.0,671.0,300.0,1246.0
thyA_1_60_C,455.0,530.0,734.0,761.0,773.0,717.0,614.0,263.0,174.0,561.0,192.0,687.0,824.0,687.0,1438.0,2041.0,1242.0,736.0,322.0,439.0
thyA_3_233_B_MM4,13580.0,7463.0,10205.0,4454.0,2438.0,4834.0,4453.0,5110.0,4463.0,6492.0,2603.0,3541.0,15266.0,3977.0,822.0,43672.0,27781.0,22403.0,9537.0,12341.0
thyA_3_233_B_MM5,13010.0,18660.0,9203.0,2345.0,968.0,1094.0,2467.0,1513.0,3372.0,3341.0,3957.0,6342.0,5733.0,919.0,575.0,18757.0,40342.0,22485.0,15268.0,5221.0
thyA_3_233_B_MM6,15330.0,18036.0,13761.0,1317.0,719.0,1046.0,1842.0,1641.0,16619.0,4583.0,3716.0,7716.0,15751.0,823.0,490.0,17014.0,27568.0,59105.0,8268.0,4329.0
thyA_3_233_B_MM7,10396.0,10687.0,5802.0,475.0,377.0,660.0,553.0,881.0,8357.0,2125.0,5316.0,8327.0,16183.0,281.0,268.0,3449.0,7284.0,21793.0,15246.0,1533.0
thyA_3_233_C,4173.0,3846.0,3731.0,2908.0,1934.0,2434.0,1709.0,2032.0,2401.0,4515.0,1800.0,1888.0,4438.0,811.0,992.0,23058.0,17254.0,29126.0,9359.0,17222.0
