,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,9469.0,3282.0,2237.0,187.0,116.0,231.0,215.0,96.0,218.0,317.0,691.0,524.0,2980.0,1356.0,948.0,8018.0,3886.0,2720.0,865.0,3402.0
folA_1_56_B_MM11,3415.0,9242.0,2137.0,134.0,109.0,206.0,177.0,112.0,973.0,468.0,648.0,822.0,3115.0,1689.0,761.0,8738.0,4851.0,2379.0,961.0,4212.0
folA_1_56_B_MM14,2447.0,2764.0,6744.0,187.0,119.0,166.0,218.0,103.0,1549.0,317.0,1022.0,554.0,2600.0,1372.0,933.0,7402.0,4232.0,2640.0,905.0,3249.0
folA_1_56_B_MM2,114.0,161.0,67.0,745.0,60.0,55.0,51.0,44.0,37.0,57.0,21.0,46.0,108.0,407.0,153.0,1332.0,640.0,400.0,109.0,825.0
folA_1_56_B_MM3,93.0,88.0,58.0,67.0,480.0,54.0,55.0,35.0,33.0,52.0,27.0,37.0,78.0,270.0,189.0,1577.0,509.0,289.0,38.0,775.0
folA_1_56_B_MM6,163.0,292.0,124.0,112.0,84.0,938.0,130.0,61.0,49.0,67.0,83.0,38.0,135.0,932.0,254.0,2804.0,1195.0,332.0,101.0,1202.0
folA_1_56_B_MM9,324.0,178.0,149.0,102.0,58.0,122.0,1019.0,62.0,69.0,97.0,38.0,69.0,159.0,755.0,516.0,2951.0,1219.0,487.0,161.0,2443.0
folA_1_56_C,74.0,80.0,42.0,82.0,39.0,42.0,55.0,369.0,23.0,35.0,19.0,20.0,41.0,216.0,23.0,843.0,499.0,248.0,35.0,440.0
folA_3_242_B_MM3,513.0,2447.0,2160.0,164.0,87.0,160.0,157.0,114.0,4582.0,386.0,1006.0,368.0,2593.0,1690.0,807.0,9871.0,4280.0,2746.0,567.0,3734.0
folA_3_242_C,327.0,394.0,392.0,148.0,55.0,117.0,117.0,96.0,795.0,2199.0,138.0,243.0,530.0,766.0,783.0,6728.0,4035.0,1558.0,617.0,3716.0
negC_rand_42,931.0,866.0,811.0,60.0,45.0,73.0,42.0,18.0,460.0,176.0,3711.0,208.0,749.0,299.0,400.0,2487.0,1300.0,1047.0,261.0,1518.0
thyA_1_60_B_MM12,946.0,1043.0,540.0,48.0,31.0,61.0,62.0,71.0,239.0,175.0,155.0,1452.0,503.0,287.0,104.0,1328.0,768.0,462.0,104.0,865.0
thyA_1_60_B_MM13,2809.0,2478.0,2391.0,115.0,88.0,144.0,184.0,100.0,980.0,436.0,761.0,512.0,7938.0,1207.0,683.0,8011.0,5400.0,2340.0,627.0,2517.0
thyA_1_60_B_MM2,1951.0,1423.0,1383.0,880.0,581.0,1002.0,938.0,746.0,819.0,1675.0,331.0,237.0,1583.0,3625.0,658.0,3545.0,2070.0,1395.0,699.0,1508.0
thyA_1_60_C,1017.0,1010.0,876.0,489.0,491.0,504.0,475.0,225.0,215.0,971.0,266.0,254.0,790.0,535.0,1845.0,1980.0,1192.0,686.0,214.0,1146.0
thyA_3_233_B_MM4,5721.0,6226.0,5949.0,1498.0,1580.0,2038.0,2589.0,1476.0,2516.0,5241.0,1418.0,1103.0,5345.0,3314.0,1804.0,24667.0,8173.0,4897.0,1458.0,6865.0
thyA_3_233_B_MM5,4410.0,4752.0,3264.0,866.0,643.0,815.0,1229.0,500.0,1847.0,3736.0,950.0,719.0,3353.0,1946.0,642.0,7866.0,14106.0,3087.0,1036.0,4134.0
thyA_3_233_B_MM6,2042.0,2699.0,1519.0,222.0,215.0,380.0,345.0,363.0,713.0,1497.0,556.0,462.0,1916.0,1112.0,762.0,5218.0,3889.0,8137.0,949.0,2820.0
thyA_3_233_B_MM7,1003.0,786.0,666.0,88.0,53.0,133.0,119.0,69.0,528.0,440.0,194.0,278.0,1175.0,417.0,244.0,3007.0,1410.0,666.0,2342.0,1164.0
thyA_3_233_C,4931.0,4082.0,3435.0,1808.0,1376.0,1755.0,2482.0,1029.0,2789.0,4148.0,1476.0,869.0,3789.0,2139.0,1347.0,13749.0,6638.0,4020.0,1194.0,17821.0
