,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,8269.0,2977.0,2073.0,67.0,48.0,237.0,145.0,44.0,160.0,202.0,500.0,507.0,2399.0,1252.0,895.0,8187.0,3189.0,2761.0,862.0,3866.0
folA_1_56_B_MM11,3047.0,13534.0,4230.0,78.0,77.0,269.0,206.0,56.0,1369.0,635.0,989.0,769.0,5732.0,3389.0,1481.0,20553.0,9652.0,4319.0,1852.0,8968.0
folA_1_56_B_MM14,2284.0,4635.0,13753.0,124.0,166.0,156.0,233.0,111.0,2580.0,483.0,1245.0,791.0,5515.0,3153.0,1913.0,18155.0,9156.0,6378.0,2072.0,7921.0
folA_1_56_B_MM2,64.0,88.0,76.0,501.0,33.0,39.0,52.0,25.0,29.0,43.0,25.0,22.0,68.0,203.0,121.0,1171.0,365.0,127.0,44.0,833.0
folA_1_56_B_MM3,62.0,49.0,40.0,19.0,323.0,67.0,16.0,23.0,28.0,33.0,18.0,21.0,80.0,246.0,150.0,1350.0,407.0,123.0,27.0,478.0
folA_1_56_B_MM6,102.0,260.0,212.0,54.0,45.0,648.0,88.0,36.0,33.0,55.0,34.0,14.0,116.0,645.0,174.0,2109.0,729.0,220.0,57.0,1048.0
folA_1_56_B_MM9,193.0,129.0,98.0,62.0,29.0,96.0,894.0,31.0,51.0,91.0,18.0,28.0,121.0,740.0,384.0,2236.0,875.0,377.0,76.0,2547.0
folA_1_56_C,28.0,50.0,22.0,30.0,19.0,20.0,22.0,256.0,19.0,43.0,5.0,10.0,34.0,164.0,20.0,435.0,229.0,108.0,20.0,320.0
folA_3_242_B_MM3,590.0,3370.0,4582.0,145.0,60.0,93.0,136.0,66.0,8977.0,645.0,1598.0,595.0,6163.0,3479.0,1691.0,27901.0,10016.0,6526.0,1412.0,9752.0
folA_3_242_C,276.0,534.0,673.0,95.0,34.0,101.0,93.0,103.0,1110.0,4050.0,168.0,185.0,772.0,1697.0,1418.0,16971.0,9290.0,2950.0,1064.0,10048.0
negC_rand_42,705.0,1371.0,1647.0,32.0,22.0,39.0,41.0,23.0,729.0,164.0,5836.0,388.0,1461.0,561.0,744.0,5540.0,2719.0,1872.0,448.0,3812.0
thyA_1_60_B_MM12,871.0,1488.0,752.0,47.0,19.0,42.0,28.0,63.0,332.0,208.0,250.0,1858.0,1047.0,568.0,184.0,2495.0,1172.0,708.0,179.0,1774.0
thyA_1_60_B_MM13,2528.0,4477.0,5495.0,93.0,80.0,104.0,186.0,52.0,1834.0,529.0,1713.0,1019.0,16966.0,2726.0,1324.0,20149.0,12703.0,5376.0,1520.0,6748.0
thyA_1_60_B_MM2,1619.0,2352.0,2663.0,478.0,362.0,545.0,697.0,550.0,1476.0,3635.0,626.0,327.0,3373.0,6523.0,1185.0,8386.0,4190.0,2778.0,1158.0,3672.0
thyA_1_60_C,1025.0,1731.0,2018.0,375.0,462.0,382.0,449.0,202.0,520.0,1967.0,482.0,393.0,1449.0,896.0,3471.0,5151.0,3604.0,1471.0,533.0,3172.0
thyA_3_233_B_MM4,5750.0,11982.0,16643.0,834.0,1129.0,1545.0,1978.0,903.0,6565.0,11191.0,2888.0,1935.0,13428.0,7343.0,4506.0,64181.0,24230.0,16027.0,3803.0,19767.0
thyA_3_233_B_MM5,4352.0,8472.0,7988.0,567.0,308.0,523.0,863.0,220.0,3951.0,7475.0,1809.0,1212.0,8734.0,5202.0,1696.0,21501.0,32645.0,8378.0,2991.0,11589.0
thyA_3_233_B_MM6,2325.0,4349.0,3858.0,173.0,101.0,230.0,254.0,205.0,1641.0,2460.0,832.0,843.0,3981.0,2663.0,1451.0,16098.0,10794.0,19426.0,2262.0,7642.0
thyA_3_233_B_MM7,983.0,1383.0,1509.0,68.0,44.0,109.0,98.0,33.0,1020.0,684.0,365.0,376.0,2250.0,840.0,513.0,8289.0,3172.0,1651.0,5669.0,3474.0
thyA_3_233_C,4985.0,6650.0,8543.0,1049.0,843.0,1756.0,1690.0,548.0,5836.0,8641.0,2473.0,1117.0,9007.0,5179.0,3153.0,41301.0,16473.0,10087.0,2991.0,44613.0
