,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,24961.0,9668.0,6138.0,11091.0,5293.0,8662.0,8694.0,8272.0,2185.0,10702.0,2996.0,2908.0,9222.0,5257.0,1762.0,25256.0,13144.0,7299.0,1634.0,14538.0
folA_1_56_B_MM11,8863.0,22661.0,5138.0,6832.0,6930.0,8214.0,6444.0,8871.0,3278.0,6768.0,2134.0,3171.0,7692.0,4267.0,1490.0,20859.0,14629.0,7455.0,1543.0,7394.0
folA_1_56_B_MM14,7389.0,6978.0,15613.0,7546.0,4687.0,5436.0,5856.0,6323.0,2684.0,4877.0,1774.0,2605.0,6597.0,3999.0,1361.0,18656.0,15275.0,5900.0,1431.0,9409.0
folA_1_56_B_MM2,7965.0,5401.0,3288.0,18719.0,3918.0,5119.0,6644.0,4536.0,2468.0,5976.0,1604.0,3042.0,6457.0,1990.0,587.0,15007.0,11194.0,4282.0,2719.0,7533.0
folA_1_56_B_MM3,4653.0,3293.0,2101.0,6442.0,11101.0,3892.0,5142.0,4322.0,1651.0,2013.0,901.0,1129.0,4455.0,1083.0,798.0,10618.0,7972.0,3106.0,1510.0,3185.0
folA_1_56_B_MM6,8694.0,6028.0,4638.0,9720.0,4449.0,13593.0,5035.0,6885.0,2896.0,5967.0,847.0,2762.0,3456.0,2167.0,723.0,12857.0,11168.0,5244.0,936.0,6388.0
folA_1_56_B_MM9,10309.0,5022.0,3174.0,7873.0,4344.0,7602.0,19115.0,7531.0,2685.0,7058.0,1776.0,2947.0,5520.0,3050.0,1478.0,16010.0,12125.0,4639.0,2959.0,10618.0
folA_1_56_C,5935.0,2990.0,1336.0,3325.0,1371.0,2256.0,3283.0,12402.0,2073.0,2855.0,550.0,1173.0,2090.0,847.0,578.0,5313.0,5341.0,1930.0,931.0,3426.0
folA_3_242_B_MM3,8865.0,7402.0,4387.0,7476.0,3047.0,6473.0,5276.0,4790.0,16666.0,6731.0,2112.0,2389.0,4879.0,2916.0,981.0,20813.0,12146.0,6437.0,1654.0,12967.0
folA_3_242_C,9494.0,8819.0,3093.0,9527.0,3924.0,8594.0,3793.0,6522.0,3179.0,15991.0,2142.0,3496.0,5814.0,3878.0,804.0,15563.0,9236.0,5957.0,2076.0,5002.0
negC_rand_42,2677.0,1733.0,2095.0,2665.0,1013.0,3070.0,2145.0,3215.0,1204.0,2844.0,11188.0,1163.0,2358.0,532.0,732.0,5366.0,2820.0,2615.0,343.0,4277.0
thyA_1_60_B_MM12,3561.0,3536.0,1966.0,2504.0,1589.0,2520.0,1460.0,1963.0,1459.0,2788.0,1030.0,4671.0,1362.0,877.0,1267.0,7577.0,5414.0,3671.0,390.0,4637.0
thyA_1_60_B_MM13,6916.0,6960.0,4863.0,5864.0,2900.0,6208.0,5027.0,4999.0,2606.0,4134.0,2772.0,3631.0,13887.0,2549.0,1567.0,14931.0,10546.0,3336.0,1269.0,7242.0
thyA_1_60_B_MM2,4080.0,5160.0,2963.0,3792.0,2460.0,3505.0,3180.0,4396.0,1555.0,4057.0,691.0,801.0,4304.0,8853.0,2473.0,8749.0,6376.0,1843.0,863.0,4615.0
thyA_1_60_C,1429.0,1845.0,2023.0,3195.0,2651.0,2909.0,2970.0,1444.0,666.0,2057.0,649.0,1144.0,2206.0,1977.0,4551.0,5399.0,4646.0,2502.0,528.0,1380.0
thyA_3_233_B_MM4,21694.0,11083.0,14527.0,13317.0,7789.0,16474.0,13582.0,15036.0,7424.0,15432.0,5480.0,4934.0,12772.0,9146.0,2276.0,51177.0,24872.0,12504.0,5100.0,17944.0
thyA_3_233_B_MM5,11679.0,12693.0,4985.0,11405.0,5271.0,6830.0,10217.0,7589.0,2601.0,7117.0,4817.0,3894.0,6312.0,4188.0,2360.0,21892.0,32538.0,5832.0,3212.0,10997.0
thyA_3_233_B_MM6,7339.0,4440.0,3126.0,5285.0,2866.0,5000.0,6554.0,5974.0,3633.0,3967.0,945.0,2160.0,4357.0,2700.0,1981.0,15115.0,13575.0,16056.0,1487.0,7579.0
thyA_3_233_B_MM7,4633.0,2444.0,1258.0,2232.0,2086.0,1823.0,1729.0,3187.0,1642.0,1878.0,934.0,2196.0,3372.0,886.0,794.0,3392.0,3425.0,3966.0,4261.0,2787.0
thyA_3_233_C,9396.0,9279.0,6362.0,11693.0,8079.0,10990.0,8345.0,9979.0,6090.0,14307.0,4495.0,3996.0,11696.0,3886.0,3865.0,32207.0,21760.0,13671.0,4670.0,39651.0
