,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,2209.0,659.0,442.0,160.0,122.0,111.0,174.0,46.0,84.0,116.0,146.0,150.0,820.0,272.0,205.0,1529.0,753.0,573.0,166.0,753.0
folA_1_56_B_MM11,762.0,4685.0,1337.0,127.0,81.0,136.0,107.0,57.0,517.0,228.0,371.0,347.0,1922.0,976.0,390.0,5692.0,3543.0,1458.0,542.0,2692.0
folA_1_56_B_MM14,475.0,1615.0,5347.0,169.0,104.0,141.0,175.0,123.0,977.0,259.0,443.0,331.0,2218.0,925.0,583.0,5021.0,3747.0,2053.0,615.0,2579.0
folA_1_56_B_MM2,88.0,128.0,74.0,409.0,48.0,42.0,58.0,32.0,36.0,50.0,60.0,31.0,104.0,66.0,30.0,310.0,234.0,96.0,62.0,276.0
folA_1_56_B_MM3,78.0,48.0,57.0,58.0,212.0,43.0,79.0,19.0,32.0,41.0,33.0,19.0,100.0,66.0,31.0,466.0,152.0,86.0,19.0,153.0
folA_1_56_B_MM6,121.0,149.0,96.0,90.0,98.0,369.0,121.0,29.0,29.0,56.0,30.0,28.0,138.0,198.0,59.0,680.0,360.0,119.0,28.0,319.0
folA_1_56_B_MM9,202.0,146.0,97.0,78.0,90.0,87.0,433.0,73.0,49.0,119.0,20.0,38.0,108.0,200.0,128.0,565.0,399.0,181.0,37.0,656.0
folA_1_56_C,38.0,23.0,18.0,54.0,27.0,41.0,15.0,118.0,8.0,27.0,9.0,15.0,57.0,63.0,13.0,168.0,99.0,96.0,7.0,110.0
folA_3_242_B_MM3,260.0,1267.0,1663.0,92.0,113.0,107.0,89.0,34.0,3478.0,250.0,644.0,259.0,2194.0,1366.0,563.0,8512.0,4123.0,2222.0,488.0,3290.0
folA_3_242_C,157.0,200.0,250.0,123.0,32.0,88.0,59.0,49.0,404.0,1445.0,85.0,82.0,289.0,707.0,336.0,4936.0,3301.0,773.0,275.0,2940.0
negC_rand_42,145.0,484.0,527.0,36.0,28.0,33.0,18.0,22.0,240.0,116.0,2369.0,129.0,595.0,218.0,257.0,1708.0,1086.0,638.0,193.0,1189.0
thyA_1_60_B_MM12,239.0,512.0,286.0,35.0,29.0,49.0,50.0,43.0,113.0,90.0,81.0,857.0,419.0,201.0,54.0,1009.0,594.0,323.0,49.0,630.0
thyA_1_60_B_MM13,738.0,1532.0,2058.0,75.0,51.0,87.0,136.0,73.0,716.0,191.0,595.0,570.0,6518.0,857.0,422.0,6538.0,4890.0,1678.0,469.0,2090.0
thyA_1_60_B_MM2,327.0,813.0,845.0,240.0,84.0,168.0,187.0,189.0,550.0,1050.0,228.0,161.0,1175.0,2290.0,374.0,2317.0,1430.0,846.0,386.0,1104.0
thyA_1_60_C,227.0,536.0,592.0,156.0,79.0,138.0,101.0,64.0,153.0,607.0,163.0,148.0,420.0,309.0,1087.0,1295.0,1001.0,512.0,182.0,807.0
thyA_3_233_B_MM4,977.0,3402.0,4721.0,326.0,399.0,464.0,523.0,298.0,2172.0,3573.0,1030.0,745.0,4529.0,2008.0,1212.0,19504.0,7831.0,4094.0,1120.0,5952.0
thyA_3_233_B_MM5,997.0,3200.0,3558.0,309.0,113.0,293.0,365.0,109.0,1850.0,3183.0,828.0,589.0,3825.0,2125.0,662.0,7531.0,14373.0,3021.0,1229.0,4236.0
thyA_3_233_B_MM6,551.0,1571.0,1436.0,114.0,55.0,139.0,160.0,128.0,601.0,847.0,408.0,358.0,1865.0,897.0,575.0,4435.0,3798.0,7215.0,923.0,2751.0
thyA_3_233_B_MM7,200.0,559.0,528.0,31.0,21.0,76.0,50.0,19.0,449.0,191.0,149.0,193.0,848.0,254.0,176.0,2267.0,1208.0,558.0,2014.0,1213.0
thyA_3_233_C,1150.0,2366.0,3060.0,390.0,261.0,722.0,548.0,201.0,2423.0,3306.0,1091.0,744.0,3493.0,1839.0,995.0,12268.0,6408.0,3641.0,1047.0,16548.0
