,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,19845.0,6387.0,3702.0,2034.0,1090.0,1909.0,1645.0,1607.0,1116.0,1853.0,1654.0,2300.0,6396.0,3520.0,1858.0,19803.0,9072.0,5475.0,1977.0,11926.0
folA_1_56_B_MM11,6499.0,22682.0,5378.0,1604.0,1179.0,1722.0,1384.0,1302.0,3013.0,2466.0,1694.0,2551.0,7798.0,4379.0,2296.0,23146.0,15166.0,7330.0,2192.0,12026.0
folA_1_56_B_MM14,4708.0,6350.0,19548.0,1306.0,837.0,1216.0,1312.0,1395.0,2375.0,2264.0,1497.0,2274.0,6988.0,4729.0,1975.0,21876.0,12587.0,6736.0,2322.0,11668.0
folA_1_56_B_MM2,1478.0,1018.0,696.0,6158.0,678.0,1070.0,940.0,821.0,418.0,991.0,321.0,483.0,1222.0,1951.0,911.0,10529.0,4573.0,2347.0,846.0,7384.0
folA_1_56_B_MM3,936.0,697.0,469.0,1130.0,3705.0,668.0,580.0,707.0,243.0,487.0,219.0,324.0,941.0,1295.0,661.0,8864.0,3738.0,1807.0,605.0,3782.0
folA_1_56_B_MM6,1654.0,1406.0,876.0,1448.0,859.0,6431.0,1253.0,1095.0,575.0,1123.0,349.0,683.0,1225.0,2135.0,900.0,13639.0,6830.0,3151.0,737.0,8060.0
folA_1_56_B_MM9,2259.0,1615.0,800.0,1553.0,814.0,1439.0,6613.0,1178.0,478.0,1189.0,410.0,530.0,1474.0,2372.0,1414.0,14064.0,6264.0,3088.0,1365.0,8512.0
folA_1_56_C,909.0,801.0,443.0,754.0,332.0,539.0,527.0,4271.0,259.0,550.0,128.0,234.0,575.0,889.0,862.0,6427.0,4345.0,1623.0,411.0,4115.0
folA_3_242_B_MM3,2699.0,5392.0,5492.0,1376.0,844.0,1424.0,998.0,1482.0,16122.0,3120.0,1847.0,2389.0,5494.0,4186.0,2022.0,26954.0,13830.0,8112.0,3053.0,15441.0
folA_3_242_C,2284.0,2322.0,1820.0,1851.0,768.0,1296.0,1053.0,1181.0,1904.0,10684.0,660.0,1104.0,2936.0,4077.0,1846.0,23133.0,12092.0,5949.0,1863.0,9947.0
negC_rand_42,1550.0,1618.0,2628.0,587.0,230.0,485.0,495.0,559.0,1091.0,786.0,8299.0,962.0,1904.0,975.0,800.0,5575.0,3196.0,2344.0,542.0,3807.0
thyA_1_60_B_MM12,2840.0,3144.0,2410.0,645.0,384.0,747.0,474.0,443.0,1088.0,1220.0,1102.0,6712.0,2179.0,1956.0,977.0,11002.0,5131.0,3454.0,685.0,4687.0
thyA_1_60_B_MM13,5939.0,6652.0,5002.0,1515.0,1031.0,1626.0,1376.0,1305.0,2863.0,2626.0,1686.0,3677.0,20823.0,3785.0,1932.0,21972.0,10088.0,6267.0,2632.0,12018.0
thyA_1_60_B_MM2,3284.0,4017.0,3093.0,3397.0,2276.0,3261.0,2448.0,3217.0,1922.0,5383.0,996.0,1211.0,4606.0,12405.0,2230.0,12063.0,6592.0,3584.0,1226.0,5359.0
thyA_1_60_C,1741.0,2190.0,2234.0,2369.0,1496.0,1898.0,1582.0,1888.0,947.0,2628.0,789.0,1237.0,2548.0,2073.0,6644.0,7338.0,4761.0,2451.0,659.0,2862.0
thyA_3_233_B_MM4,14511.0,14695.0,13787.0,11328.0,7588.0,13835.0,9032.0,12933.0,7488.0,16525.0,4774.0,6648.0,16146.0,8419.0,4100.0,90178.0,30033.0,14038.0,5314.0,23831.0
thyA_3_233_B_MM5,9002.0,9346.0,7772.0,7072.0,3371.0,5877.0,5129.0,5885.0,3367.0,8918.0,2783.0,3659.0,10155.0,6006.0,3828.0,28056.0,44038.0,8846.0,3410.0,15643.0
thyA_3_233_B_MM6,5528.0,4875.0,3304.0,2877.0,1723.0,2824.0,2386.0,3515.0,1819.0,5133.0,1160.0,2312.0,5945.0,3588.0,1853.0,18304.0,14756.0,24598.0,2230.0,12140.0
thyA_3_233_B_MM7,2436.0,3071.0,1888.0,1202.0,874.0,1018.0,870.0,1748.0,1446.0,1632.0,692.0,1363.0,2397.0,1493.0,1146.0,5065.0,4542.0,3096.0,8634.0,4286.0
thyA_3_233_C,8602.0,11757.0,10077.0,8702.0,7052.0,9045.0,6791.0,10396.0,6387.0,14206.0,3743.0,4994.0,13044.0,5601.0,3895.0,41383.0,21725.0,14325.0,6969.0,58229.0
