,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,1122.0,146.0,82.0,109.0,52.0,102.0,89.0,102.0,28.0,76.0,34.0,58.0,106.0,52.0,29.0,355.0,184.0,105.0,44.0,179.0
folA_1_56_B_MM11,188.0,930.0,86.0,84.0,74.0,54.0,75.0,77.0,57.0,68.0,36.0,32.0,89.0,53.0,23.0,286.0,201.0,100.0,28.0,140.0
folA_1_56_B_MM14,76.0,98.0,600.0,52.0,41.0,49.0,56.0,76.0,28.0,48.0,20.0,24.0,88.0,51.0,17.0,271.0,152.0,72.0,28.0,115.0
folA_1_56_B_MM2,70.0,65.0,21.0,614.0,43.0,48.0,49.0,42.0,13.0,48.0,12.0,19.0,31.0,28.0,8.0,184.0,85.0,47.0,26.0,99.0
folA_1_56_B_MM3,50.0,32.0,20.0,59.0,399.0,33.0,29.0,29.0,14.0,28.0,4.0,24.0,35.0,19.0,3.0,147.0,71.0,47.0,14.0,56.0
folA_1_56_B_MM6,82.0,62.0,37.0,75.0,47.0,543.0,68.0,58.0,27.0,48.0,18.0,29.0,51.0,17.0,14.0,222.0,116.0,66.0,10.0,136.0
folA_1_56_B_MM9,138.0,72.0,31.0,69.0,49.0,68.0,692.0,57.0,19.0,53.0,23.0,16.0,54.0,38.0,17.0,265.0,111.0,54.0,31.0,127.0
folA_1_56_C,47.0,36.0,9.0,29.0,12.0,22.0,26.0,391.0,6.0,16.0,3.0,17.0,23.0,12.0,14.0,91.0,53.0,30.0,7.0,63.0
folA_3_242_B_MM3,79.0,92.0,68.0,47.0,36.0,69.0,54.0,57.0,622.0,55.0,25.0,36.0,71.0,55.0,20.0,325.0,157.0,89.0,27.0,165.0
folA_3_242_C,76.0,59.0,45.0,90.0,32.0,52.0,51.0,74.0,40.0,621.0,19.0,33.0,55.0,40.0,22.0,310.0,141.0,71.0,20.0,123.0
negC_rand_42,38.0,25.0,14.0,25.0,6.0,24.0,25.0,22.0,11.0,20.0,264.0,5.0,19.0,16.0,6.0,65.0,24.0,22.0,7.0,49.0
thyA_1_60_B_MM12,37.0,50.0,24.0,18.0,12.0,23.0,31.0,17.0,10.0,29.0,10.0,244.0,33.0,17.0,8.0,150.0,66.0,38.0,7.0,43.0
thyA_1_60_B_MM13,92.0,79.0,74.0,52.0,44.0,48.0,98.0,38.0,21.0,65.0,26.0,41.0,662.0,40.0,20.0,207.0,115.0,61.0,21.0,130.0
thyA_1_60_B_MM2,50.0,47.0,23.0,67.0,42.0,40.0,40.0,50.0,18.0,57.0,10.0,9.0,32.0,362.0,25.0,130.0,56.0,64.0,13.0,65.0
thyA_1_60_C,35.0,27.0,20.0,30.0,19.0,22.0,24.0,26.0,7.0,26.0,13.0,12.0,25.0,22.0,228.0,95.0,48.0,29.0,5.0,25.0
thyA_3_233_B_MM4,244.0,182.0,149.0,183.0,161.0,252.0,131.0,191.0,95.0,204.0,67.0,72.0,193.0,73.0,45.0,2443.0,440.0,209.0,65.0,260.0
thyA_3_233_B_MM5,169.0,145.0,77.0,120.0,71.0,106.0,85.0,78.0,44.0,122.0,30.0,33.0,85.0,48.0,34.0,377.0,1243.0,119.0,37.0,175.0
thyA_3_233_B_MM6,121.0,70.0,40.0,60.0,33.0,64.0,51.0,69.0,18.0,72.0,13.0,44.0,51.0,38.0,12.0,207.0,206.0,702.0,35.0,114.0
thyA_3_233_B_MM7,37.0,50.0,19.0,19.0,21.0,26.0,11.0,43.0,17.0,23.0,5.0,14.0,28.0,19.0,13.0,68.0,46.0,37.0,232.0,37.0
thyA_3_233_C,160.0,144.0,129.0,126.0,83.0,128.0,109.0,114.0,72.0,144.0,38.0,45.0,142.0,53.0,44.0,513.0,212.0,140.0,63.0,1530.0
