,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,508.0,116.0,53.0,24.0,20.0,33.0,27.0,44.0,15.0,23.0,17.0,30.0,60.0,40.0,13.0,195.0,104.0,50.0,29.0,88.0
folA_1_56_B_MM11,109.0,543.0,43.0,19.0,28.0,21.0,45.0,16.0,46.0,47.0,26.0,15.0,61.0,24.0,16.0,172.0,109.0,38.0,20.0,82.0
folA_1_56_B_MM14,62.0,55.0,354.0,13.0,10.0,15.0,44.0,31.0,9.0,41.0,18.0,27.0,55.0,28.0,9.0,178.0,72.0,68.0,18.0,74.0
folA_1_56_B_MM2,26.0,22.0,9.0,171.0,6.0,14.0,17.0,11.0,9.0,11.0,1.0,7.0,15.0,12.0,6.0,62.0,42.0,22.0,10.0,17.0
folA_1_56_B_MM3,16.0,20.0,5.0,19.0,107.0,9.0,10.0,12.0,3.0,10.0,4.0,5.0,9.0,6.0,4.0,31.0,22.0,21.0,5.0,19.0
folA_1_56_B_MM6,26.0,26.0,11.0,26.0,14.0,176.0,15.0,12.0,12.0,16.0,2.0,10.0,18.0,8.0,4.0,88.0,43.0,16.0,5.0,50.0
folA_1_56_B_MM9,51.0,20.0,13.0,21.0,11.0,24.0,222.0,18.0,5.0,15.0,9.0,8.0,16.0,13.0,6.0,89.0,45.0,18.0,9.0,54.0
folA_1_56_C,10.0,11.0,10.0,16.0,4.0,1.0,10.0,173.0,1.0,6.0,1.0,5.0,9.0,2.0,1.0,22.0,25.0,15.0,6.0,28.0
folA_3_242_B_MM3,32.0,41.0,43.0,13.0,12.0,28.0,38.0,7.0,374.0,23.0,15.0,26.0,35.0,23.0,11.0,163.0,85.0,53.0,17.0,67.0
folA_3_242_C,25.0,23.0,20.0,33.0,11.0,10.0,17.0,26.0,24.0,248.0,6.0,12.0,25.0,11.0,9.0,151.0,58.0,33.0,17.0,67.0
negC_rand_42,21.0,26.0,17.0,10.0,5.0,11.0,15.0,3.0,11.0,9.0,131.0,6.0,16.0,12.0,5.0,46.0,27.0,21.0,1.0,16.0
thyA_1_60_B_MM12,28.0,37.0,61.0,9.0,3.0,3.0,3.0,2.0,11.0,10.0,0.0,93.0,24.0,11.0,4.0,73.0,33.0,17.0,6.0,20.0
thyA_1_60_B_MM13,61.0,35.0,42.0,20.0,19.0,16.0,35.0,15.0,23.0,47.0,16.0,31.0,347.0,27.0,10.0,126.0,83.0,31.0,18.0,83.0
thyA_1_60_B_MM2,22.0,20.0,17.0,41.0,30.0,21.0,12.0,20.0,15.0,28.0,10.0,4.0,32.0,169.0,9.0,58.0,32.0,37.0,11.0,18.0
thyA_1_60_C,23.0,10.0,21.0,21.0,9.0,9.0,12.0,6.0,3.0,21.0,5.0,7.0,12.0,6.0,105.0,53.0,20.0,11.0,7.0,16.0
thyA_3_233_B_MM4,151.0,96.0,95.0,35.0,63.0,129.0,47.0,65.0,44.0,136.0,45.0,24.0,160.0,36.0,22.0,1231.0,198.0,118.0,32.0,123.0
thyA_3_233_B_MM5,92.0,101.0,65.0,48.0,22.0,45.0,37.0,23.0,23.0,54.0,28.0,25.0,54.0,39.0,21.0,189.0,673.0,75.0,41.0,79.0
thyA_3_233_B_MM6,59.0,40.0,29.0,18.0,13.0,19.0,22.0,10.0,14.0,57.0,3.0,24.0,35.0,18.0,8.0,137.0,126.0,417.0,16.0,62.0
thyA_3_233_B_MM7,28.0,24.0,11.0,3.0,13.0,1.0,7.0,24.0,15.0,8.0,3.0,10.0,19.0,10.0,5.0,40.0,34.0,40.0,164.0,29.0
thyA_3_233_C,78.0,61.0,78.0,34.0,32.0,41.0,40.0,68.0,41.0,84.0,27.0,24.0,72.0,27.0,17.0,274.0,136.0,112.0,23.0,824.0
