,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,17175.0,6173.0,4480.0,123.0,105.0,280.0,170.0,83.0,332.0,393.0,975.0,639.0,5077.0,2608.0,1688.0,16225.0,6415.0,5285.0,1829.0,7477.0
folA_1_56_B_MM11,6156.0,18367.0,5232.0,160.0,75.0,181.0,217.0,84.0,1817.0,650.0,1188.0,880.0,6905.0,3970.0,1861.0,21996.0,10219.0,5450.0,2171.0,10297.0
folA_1_56_B_MM14,4535.0,6107.0,17227.0,226.0,265.0,134.0,341.0,85.0,2972.0,541.0,1961.0,570.0,6193.0,3394.0,1983.0,17292.0,9888.0,6314.0,2444.0,8277.0
folA_1_56_B_MM2,110.0,132.0,57.0,674.0,45.0,108.0,40.0,25.0,21.0,48.0,24.0,24.0,89.0,373.0,192.0,1311.0,537.0,229.0,72.0,1094.0
folA_1_56_B_MM3,65.0,94.0,48.0,38.0,436.0,64.0,17.0,16.0,30.0,34.0,22.0,11.0,117.0,334.0,266.0,1744.0,393.0,405.0,38.0,798.0
folA_1_56_B_MM6,160.0,284.0,128.0,50.0,45.0,845.0,56.0,27.0,43.0,61.0,52.0,34.0,138.0,1373.0,367.0,2882.0,1040.0,394.0,106.0,1548.0
folA_1_56_B_MM9,351.0,156.0,156.0,78.0,44.0,138.0,1273.0,27.0,66.0,91.0,54.0,32.0,258.0,1274.0,762.0,3504.0,1279.0,420.0,144.0,3950.0
folA_1_56_C,73.0,51.0,39.0,46.0,26.0,72.0,20.0,321.0,11.0,42.0,13.0,16.0,49.0,381.0,39.0,822.0,418.0,214.0,35.0,568.0
folA_3_242_B_MM3,759.0,4013.0,4742.0,148.0,88.0,122.0,136.0,74.0,9086.0,601.0,1779.0,503.0,5588.0,3655.0,1868.0,23220.0,8986.0,6190.0,1497.0,8585.0
folA_3_242_C,520.0,617.0,697.0,83.0,56.0,117.0,105.0,54.0,1172.0,3925.0,211.0,223.0,759.0,2017.0,1356.0,14938.0,8519.0,3195.0,1138.0,9564.0
negC_rand_42,1523.0,1722.0,1601.0,29.0,27.0,51.0,47.0,16.0,818.0,204.0,7424.0,318.0,1852.0,798.0,660.0,5896.0,2712.0,2278.0,638.0,4056.0
thyA_1_60_B_MM12,1436.0,1263.0,785.0,26.0,16.0,40.0,39.0,59.0,276.0,196.0,177.0,1526.0,663.0,506.0,131.0,2002.0,790.0,717.0,121.0,1564.0
thyA_1_60_B_MM13,5212.0,5784.0,6381.0,113.0,75.0,156.0,232.0,98.0,2622.0,661.0,1848.0,925.0,18229.0,2867.0,1575.0,20280.0,12648.0,5486.0,1813.0,6674.0
thyA_1_60_B_MM2,3963.0,3622.0,3443.0,842.0,654.0,1128.0,1568.0,1054.0,2092.0,3854.0,762.0,467.0,3709.0,8715.0,1549.0,9562.0,4515.0,3728.0,1526.0,4263.0
thyA_1_60_C,1818.0,2098.0,2366.0,570.0,696.0,815.0,807.0,321.0,548.0,2050.0,822.0,275.0,1754.0,1233.0,4013.0,5175.0,3206.0,1810.0,629.0,3186.0
thyA_3_233_B_MM4,11727.0,14232.0,15010.0,1195.0,1535.0,2128.0,3334.0,1389.0,6214.0,11853.0,2814.0,1701.0,14125.0,7203.0,4269.0,58978.0,19825.0,14283.0,3871.0,18022.0
thyA_3_233_B_MM5,7563.0,9112.0,7156.0,813.0,507.0,971.0,1225.0,412.0,3831.0,7926.0,1928.0,913.0,7899.0,4742.0,1609.0,18840.0,30922.0,7262.0,2913.0,10840.0
thyA_3_233_B_MM6,4185.0,5308.0,4269.0,249.0,178.0,366.0,393.0,470.0,1561.0,2538.0,1267.0,652.0,4636.0,2536.0,1602.0,13457.0,9681.0,20166.0,2611.0,7743.0
thyA_3_233_B_MM7,2173.0,1787.0,1774.0,64.0,55.0,136.0,143.0,46.0,1217.0,618.0,488.0,305.0,2817.0,977.0,580.0,8024.0,2881.0,2132.0,6573.0,3904.0
thyA_3_233_C,9433.0,9162.0,8531.0,1694.0,1393.0,2221.0,2783.0,1047.0,6000.0,9039.0,2770.0,1386.0,9671.0,4999.0,3185.0,35394.0,16277.0,11095.0,3188.0,46421.0
