,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,6030.0,1454.0,933.0,593.0,427.0,634.0,652.0,382.0,246.0,594.0,297.0,498.0,1269.0,536.0,348.0,3037.0,1745.0,1213.0,449.0,1417.0
folA_1_56_B_MM11,1682.0,5309.0,865.0,514.0,340.0,581.0,443.0,334.0,361.0,653.0,211.0,481.0,1066.0,576.0,213.0,2848.0,1783.0,896.0,290.0,1456.0
folA_1_56_B_MM14,1047.0,1041.0,3877.0,501.0,325.0,421.0,410.0,296.0,481.0,519.0,214.0,345.0,938.0,441.0,251.0,2213.0,1418.0,858.0,328.0,1162.0
folA_1_56_B_MM2,477.0,422.0,243.0,2083.0,246.0,318.0,355.0,180.0,127.0,275.0,72.0,222.0,419.0,239.0,114.0,1273.0,872.0,632.0,174.0,884.0
folA_1_56_B_MM3,343.0,289.0,188.0,277.0,1373.0,181.0,197.0,138.0,81.0,212.0,62.0,134.0,267.0,177.0,110.0,1228.0,688.0,406.0,103.0,698.0
folA_1_56_B_MM6,613.0,451.0,382.0,372.0,265.0,2240.0,450.0,268.0,130.0,355.0,78.0,157.0,525.0,482.0,143.0,2078.0,1392.0,556.0,173.0,837.0
folA_1_56_B_MM9,919.0,568.0,383.0,414.0,273.0,527.0,2398.0,257.0,186.0,364.0,106.0,180.0,462.0,488.0,275.0,1931.0,1122.0,672.0,254.0,1347.0
folA_1_56_C,322.0,259.0,150.0,231.0,107.0,144.0,128.0,1179.0,85.0,177.0,46.0,86.0,191.0,173.0,41.0,860.0,516.0,414.0,80.0,376.0
folA_3_242_B_MM3,671.0,846.0,566.0,424.0,251.0,397.0,332.0,299.0,2648.0,509.0,290.0,246.0,780.0,478.0,194.0,2508.0,1266.0,852.0,205.0,1065.0
folA_3_242_C,679.0,617.0,420.0,428.0,246.0,430.0,415.0,282.0,332.0,2363.0,117.0,352.0,601.0,310.0,178.0,1880.0,1390.0,640.0,375.0,1034.0
negC_rand_42,398.0,244.0,247.0,171.0,70.0,144.0,122.0,105.0,140.0,159.0,1659.0,176.0,298.0,107.0,92.0,645.0,418.0,288.0,78.0,422.0
thyA_1_60_B_MM12,632.0,521.0,299.0,196.0,145.0,194.0,211.0,156.0,147.0,230.0,76.0,1661.0,344.0,173.0,70.0,976.0,526.0,341.0,92.0,472.0
thyA_1_60_B_MM13,1202.0,938.0,773.0,390.0,277.0,511.0,435.0,329.0,309.0,539.0,269.0,474.0,4137.0,498.0,189.0,2330.0,1725.0,821.0,240.0,957.0
thyA_1_60_B_MM2,745.0,546.0,508.0,608.0,378.0,514.0,509.0,409.0,284.0,519.0,123.0,183.0,545.0,2401.0,201.0,1272.0,775.0,485.0,193.0,661.0
thyA_1_60_C,346.0,307.0,296.0,317.0,273.0,286.0,249.0,164.0,98.0,331.0,77.0,140.0,270.0,153.0,1056.0,639.0,427.0,286.0,102.0,375.0
thyA_3_233_B_MM4,2281.0,1954.0,1587.0,1331.0,1125.0,1510.0,1563.0,1127.0,748.0,1420.0,346.0,711.0,1540.0,991.0,482.0,12065.0,2674.0,1653.0,594.0,2266.0
thyA_3_233_B_MM5,1704.0,1543.0,1068.0,937.0,738.0,1013.0,1036.0,658.0,510.0,1095.0,227.0,522.0,1057.0,656.0,276.0,2563.0,7602.0,1134.0,356.0,1432.0
thyA_3_233_B_MM6,919.0,799.0,473.0,479.0,468.0,628.0,527.0,578.0,240.0,615.0,146.0,307.0,636.0,411.0,187.0,1688.0,1484.0,4811.0,316.0,874.0
thyA_3_233_B_MM7,449.0,288.0,244.0,176.0,150.0,271.0,195.0,117.0,166.0,191.0,37.0,148.0,315.0,183.0,104.0,947.0,528.0,220.0,1635.0,375.0
thyA_3_233_C,1754.0,1347.0,1035.0,1268.0,1124.0,1217.0,1214.0,946.0,788.0,1161.0,342.0,620.0,1213.0,772.0,364.0,4001.0,2183.0,1455.0,391.0,8802.0
