,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,39491.0,27014.0,17472.0,562.0,264.0,621.0,334.0,773.0,521.0,508.0,4967.0,4037.0,20377.0,198.0,107.0,3120.0,6726.0,19660.0,8305.0,976.0
folA_1_56_B_MM11,24304.0,49411.0,22243.0,460.0,741.0,382.0,619.0,314.0,5159.0,1046.0,5610.0,3907.0,24689.0,183.0,77.0,2773.0,8085.0,22825.0,6906.0,1063.0
folA_1_56_B_MM14,18174.0,24695.0,42940.0,564.0,242.0,376.0,387.0,783.0,4194.0,986.0,6350.0,4067.0,21066.0,211.0,73.0,4747.0,14242.0,20197.0,8232.0,696.0
folA_1_56_B_MM2,340.0,388.0,126.0,1011.0,280.0,404.0,296.0,201.0,120.0,148.0,64.0,65.0,283.0,73.0,37.0,572.0,221.0,140.0,85.0,183.0
folA_1_56_B_MM3,155.0,181.0,72.0,359.0,527.0,213.0,200.0,228.0,66.0,62.0,22.0,36.0,173.0,61.0,22.0,507.0,296.0,188.0,30.0,160.0
folA_1_56_B_MM6,438.0,281.0,187.0,414.0,227.0,767.0,344.0,276.0,88.0,205.0,90.0,126.0,555.0,65.0,37.0,639.0,320.0,428.0,93.0,249.0
folA_1_56_B_MM9,661.0,441.0,242.0,827.0,214.0,486.0,940.0,311.0,61.0,210.0,85.0,107.0,319.0,95.0,43.0,728.0,469.0,401.0,181.0,295.0
folA_1_56_C,160.0,258.0,64.0,168.0,34.0,122.0,81.0,1224.0,23.0,51.0,25.0,19.0,70.0,47.0,14.0,249.0,167.0,190.0,10.0,104.0
folA_3_242_B_MM3,1080.0,8333.0,12920.0,365.0,120.0,236.0,166.0,290.0,14830.0,904.0,3183.0,2605.0,9622.0,116.0,38.0,2131.0,4245.0,19496.0,8924.0,681.0
folA_3_242_C,586.0,834.0,504.0,540.0,201.0,367.0,119.0,285.0,1589.0,2250.0,245.0,469.0,1214.0,147.0,62.0,1651.0,1768.0,3073.0,1352.0,411.0
negC_rand_42,4708.0,5614.0,6389.0,296.0,40.0,112.0,119.0,137.0,1983.0,365.0,16943.0,1323.0,5529.0,44.0,37.0,425.0,841.0,6699.0,1439.0,184.0
thyA_1_60_B_MM12,4885.0,4843.0,3392.0,126.0,80.0,354.0,53.0,96.0,1153.0,440.0,1273.0,3859.0,2831.0,44.0,45.0,1764.0,2267.0,4558.0,595.0,240.0
thyA_1_60_B_MM13,17929.0,20848.0,15925.0,517.0,286.0,386.0,547.0,293.0,5506.0,1313.0,4848.0,5450.0,31452.0,150.0,56.0,1687.0,2970.0,13632.0,7087.0,479.0
thyA_1_60_B_MM2,276.0,268.0,137.0,173.0,92.0,105.0,111.0,158.0,77.0,192.0,32.0,222.0,221.0,683.0,59.0,541.0,296.0,126.0,58.0,166.0
thyA_1_60_C,184.0,82.0,112.0,194.0,100.0,83.0,104.0,63.0,42.0,96.0,33.0,84.0,128.0,68.0,373.0,318.0,295.0,130.0,44.0,71.0
thyA_3_233_B_MM4,2424.0,1461.0,1352.0,692.0,472.0,586.0,509.0,533.0,584.0,971.0,327.0,677.0,1732.0,324.0,148.0,8071.0,4659.0,5474.0,2199.0,1400.0
thyA_3_233_B_MM5,8318.0,6535.0,5556.0,308.0,198.0,230.0,452.0,197.0,1513.0,1455.0,662.0,1498.0,2505.0,196.0,130.0,2598.0,11243.0,14920.0,7178.0,804.0
thyA_3_233_B_MM6,20349.0,14602.0,9210.0,232.0,174.0,150.0,213.0,299.0,5004.0,2635.0,3272.0,2343.0,10817.0,175.0,73.0,2606.0,10428.0,37054.0,5129.0,1033.0
thyA_3_233_B_MM7,11879.0,12120.0,6623.0,133.0,75.0,66.0,83.0,522.0,5336.0,1090.0,2355.0,1741.0,5436.0,78.0,53.0,606.0,3877.0,8378.0,14229.0,319.0
thyA_3_233_C,772.0,772.0,1698.0,517.0,252.0,348.0,341.0,291.0,345.0,640.0,265.0,481.0,769.0,143.0,129.0,2955.0,3048.0,8111.0,4067.0,3655.0
