,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,5193.0,1663.0,1095.0,448.0,195.0,372.0,438.0,305.0,285.0,579.0,508.0,529.0,1997.0,1059.0,432.0,5003.0,2658.0,1450.0,424.0,3072.0
folA_1_56_B_MM11,1916.0,8597.0,2371.0,342.0,263.0,415.0,361.0,312.0,1222.0,528.0,774.0,881.0,3459.0,1868.0,876.0,10110.0,6959.0,3132.0,897.0,4784.0
folA_1_56_B_MM14,1184.0,3188.0,8082.0,346.0,180.0,312.0,362.0,317.0,1037.0,560.0,801.0,1034.0,3049.0,2174.0,892.0,10277.0,6632.0,2896.0,995.0,5303.0
folA_1_56_B_MM2,307.0,274.0,159.0,1415.0,156.0,252.0,228.0,206.0,83.0,251.0,69.0,146.0,333.0,613.0,210.0,2579.0,1505.0,517.0,189.0,1901.0
folA_1_56_B_MM3,210.0,120.0,122.0,248.0,829.0,139.0,185.0,131.0,66.0,100.0,36.0,69.0,194.0,275.0,182.0,2260.0,1106.0,375.0,146.0,944.0
folA_1_56_B_MM6,353.0,275.0,226.0,327.0,178.0,1463.0,246.0,204.0,155.0,318.0,57.0,126.0,244.0,626.0,216.0,3466.0,1956.0,744.0,144.0,2168.0
folA_1_56_B_MM9,694.0,311.0,227.0,374.0,199.0,353.0,1546.0,308.0,113.0,252.0,109.0,124.0,291.0,726.0,388.0,4413.0,1966.0,773.0,265.0,2466.0
folA_1_56_C,149.0,133.0,72.0,122.0,40.0,103.0,138.0,1004.0,46.0,102.0,43.0,60.0,85.0,259.0,243.0,1734.0,1175.0,314.0,74.0,1071.0
folA_3_242_B_MM3,680.0,2589.0,2653.0,358.0,172.0,341.0,241.0,332.0,7148.0,826.0,809.0,873.0,2480.0,1953.0,874.0,13516.0,7884.0,3945.0,1245.0,7943.0
folA_3_242_C,527.0,627.0,408.0,388.0,143.0,321.0,224.0,295.0,785.0,3333.0,185.0,277.0,796.0,1851.0,771.0,11021.0,5936.0,2270.0,521.0,4525.0
negC_rand_42,493.0,740.0,873.0,152.0,63.0,151.0,90.0,167.0,527.0,250.0,3829.0,345.0,905.0,406.0,390.0,2909.0,1562.0,940.0,216.0,1622.0
thyA_1_60_B_MM12,651.0,1171.0,767.0,145.0,77.0,140.0,157.0,103.0,378.0,275.0,360.0,2156.0,760.0,591.0,402.0,3900.0,2078.0,1348.0,222.0,1647.0
thyA_1_60_B_MM13,1485.0,2592.0,2270.0,327.0,225.0,358.0,250.0,298.0,1099.0,696.0,996.0,1460.0,9044.0,1535.0,951.0,9865.0,5081.0,2769.0,980.0,5182.0
thyA_1_60_B_MM2,904.0,1676.0,1225.0,939.0,669.0,924.0,701.0,811.0,829.0,2436.0,416.0,479.0,2008.0,4530.0,892.0,5012.0,3207.0,1481.0,406.0,2123.0
thyA_1_60_C,489.0,940.0,943.0,605.0,537.0,590.0,503.0,441.0,416.0,1091.0,306.0,448.0,1139.0,987.0,2483.0,3088.0,2367.0,1088.0,236.0,1057.0
thyA_3_233_B_MM4,4131.0,6866.0,6636.0,2651.0,1678.0,3534.0,2653.0,2860.0,3755.0,8429.0,2434.0,2380.0,8180.0,3868.0,1633.0,37653.0,14694.0,6245.0,2148.0,10416.0
thyA_3_233_B_MM5,2692.0,4915.0,4304.0,1806.0,822.0,1644.0,1572.0,1331.0,1924.0,5037.0,1649.0,1646.0,5603.0,3247.0,2012.0,14349.0,20609.0,4576.0,1798.0,7765.0
thyA_3_233_B_MM6,1577.0,2052.0,1688.0,610.0,379.0,648.0,584.0,638.0,1128.0,1877.0,561.0,1037.0,3027.0,1618.0,826.0,8833.0,7414.0,9994.0,864.0,5910.0
thyA_3_233_B_MM7,852.0,1381.0,874.0,261.0,202.0,164.0,205.0,253.0,737.0,579.0,307.0,455.0,1052.0,604.0,493.0,2250.0,2197.0,1304.0,3146.0,1887.0
thyA_3_233_C,2719.0,5060.0,5260.0,2329.0,1974.0,2785.0,1934.0,2417.0,3550.0,7405.0,2009.0,1904.0,6780.0,2498.0,1725.0,19996.0,10919.0,6945.0,3127.0,25955.0
