,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,11784.0,4050.0,2949.0,149.0,103.0,227.0,162.0,59.0,273.0,309.0,839.0,545.0,3110.0,1791.0,1022.0,9871.0,4954.0,3104.0,1067.0,4111.0
folA_1_56_B_MM11,4267.0,13705.0,3352.0,116.0,76.0,129.0,182.0,82.0,926.0,486.0,941.0,621.0,4112.0,2425.0,1209.0,12810.0,6590.0,3006.0,1327.0,4901.0
folA_1_56_B_MM14,2916.0,4351.0,11764.0,137.0,130.0,104.0,219.0,70.0,1583.0,337.0,1024.0,498.0,3651.0,1842.0,1228.0,9692.0,5335.0,3521.0,1163.0,4609.0
folA_1_56_B_MM2,64.0,67.0,33.0,576.0,51.0,40.0,59.0,23.0,20.0,52.0,17.0,21.0,89.0,316.0,87.0,731.0,371.0,161.0,51.0,613.0
folA_1_56_B_MM3,75.0,80.0,31.0,28.0,640.0,29.0,30.0,10.0,32.0,19.0,30.0,10.0,71.0,164.0,176.0,979.0,237.0,97.0,25.0,397.0
folA_1_56_B_MM6,129.0,224.0,146.0,65.0,41.0,651.0,86.0,24.0,27.0,65.0,31.0,30.0,106.0,941.0,242.0,1662.0,648.0,235.0,55.0,820.0
folA_1_56_B_MM9,261.0,152.0,103.0,91.0,26.0,102.0,894.0,26.0,74.0,67.0,35.0,32.0,161.0,653.0,456.0,1970.0,849.0,267.0,101.0,2321.0
folA_1_56_C,74.0,53.0,15.0,25.0,13.0,19.0,18.0,250.0,12.0,30.0,9.0,8.0,19.0,221.0,28.0,354.0,251.0,115.0,13.0,258.0
folA_3_242_B_MM3,600.0,2221.0,2509.0,94.0,50.0,126.0,75.0,40.0,6011.0,346.0,1041.0,326.0,3042.0,2278.0,894.0,12718.0,4763.0,3674.0,792.0,4622.0
folA_3_242_C,302.0,401.0,407.0,75.0,52.0,67.0,80.0,57.0,766.0,2616.0,111.0,121.0,585.0,1164.0,676.0,8862.0,4622.0,1431.0,593.0,4249.0
negC_rand_42,940.0,1251.0,945.0,34.0,15.0,71.0,35.0,16.0,426.0,139.0,4768.0,147.0,1157.0,384.0,431.0,3038.0,1671.0,1087.0,301.0,1633.0
thyA_1_60_B_MM12,838.0,1102.0,476.0,59.0,19.0,39.0,45.0,48.0,280.0,143.0,120.0,1519.0,728.0,352.0,159.0,1250.0,611.0,436.0,108.0,753.0
thyA_1_60_B_MM13,3221.0,3234.0,3638.0,102.0,67.0,115.0,159.0,78.0,1113.0,363.0,1105.0,817.0,11570.0,1422.0,896.0,10529.0,6733.0,2873.0,1231.0,3545.0
thyA_1_60_B_MM2,2145.0,1909.0,1961.0,602.0,423.0,856.0,852.0,518.0,1047.0,2007.0,425.0,238.0,2149.0,5138.0,874.0,4436.0,2354.0,1860.0,1014.0,2034.0
thyA_1_60_C,1264.0,1468.0,1361.0,400.0,411.0,381.0,623.0,226.0,330.0,1047.0,403.0,235.0,886.0,677.0,2815.0,2671.0,1716.0,910.0,382.0,1747.0
thyA_3_233_B_MM4,7210.0,8708.0,8104.0,679.0,1012.0,1170.0,1949.0,914.0,3548.0,5266.0,1923.0,905.0,6838.0,3735.0,2531.0,34779.0,10183.0,7265.0,1959.0,9324.0
thyA_3_233_B_MM5,5387.0,5892.0,4292.0,422.0,349.0,470.0,704.0,267.0,2166.0,4084.0,1308.0,632.0,4324.0,2822.0,887.0,9889.0,19525.0,4011.0,1755.0,5575.0
thyA_3_233_B_MM6,2596.0,2949.0,2080.0,206.0,113.0,179.0,163.0,185.0,733.0,1384.0,654.0,399.0,2591.0,1544.0,845.0,6617.0,5176.0,12526.0,1486.0,3436.0
thyA_3_233_B_MM7,1158.0,1072.0,1109.0,68.0,35.0,82.0,65.0,45.0,650.0,336.0,278.0,203.0,1222.0,536.0,349.0,4048.0,1722.0,892.0,3918.0,1557.0
thyA_3_233_C,6023.0,5790.0,4870.0,1056.0,770.0,1220.0,1658.0,484.0,3173.0,5369.0,1995.0,664.0,5421.0,3033.0,1808.0,18610.0,9029.0,5641.0,1808.0,29246.0
