,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,7998.0,2366.0,1644.0,50.0,37.0,79.0,85.0,38.0,157.0,202.0,306.0,283.0,1783.0,988.0,601.0,7043.0,2794.0,2227.0,855.0,3503.0
folA_1_56_B_MM11,2425.0,10713.0,2368.0,80.0,51.0,105.0,93.0,30.0,542.0,342.0,416.0,355.0,2770.0,1440.0,704.0,9591.0,4771.0,2214.0,933.0,4396.0
folA_1_56_B_MM14,1837.0,2625.0,11398.0,80.0,89.0,62.0,138.0,43.0,960.0,325.0,565.0,354.0,2662.0,1386.0,840.0,9157.0,4838.0,3142.0,1113.0,4155.0
folA_1_56_B_MM2,43.0,45.0,22.0,462.0,32.0,27.0,23.0,9.0,16.0,20.0,5.0,7.0,58.0,112.0,46.0,454.0,166.0,74.0,23.0,274.0
folA_1_56_B_MM3,18.0,32.0,14.0,24.0,219.0,9.0,15.0,11.0,15.0,20.0,9.0,5.0,46.0,91.0,60.0,537.0,127.0,59.0,11.0,180.0
folA_1_56_B_MM6,52.0,206.0,52.0,20.0,15.0,428.0,31.0,28.0,17.0,31.0,14.0,6.0,62.0,336.0,72.0,986.0,359.0,88.0,33.0,397.0
folA_1_56_B_MM9,105.0,89.0,71.0,36.0,28.0,33.0,758.0,9.0,36.0,35.0,16.0,16.0,70.0,353.0,221.0,1070.0,359.0,152.0,54.0,1160.0
folA_1_56_C,20.0,16.0,14.0,18.0,2.0,6.0,9.0,154.0,7.0,14.0,12.0,4.0,22.0,83.0,17.0,228.0,100.0,51.0,5.0,96.0
folA_3_242_B_MM3,502.0,1337.0,2016.0,65.0,33.0,70.0,73.0,36.0,5810.0,289.0,474.0,239.0,2134.0,1535.0,715.0,12312.0,4796.0,3182.0,926.0,4733.0
folA_3_242_C,259.0,360.0,389.0,34.0,19.0,56.0,68.0,47.0,372.0,3261.0,81.0,102.0,402.0,927.0,529.0,8439.0,4105.0,1263.0,488.0,4361.0
negC_rand_42,555.0,684.0,694.0,19.0,10.0,27.0,24.0,4.0,242.0,122.0,3091.0,116.0,713.0,321.0,284.0,2819.0,1397.0,895.0,295.0,1737.0
thyA_1_60_B_MM12,543.0,629.0,287.0,9.0,10.0,27.0,22.0,32.0,153.0,69.0,60.0,1063.0,387.0,172.0,66.0,1230.0,485.0,401.0,92.0,754.0
thyA_1_60_B_MM13,1834.0,2203.0,2741.0,83.0,55.0,73.0,105.0,42.0,763.0,335.0,535.0,387.0,9974.0,1086.0,570.0,9929.0,5892.0,2732.0,944.0,3543.0
thyA_1_60_B_MM2,1416.0,1406.0,1455.0,278.0,194.0,393.0,465.0,241.0,759.0,1437.0,263.0,152.0,1340.0,5029.0,530.0,4603.0,2360.0,1495.0,715.0,2132.0
thyA_1_60_C,816.0,941.0,982.0,211.0,146.0,197.0,222.0,78.0,297.0,875.0,228.0,132.0,628.0,454.0,2594.0,2416.0,1497.0,794.0,371.0,1408.0
thyA_3_233_B_MM4,5085.0,6234.0,7240.0,379.0,608.0,660.0,928.0,370.0,2576.0,4685.0,1222.0,717.0,6006.0,3216.0,1758.0,39185.0,11229.0,6835.0,2221.0,9400.0
thyA_3_233_B_MM5,3437.0,4264.0,4074.0,169.0,106.0,248.0,334.0,100.0,1782.0,2959.0,799.0,539.0,3623.0,2054.0,727.0,10379.0,21307.0,3946.0,1495.0,5495.0
thyA_3_233_B_MM6,1856.0,2378.0,2050.0,88.0,49.0,125.0,119.0,120.0,689.0,875.0,414.0,270.0,1935.0,1073.0,592.0,7170.0,4862.0,13048.0,1294.0,3779.0
thyA_3_233_B_MM7,922.0,894.0,864.0,34.0,29.0,44.0,48.0,17.0,496.0,222.0,226.0,229.0,964.0,353.0,279.0,4102.0,1650.0,901.0,4434.0,1803.0
thyA_3_233_C,4534.0,4070.0,4501.0,392.0,276.0,643.0,815.0,179.0,2634.0,3859.0,1076.0,546.0,4143.0,2244.0,1259.0,19012.0,8317.0,5503.0,1682.0,28429.0
