,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,32581.0,13583.0,8257.0,1964.0,1206.0,1712.0,1746.0,1647.0,1553.0,1998.0,3378.0,4235.0,11847.0,5790.0,2641.0,30491.0,17813.0,9715.0,3121.0,15736.0
folA_1_56_B_MM11,12974.0,29859.0,9524.0,1362.0,1283.0,1544.0,1747.0,1200.0,4187.0,2485.0,3410.0,2983.0,10615.0,5383.0,3017.0,24685.0,17795.0,9757.0,2867.0,11704.0
folA_1_56_B_MM14,9908.0,10707.0,24296.0,1268.0,767.0,1197.0,1380.0,1398.0,3488.0,2584.0,2939.0,3015.0,9777.0,7359.0,2383.0,24782.0,16264.0,8574.0,3330.0,11763.0
folA_1_56_B_MM2,1149.0,953.0,437.0,5222.0,684.0,729.0,823.0,685.0,364.0,664.0,329.0,408.0,865.0,2477.0,972.0,11066.0,5029.0,2000.0,652.0,5610.0
folA_1_56_B_MM3,1088.0,1018.0,391.0,925.0,3530.0,545.0,669.0,662.0,188.0,423.0,268.0,247.0,846.0,1718.0,1058.0,10311.0,4258.0,1772.0,554.0,3701.0
folA_1_56_B_MM6,1870.0,1206.0,899.0,1182.0,896.0,5280.0,1026.0,937.0,442.0,941.0,283.0,549.0,1134.0,2613.0,1077.0,14245.0,7901.0,3019.0,635.0,6994.0
folA_1_56_B_MM9,2546.0,1446.0,812.0,1420.0,1040.0,1180.0,6412.0,1369.0,382.0,1015.0,492.0,566.0,1206.0,3767.0,1768.0,17441.0,7551.0,3241.0,1077.0,10256.0
folA_1_56_C,1008.0,781.0,271.0,648.0,311.0,492.0,460.0,3992.0,160.0,384.0,93.0,186.0,358.0,1078.0,1239.0,6627.0,4429.0,1391.0,393.0,3701.0
folA_3_242_B_MM3,3068.0,8900.0,7878.0,1098.0,800.0,1182.0,1046.0,1071.0,17076.0,2958.0,2630.0,2681.0,6937.0,5105.0,2453.0,27520.0,15385.0,9368.0,3325.0,17765.0
folA_3_242_C,2150.0,3044.0,1767.0,1545.0,923.0,1194.0,968.0,1298.0,2794.0,9626.0,670.0,965.0,2669.0,6009.0,2413.0,23492.0,13162.0,5789.0,2034.0,8846.0
negC_rand_42,2972.0,3307.0,2883.0,555.0,219.0,512.0,492.0,510.0,1628.0,783.0,11588.0,1183.0,3071.0,1464.0,987.0,6706.0,3755.0,2720.0,1046.0,4074.0
thyA_1_60_B_MM12,5539.0,4324.0,3041.0,571.0,277.0,529.0,364.0,415.0,1077.0,1148.0,1503.0,6709.0,2549.0,1789.0,1037.0,11083.0,5231.0,4341.0,989.0,4296.0
thyA_1_60_B_MM13,11368.0,9568.0,6906.0,1401.0,1052.0,1136.0,1420.0,1089.0,4010.0,2256.0,3130.0,5240.0,23002.0,4451.0,2198.0,23775.0,12190.0,6888.0,3009.0,11462.0
thyA_1_60_B_MM2,6012.0,6165.0,3964.0,4921.0,3523.0,5583.0,3822.0,6574.0,2446.0,7427.0,1330.0,1303.0,5526.0,13034.0,2821.0,11536.0,7114.0,4253.0,1288.0,5251.0
thyA_1_60_C,3063.0,3058.0,3068.0,3761.0,2485.0,2731.0,2965.0,2610.0,1051.0,3180.0,1099.0,1363.0,2714.0,2727.0,6889.0,7156.0,4913.0,2535.0,654.0,2294.0
thyA_3_233_B_MM4,24816.0,19305.0,15509.0,13864.0,10312.0,15645.0,12598.0,13848.0,7265.0,20303.0,6124.0,7065.0,19337.0,8143.0,3498.0,80045.0,29290.0,13134.0,5312.0,19281.0
thyA_3_233_B_MM5,16766.0,13340.0,10387.0,8496.0,4487.0,6892.0,6934.0,5945.0,3722.0,11623.0,3795.0,3814.0,12597.0,6610.0,4179.0,25971.0,41923.0,9476.0,3864.0,14405.0
thyA_3_233_B_MM6,9480.0,6120.0,3728.0,2907.0,1475.0,2558.0,2307.0,3440.0,2342.0,5862.0,1524.0,2805.0,6518.0,4209.0,1775.0,17280.0,16548.0,23492.0,1984.0,10852.0
thyA_3_233_B_MM7,5583.0,5092.0,2432.0,1014.0,909.0,818.0,815.0,1356.0,2290.0,2095.0,796.0,1418.0,3413.0,1714.0,1322.0,5018.0,4921.0,2998.0,8303.0,4006.0
thyA_3_233_C,14285.0,15210.0,12965.0,11365.0,10439.0,13197.0,10412.0,11437.0,8551.0,17388.0,5405.0,5858.0,15152.0,5454.0,3645.0,40127.0,21315.0,15058.0,7619.0,55854.0
